seizure_id,district_id,district_name,locality_name,seizure_timestamp,category_id,category_name,seized_quantity,unit_of_measure,seizure_context
SEZ-2026-00298,21,Kallakurichi,Kallakurichi Central Industrial Bypass,2026-01-15 07:19:49,5,Opioid Analogues / Brown Sugar / Heroin,14.99,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00299,6,Tirunelveli,Tirunelveli North Market,2026-02-01 02:25:58,3,Prescription Narcotics / Codeine / Alprazolam,26.09,VIALS,WAREHOUSE_RAID
SEZ-2026-00300,1,Chennai,Chennai North Industrial Bypass,2026-03-11 23:00:40,5,Opioid Analogues / Brown Sugar / Heroin,45.21,VIALS,WAREHOUSE_RAID
SEZ-2026-00301,12,Thanjavur,Thanjavur North Industrial Bypass,2025-02-16 23:42:18,4,Chemical Precursors / Ephedrine,9.58,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00302,18,Tiruvallur,Tiruvallur West Industrial Bypass,2025-07-22 06:44:16,4,Chemical Precursors / Ephedrine,42.33,KG,WAREHOUSE_RAID
SEZ-2026-00303,13,Thoothukudi,Thoothukudi Central Industrial Bypass,2026-02-25 14:06:00,2,Synthetic Stimulants / MDMA / Meth,13.73,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00304,10,Krishnagiri,Krishnagiri East Market,2025-01-19 19:00:19,4,Chemical Precursors / Ephedrine,14.08,KG,WAREHOUSE_RAID
SEZ-2026-00305,37,Tirupathur,Tirupathur West Industrial Bypass,2024-10-18 13:11:18,4,Chemical Precursors / Ephedrine,19.79,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00306,31,Virudhunagar,Virudhunagar East Industrial Bypass,2026-01-19 02:59:26,3,Prescription Narcotics / Codeine / Alprazolam,33.21,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00307,9,Vellore,Vellore West Industrial Bypass,2025-05-15 05:21:26,6,Unclassified / Suspicious Substance,37.40,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00308,13,Thoothukudi,Thoothukudi North Industrial Bypass,2025-03-06 20:53:00,5,Opioid Analogues / Brown Sugar / Heroin,11.25,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00309,38,Tiruvannamalai,Tiruvannamalai South Market,2025-09-13 08:07:49,1,Commercial Ganja / Cannabis,32.54,LITRES,WAREHOUSE_RAID
SEZ-2026-00310,16,Kancheepuram,Kancheepuram South Market,2024-09-26 11:43:53,2,Synthetic Stimulants / MDMA / Meth,31.45,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00311,33,Thiruvarur,Thiruvarur Central Campus Zone,2026-06-28 21:21:29,4,Chemical Precursors / Ephedrine,26.49,KG,WAREHOUSE_RAID
SEZ-2026-00312,33,Thiruvarur,Thiruvarur West Market,2024-12-28 04:34:45,5,Opioid Analogues / Brown Sugar / Heroin,9.95,VIALS,HIGHWAY_INTERCEPTION
SEZ-2026-00313,35,Mayiladuthurai,Mayiladuthurai East Market,2025-03-05 18:53:00,4,Chemical Precursors / Ephedrine,6.44,VIALS,POSTAL_PARCEL_HOLD
SEZ-2026-00314,10,Krishnagiri,Krishnagiri South Campus Zone,2025-08-28 05:52:40,6,Unclassified / Suspicious Substance,4.04,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00315,25,Karur,Karur East Market,2026-06-04 05:22:31,3,Prescription Narcotics / Codeine / Alprazolam,2.49,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00316,28,Pudukkottai,Pudukkottai South Market,2025-08-13 07:58:53,4,Chemical Precursors / Ephedrine,14.36,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00317,16,Kancheepuram,Kancheepuram South Market,2025-03-10 20:28:17,2,Synthetic Stimulants / MDMA / Meth,29.28,VIALS,POSTAL_PARCEL_HOLD
SEZ-2026-00318,9,Vellore,Vellore South Campus Zone,2024-11-15 15:58:28,3,Prescription Narcotics / Codeine / Alprazolam,2.31,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00319,29,Sivaganga,Sivaganga East Market,2026-01-07 23:25:24,6,Unclassified / Suspicious Substance,25.15,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00320,9,Vellore,Vellore West Market,2026-08-14 17:10:17,2,Synthetic Stimulants / MDMA / Meth,44.38,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00321,24,Nilgiris,Nilgiris East Campus Zone,2026-04-02 09:22:37,1,Commercial Ganja / Cannabis,18.36,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00322,25,Karur,Karur West Market,2026-06-29 16:56:48,6,Unclassified / Suspicious Substance,27.79,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00323,25,Karur,Karur North Market,2024-10-01 13:40:49,1,Commercial Ganja / Cannabis,39.96,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00324,38,Tiruvannamalai,Tiruvannamalai North Market,2026-06-01 22:32:27,6,Unclassified / Suspicious Substance,39.41,KG,WAREHOUSE_RAID
SEZ-2026-00325,38,Tiruvannamalai,Tiruvannamalai East Industrial Bypass,2025-09-16 05:46:42,4,Chemical Precursors / Ephedrine,37.48,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00326,1,Chennai,Chennai South Campus Zone,2026-07-31 21:59:22,2,Synthetic Stimulants / MDMA / Meth,23.93,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00327,13,Thoothukudi,Thoothukudi South Industrial Bypass,2026-03-01 18:58:22,6,Unclassified / Suspicious Substance,37.18,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00328,32,Theni,Theni South Campus Zone,2025-10-18 03:39:27,4,Chemical Precursors / Ephedrine,13.74,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00329,24,Nilgiris,Nilgiris East Campus Zone,2025-09-14 22:01:04,6,Unclassified / Suspicious Substance,14.69,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00330,36,Ranipet,Ranipet South Campus Zone,2026-08-18 04:02:00,2,Synthetic Stimulants / MDMA / Meth,35.03,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00331,28,Pudukkottai,Pudukkottai East Campus Zone,2026-04-11 10:59:52,5,Opioid Analogues / Brown Sugar / Heroin,4.47,LITRES,WAREHOUSE_RAID
SEZ-2026-00332,2,Coimbatore,Coimbatore South Market,2026-08-17 03:05:03,5,Opioid Analogues / Brown Sugar / Heroin,16.17,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00333,22,Dharmapuri,Dharmapuri South Campus Zone,2025-09-30 06:32:22,4,Chemical Precursors / Ephedrine,12.44,VIALS,WAREHOUSE_RAID
SEZ-2026-00334,8,Tiruppur,Tiruppur North Market,2025-01-14 15:42:49,2,Synthetic Stimulants / MDMA / Meth,35.95,VIALS,WAREHOUSE_RAID
SEZ-2026-00335,11,Dindigul,Dindigul East Campus Zone,2025-12-16 08:27:06,4,Chemical Precursors / Ephedrine,13.97,LITRES,WAREHOUSE_RAID
SEZ-2026-00336,19,Cuddalore,Cuddalore Central Market,2026-08-10 18:31:01,6,Unclassified / Suspicious Substance,42.58,VIALS,HIGHWAY_INTERCEPTION
SEZ-2026-00337,2,Coimbatore,Coimbatore Central Market,2026-03-08 05:12:14,4,Chemical Precursors / Ephedrine,36.55,VIALS,WAREHOUSE_RAID
SEZ-2026-00338,19,Cuddalore,Cuddalore North Campus Zone,2025-05-27 07:42:24,2,Synthetic Stimulants / MDMA / Meth,10.84,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00339,30,Ramanathapuram,Ramanathapuram East Market,2026-03-14 04:57:45,6,Unclassified / Suspicious Substance,1.59,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00340,21,Kallakurichi,Kallakurichi South Industrial Bypass,2025-02-12 07:27:32,2,Synthetic Stimulants / MDMA / Meth,33.11,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00341,34,Nagapattinam,Nagapattinam South Market,2025-01-14 04:41:16,1,Commercial Ganja / Cannabis,43.96,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00342,29,Sivaganga,Sivaganga North Market,2024-09-21 20:37:11,1,Commercial Ganja / Cannabis,1.15,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00343,28,Pudukkottai,Pudukkottai South Industrial Bypass,2025-01-10 10:11:50,2,Synthetic Stimulants / MDMA / Meth,33.93,VIALS,POSTAL_PARCEL_HOLD
SEZ-2026-00344,6,Tirunelveli,Tirunelveli West Campus Zone,2025-02-11 02:29:49,6,Unclassified / Suspicious Substance,16.02,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00345,15,Tenkasi,Tenkasi East Industrial Bypass,2026-01-17 03:35:00,5,Opioid Analogues / Brown Sugar / Heroin,25.68,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00346,30,Ramanathapuram,Ramanathapuram North Industrial Bypass,2025-05-22 01:52:44,5,Opioid Analogues / Brown Sugar / Heroin,15.07,KG,WAREHOUSE_RAID
SEZ-2026-00347,28,Pudukkottai,Pudukkottai West Industrial Bypass,2026-06-10 13:49:15,3,Prescription Narcotics / Codeine / Alprazolam,6.03,KG,WAREHOUSE_RAID
SEZ-2026-00348,19,Cuddalore,Cuddalore East Industrial Bypass,2025-10-04 08:38:47,6,Unclassified / Suspicious Substance,30.02,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00349,21,Kallakurichi,Kallakurichi North Industrial Bypass,2024-10-04 18:11:03,3,Prescription Narcotics / Codeine / Alprazolam,28.11,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00350,29,Sivaganga,Sivaganga Central Campus Zone,2025-04-29 07:55:05,1,Commercial Ganja / Cannabis,18.67,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00351,1,Chennai,Chennai North Market,2026-06-19 19:32:00,1,Commercial Ganja / Cannabis,13.15,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00352,20,Viluppuram,Viluppuram West Campus Zone,2025-05-09 13:20:43,2,Synthetic Stimulants / MDMA / Meth,6.54,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00353,26,Ariyalur,Ariyalur North Industrial Bypass,2025-02-10 03:21:06,2,Synthetic Stimulants / MDMA / Meth,21.17,VIALS,HIGHWAY_INTERCEPTION
SEZ-2026-00354,30,Ramanathapuram,Ramanathapuram Central Market,2025-10-30 10:44:17,6,Unclassified / Suspicious Substance,24.30,KG,WAREHOUSE_RAID
SEZ-2026-00355,1,Chennai,Chennai South Market,2025-08-04 23:52:52,6,Unclassified / Suspicious Substance,29.62,KG,WAREHOUSE_RAID
SEZ-2026-00356,29,Sivaganga,Sivaganga East Industrial Bypass,2025-06-09 14:41:08,6,Unclassified / Suspicious Substance,22.43,KG,WAREHOUSE_RAID
SEZ-2026-00357,17,Chengalpattu,Chengalpattu South Market,2025-08-29 11:32:53,1,Commercial Ganja / Cannabis,35.11,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00358,9,Vellore,Vellore East Campus Zone,2025-09-16 11:54:31,1,Commercial Ganja / Cannabis,33.94,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00359,13,Thoothukudi,Thoothukudi Central Market,2024-10-01 17:42:11,6,Unclassified / Suspicious Substance,28.22,VIALS,POSTAL_PARCEL_HOLD
SEZ-2026-00360,30,Ramanathapuram,Ramanathapuram South Industrial Bypass,2026-01-08 21:23:36,5,Opioid Analogues / Brown Sugar / Heroin,14.17,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00361,12,Thanjavur,Thanjavur West Campus Zone,2026-05-15 10:50:35,3,Prescription Narcotics / Codeine / Alprazolam,11.07,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00362,5,Tiruchirappalli,Tiruchirappalli South Campus Zone,2026-05-21 01:53:50,2,Synthetic Stimulants / MDMA / Meth,26.27,LITRES,WAREHOUSE_RAID
SEZ-2026-00363,5,Tiruchirappalli,Tiruchirappalli Central Market,2025-08-19 15:35:59,5,Opioid Analogues / Brown Sugar / Heroin,44.97,LITRES,WAREHOUSE_RAID
SEZ-2026-00364,2,Coimbatore,Coimbatore South Market,2025-03-07 22:57:28,5,Opioid Analogues / Brown Sugar / Heroin,15.52,VIALS,HIGHWAY_INTERCEPTION
SEZ-2026-00365,8,Tiruppur,Tiruppur South Market,2026-08-03 22:50:51,3,Prescription Narcotics / Codeine / Alprazolam,7.67,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00366,25,Karur,Karur East Industrial Bypass,2026-03-19 13:53:34,4,Chemical Precursors / Ephedrine,33.51,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00367,16,Kancheepuram,Kancheepuram South Campus Zone,2024-09-27 23:57:23,4,Chemical Precursors / Ephedrine,32.49,LITRES,WAREHOUSE_RAID
SEZ-2026-00368,15,Tenkasi,Tenkasi West Industrial Bypass,2025-08-05 07:58:17,1,Commercial Ganja / Cannabis,34.98,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00369,14,Kanniyakumari,Kanniyakumari Central Market,2024-10-31 02:26:54,5,Opioid Analogues / Brown Sugar / Heroin,3.18,KG,WAREHOUSE_RAID
SEZ-2026-00370,37,Tirupathur,Tirupathur East Industrial Bypass,2026-03-05 06:01:52,1,Commercial Ganja / Cannabis,9.74,VIALS,HIGHWAY_INTERCEPTION
SEZ-2026-00371,6,Tirunelveli,Tirunelveli South Market,2025-03-31 04:27:53,4,Chemical Precursors / Ephedrine,30.24,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00372,28,Pudukkottai,Pudukkottai Central Industrial Bypass,2025-12-09 07:09:43,5,Opioid Analogues / Brown Sugar / Heroin,9.59,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00373,27,Perambalur,Perambalur North Market,2025-12-30 22:55:52,1,Commercial Ganja / Cannabis,1.99,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00374,28,Pudukkottai,Pudukkottai South Market,2026-02-11 19:25:41,5,Opioid Analogues / Brown Sugar / Heroin,22.05,VIALS,POSTAL_PARCEL_HOLD
SEZ-2026-00375,26,Ariyalur,Ariyalur West Campus Zone,2025-10-31 00:57:24,5,Opioid Analogues / Brown Sugar / Heroin,28.60,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00376,20,Viluppuram,Viluppuram North Market,2025-10-02 11:14:13,5,Opioid Analogues / Brown Sugar / Heroin,10.71,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00377,7,Erode,Erode North Market,2025-06-12 15:43:07,3,Prescription Narcotics / Codeine / Alprazolam,2.16,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00378,2,Coimbatore,Coimbatore Central Industrial Bypass,2026-05-31 21:41:17,6,Unclassified / Suspicious Substance,43.93,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00379,32,Theni,Theni South Industrial Bypass,2025-10-01 20:33:55,2,Synthetic Stimulants / MDMA / Meth,15.22,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00380,24,Nilgiris,Nilgiris South Campus Zone,2025-11-23 10:11:40,2,Synthetic Stimulants / MDMA / Meth,40.44,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00381,34,Nagapattinam,Nagapattinam West Market,2026-08-01 11:30:51,1,Commercial Ganja / Cannabis,24.51,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00382,21,Kallakurichi,Kallakurichi West Campus Zone,2024-11-27 15:45:17,4,Chemical Precursors / Ephedrine,37.29,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00383,27,Perambalur,Perambalur West Industrial Bypass,2025-01-08 08:09:14,6,Unclassified / Suspicious Substance,15.13,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00384,14,Kanniyakumari,Kanniyakumari Central Campus Zone,2026-07-28 23:20:18,5,Opioid Analogues / Brown Sugar / Heroin,20.52,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00385,8,Tiruppur,Tiruppur West Campus Zone,2025-09-24 13:31:33,4,Chemical Precursors / Ephedrine,19.26,LITRES,WAREHOUSE_RAID
SEZ-2026-00386,34,Nagapattinam,Nagapattinam North Market,2025-02-10 08:35:40,1,Commercial Ganja / Cannabis,16.57,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00387,11,Dindigul,Dindigul Central Industrial Bypass,2024-10-25 19:35:04,5,Opioid Analogues / Brown Sugar / Heroin,29.94,KG,WAREHOUSE_RAID
SEZ-2026-00388,38,Tiruvannamalai,Tiruvannamalai Central Campus Zone,2024-11-08 06:03:58,4,Chemical Precursors / Ephedrine,19.88,VIALS,POSTAL_PARCEL_HOLD
SEZ-2026-00389,16,Kancheepuram,Kancheepuram East Market,2025-09-18 12:46:35,5,Opioid Analogues / Brown Sugar / Heroin,43.95,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00390,24,Nilgiris,Nilgiris South Industrial Bypass,2025-01-31 08:04:14,2,Synthetic Stimulants / MDMA / Meth,25.85,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00391,36,Ranipet,Ranipet North Market,2026-01-11 18:22:34,1,Commercial Ganja / Cannabis,23.26,KG,WAREHOUSE_RAID
SEZ-2026-00392,34,Nagapattinam,Nagapattinam Central Campus Zone,2026-02-18 18:41:37,4,Chemical Precursors / Ephedrine,45.18,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00393,34,Nagapattinam,Nagapattinam South Campus Zone,2026-01-30 12:38:04,2,Synthetic Stimulants / MDMA / Meth,6.17,VIALS,WAREHOUSE_RAID
SEZ-2026-00394,10,Krishnagiri,Krishnagiri South Campus Zone,2025-09-13 02:06:56,5,Opioid Analogues / Brown Sugar / Heroin,43.00,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00395,18,Tiruvallur,Tiruvallur East Campus Zone,2025-04-17 22:07:45,6,Unclassified / Suspicious Substance,3.96,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00396,38,Tiruvannamalai,Tiruvannamalai West Campus Zone,2026-02-06 21:23:52,2,Synthetic Stimulants / MDMA / Meth,39.11,LITRES,WAREHOUSE_RAID
SEZ-2026-00397,21,Kallakurichi,Kallakurichi Central Market,2025-11-22 02:20:24,1,Commercial Ganja / Cannabis,24.53,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00398,35,Mayiladuthurai,Mayiladuthurai North Industrial Bypass,2025-06-23 00:19:24,1,Commercial Ganja / Cannabis,33.32,VIALS,HIGHWAY_INTERCEPTION
SEZ-2026-00399,14,Kanniyakumari,Kanniyakumari North Campus Zone,2026-03-17 18:29:20,3,Prescription Narcotics / Codeine / Alprazolam,14.59,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00400,28,Pudukkottai,Pudukkottai East Campus Zone,2025-09-21 12:43:55,6,Unclassified / Suspicious Substance,42.68,KG,WAREHOUSE_RAID
SEZ-2026-00401,3,Madurai,Madurai East Campus Zone,2024-12-31 09:10:36,6,Unclassified / Suspicious Substance,40.59,VIALS,WAREHOUSE_RAID
SEZ-2026-00402,32,Theni,Theni West Market,2026-08-08 05:04:10,3,Prescription Narcotics / Codeine / Alprazolam,14.15,KG,WAREHOUSE_RAID
SEZ-2026-00403,18,Tiruvallur,Tiruvallur East Industrial Bypass,2026-07-09 23:16:50,1,Commercial Ganja / Cannabis,44.44,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00404,19,Cuddalore,Cuddalore South Industrial Bypass,2025-08-10 17:57:41,4,Chemical Precursors / Ephedrine,28.96,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00405,33,Thiruvarur,Thiruvarur Central Industrial Bypass,2026-02-13 01:15:15,3,Prescription Narcotics / Codeine / Alprazolam,19.68,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00406,24,Nilgiris,Nilgiris South Campus Zone,2026-07-13 10:24:30,6,Unclassified / Suspicious Substance,32.03,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00407,13,Thoothukudi,Thoothukudi South Industrial Bypass,2026-02-15 15:45:23,1,Commercial Ganja / Cannabis,41.08,VIALS,POSTAL_PARCEL_HOLD
SEZ-2026-00408,10,Krishnagiri,Krishnagiri Central Market,2026-05-02 16:37:35,6,Unclassified / Suspicious Substance,24.97,VIALS,POSTAL_PARCEL_HOLD
SEZ-2026-00409,9,Vellore,Vellore South Market,2025-11-18 03:21:58,6,Unclassified / Suspicious Substance,7.78,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00410,31,Virudhunagar,Virudhunagar South Industrial Bypass,2025-05-12 22:41:04,2,Synthetic Stimulants / MDMA / Meth,2.14,VIALS,HIGHWAY_INTERCEPTION
SEZ-2026-00411,25,Karur,Karur West Campus Zone,2024-10-01 17:30:54,5,Opioid Analogues / Brown Sugar / Heroin,39.91,LITRES,WAREHOUSE_RAID
SEZ-2026-00412,2,Coimbatore,Coimbatore South Industrial Bypass,2024-11-16 05:13:18,2,Synthetic Stimulants / MDMA / Meth,1.53,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00413,7,Erode,Erode South Market,2025-12-03 20:03:25,4,Chemical Precursors / Ephedrine,11.16,VIALS,WAREHOUSE_RAID
SEZ-2026-00414,29,Sivaganga,Sivaganga South Campus Zone,2025-02-23 23:45:54,6,Unclassified / Suspicious Substance,23.61,KG,WAREHOUSE_RAID
SEZ-2026-00415,14,Kanniyakumari,Kanniyakumari East Market,2025-12-06 18:55:21,4,Chemical Precursors / Ephedrine,6.03,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00416,34,Nagapattinam,Nagapattinam South Campus Zone,2025-06-08 14:31:50,5,Opioid Analogues / Brown Sugar / Heroin,1.93,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00417,20,Viluppuram,Viluppuram West Campus Zone,2026-03-04 09:22:53,6,Unclassified / Suspicious Substance,4.41,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00418,28,Pudukkottai,Pudukkottai South Campus Zone,2025-09-27 05:30:16,4,Chemical Precursors / Ephedrine,23.43,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00419,11,Dindigul,Dindigul East Market,2025-08-15 03:20:33,1,Commercial Ganja / Cannabis,15.72,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00420,4,Salem,Salem North Market,2026-03-28 14:57:17,5,Opioid Analogues / Brown Sugar / Heroin,16.69,VIALS,POSTAL_PARCEL_HOLD
SEZ-2026-00421,37,Tirupathur,Tirupathur Central Industrial Bypass,2024-11-27 06:20:19,6,Unclassified / Suspicious Substance,31.08,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00422,22,Dharmapuri,Dharmapuri Central Campus Zone,2026-03-10 00:39:28,1,Commercial Ganja / Cannabis,28.92,LITRES,WAREHOUSE_RAID
SEZ-2026-00423,34,Nagapattinam,Nagapattinam South Industrial Bypass,2025-08-12 06:02:52,4,Chemical Precursors / Ephedrine,43.44,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00424,28,Pudukkottai,Pudukkottai West Industrial Bypass,2025-05-06 00:13:00,2,Synthetic Stimulants / MDMA / Meth,19.67,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00425,23,Namakkal,Namakkal North Industrial Bypass,2025-12-23 04:36:47,1,Commercial Ganja / Cannabis,26.60,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00426,12,Thanjavur,Thanjavur South Campus Zone,2025-11-12 06:51:09,5,Opioid Analogues / Brown Sugar / Heroin,8.40,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00427,10,Krishnagiri,Krishnagiri Central Campus Zone,2024-09-26 01:57:52,3,Prescription Narcotics / Codeine / Alprazolam,23.57,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00428,10,Krishnagiri,Krishnagiri North Industrial Bypass,2026-02-15 20:11:32,6,Unclassified / Suspicious Substance,29.97,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00429,37,Tirupathur,Tirupathur South Campus Zone,2026-02-10 01:13:25,1,Commercial Ganja / Cannabis,3.06,VIALS,POSTAL_PARCEL_HOLD
SEZ-2026-00430,30,Ramanathapuram,Ramanathapuram Central Market,2025-03-27 05:21:20,1,Commercial Ganja / Cannabis,14.71,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00431,35,Mayiladuthurai,Mayiladuthurai West Industrial Bypass,2024-10-16 10:22:48,3,Prescription Narcotics / Codeine / Alprazolam,42.73,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00432,7,Erode,Erode Central Campus Zone,2026-04-15 09:33:22,1,Commercial Ganja / Cannabis,38.48,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00433,5,Tiruchirappalli,Tiruchirappalli South Market,2024-11-24 22:39:52,6,Unclassified / Suspicious Substance,8.92,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00434,37,Tirupathur,Tirupathur Central Campus Zone,2025-08-06 14:26:52,1,Commercial Ganja / Cannabis,5.80,VIALS,HIGHWAY_INTERCEPTION
SEZ-2026-00435,26,Ariyalur,Ariyalur East Campus Zone,2025-06-04 09:28:57,3,Prescription Narcotics / Codeine / Alprazolam,33.59,VIALS,HIGHWAY_INTERCEPTION
SEZ-2026-00436,11,Dindigul,Dindigul South Campus Zone,2025-01-14 09:01:19,5,Opioid Analogues / Brown Sugar / Heroin,29.83,VIALS,POSTAL_PARCEL_HOLD
SEZ-2026-00437,5,Tiruchirappalli,Tiruchirappalli South Campus Zone,2024-10-28 23:12:24,5,Opioid Analogues / Brown Sugar / Heroin,28.82,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00438,7,Erode,Erode East Campus Zone,2025-07-31 07:52:17,4,Chemical Precursors / Ephedrine,3.07,VIALS,WAREHOUSE_RAID
SEZ-2026-00439,14,Kanniyakumari,Kanniyakumari North Market,2025-07-12 03:59:11,3,Prescription Narcotics / Codeine / Alprazolam,33.67,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00440,31,Virudhunagar,Virudhunagar Central Market,2025-01-08 04:28:52,6,Unclassified / Suspicious Substance,29.32,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00441,14,Kanniyakumari,Kanniyakumari West Market,2026-05-14 20:31:52,5,Opioid Analogues / Brown Sugar / Heroin,15.80,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00442,25,Karur,Karur West Market,2026-03-05 13:54:45,5,Opioid Analogues / Brown Sugar / Heroin,29.85,LITRES,WAREHOUSE_RAID
SEZ-2026-00443,20,Viluppuram,Viluppuram East Industrial Bypass,2024-11-14 23:01:04,6,Unclassified / Suspicious Substance,27.92,LITRES,WAREHOUSE_RAID
SEZ-2026-00444,16,Kancheepuram,Kancheepuram West Market,2024-09-21 02:55:56,6,Unclassified / Suspicious Substance,27.49,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00445,11,Dindigul,Dindigul Central Market,2026-01-01 06:26:24,1,Commercial Ganja / Cannabis,41.31,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00446,10,Krishnagiri,Krishnagiri West Industrial Bypass,2026-03-24 00:05:33,6,Unclassified / Suspicious Substance,14.22,BLISTER_STRIPS,WAREHOUSE_RAID
