checkpost_report_id,checkpost_name,district_id,district_name,border_corridor,scanned_at,transit_direction,category_id,category_name,volume_band
CHK-2026-00279,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2026-05-10 12:24:51,TRANSIT_CROSS_STATE,1,Commercial Ganja / Cannabis,BAND_B_MEDIUM
CHK-2026-00280,Ennore Port Gate,1,Chennai,Maritime Logistics,2026-07-03 09:03:25,OUTBOUND,3,Prescription Narcotics / Codeine / Alprazolam,BAND_B_MEDIUM
CHK-2026-00281,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-02-11 03:45:25,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00282,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2025-04-29 09:59:00,INBOUND_TO_TN,3,Prescription Narcotics / Codeine / Alprazolam,BAND_C_PARCEL
CHK-2026-00283,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2026-06-02 17:01:41,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00284,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2024-11-15 17:34:30,OUTBOUND,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00285,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2026-04-11 18:43:27,TRANSIT_CROSS_STATE,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00286,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2024-11-11 09:38:54,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_B_MEDIUM
CHK-2026-00287,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2026-03-12 22:26:25,OUTBOUND,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00288,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-05-09 19:39:33,TRANSIT_CROSS_STATE,3,Prescription Narcotics / Codeine / Alprazolam,BAND_A_BULK
CHK-2026-00289,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-02-15 20:55:21,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_A_BULK
CHK-2026-00290,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2026-08-12 11:10:53,INBOUND_TO_TN,2,Synthetic Stimulants / MDMA / Meth,BAND_B_MEDIUM
CHK-2026-00291,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2025-08-13 22:40:30,TRANSIT_CROSS_STATE,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00292,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2026-04-16 03:24:51,OUTBOUND,3,Prescription Narcotics / Codeine / Alprazolam,BAND_B_MEDIUM
CHK-2026-00293,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2025-03-18 19:42:36,TRANSIT_CROSS_STATE,4,Chemical Precursors / Ephedrine,BAND_A_BULK
CHK-2026-00294,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-10-31 10:15:47,OUTBOUND,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00295,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-07-20 04:50:35,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00296,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2024-10-03 09:33:41,INBOUND_TO_TN,4,Chemical Precursors / Ephedrine,BAND_C_PARCEL
CHK-2026-00297,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2026-05-09 08:11:43,TRANSIT_CROSS_STATE,1,Commercial Ganja / Cannabis,BAND_A_BULK
CHK-2026-00298,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2024-12-11 17:53:58,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_A_BULK
CHK-2026-00299,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2025-06-05 08:19:02,INBOUND_TO_TN,6,Unclassified / Suspicious Substance,BAND_C_PARCEL
CHK-2026-00300,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-07-18 07:04:26,OUTBOUND,4,Chemical Precursors / Ephedrine,BAND_A_BULK
CHK-2026-00301,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2026-03-05 02:20:22,TRANSIT_CROSS_STATE,2,Synthetic Stimulants / MDMA / Meth,BAND_A_BULK
CHK-2026-00302,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2026-04-01 08:21:34,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_B_MEDIUM
CHK-2026-00303,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-05-04 20:11:36,OUTBOUND,3,Prescription Narcotics / Codeine / Alprazolam,BAND_A_BULK
CHK-2026-00304,Ennore Port Gate,1,Chennai,Maritime Logistics,2024-12-31 17:08:45,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00305,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2026-06-10 17:07:31,TRANSIT_CROSS_STATE,1,Commercial Ganja / Cannabis,BAND_A_BULK
CHK-2026-00306,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2026-07-31 20:26:40,OUTBOUND,6,Unclassified / Suspicious Substance,BAND_A_BULK
CHK-2026-00307,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2026-06-01 06:11:38,OUTBOUND,5,Opioid Analogues / Brown Sugar / Heroin,BAND_A_BULK
CHK-2026-00308,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2025-08-20 04:21:36,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_B_MEDIUM
CHK-2026-00309,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-05-23 21:42:25,INBOUND_TO_TN,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00310,Ennore Port Gate,1,Chennai,Maritime Logistics,2026-05-30 22:25:32,TRANSIT_CROSS_STATE,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00311,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2026-06-24 20:16:57,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_A_BULK
CHK-2026-00312,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2026-07-30 20:54:03,INBOUND_TO_TN,6,Unclassified / Suspicious Substance,BAND_C_PARCEL
CHK-2026-00313,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-06-11 05:17:17,INBOUND_TO_TN,2,Synthetic Stimulants / MDMA / Meth,BAND_C_PARCEL
CHK-2026-00314,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-09-10 00:56:02,OUTBOUND,4,Chemical Precursors / Ephedrine,BAND_B_MEDIUM
CHK-2026-00315,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-12-12 02:21:36,INBOUND_TO_TN,3,Prescription Narcotics / Codeine / Alprazolam,BAND_A_BULK
CHK-2026-00316,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2026-05-10 23:54:16,OUTBOUND,5,Opioid Analogues / Brown Sugar / Heroin,BAND_B_MEDIUM
CHK-2026-00317,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2026-05-26 19:09:00,TRANSIT_CROSS_STATE,2,Synthetic Stimulants / MDMA / Meth,BAND_C_PARCEL
CHK-2026-00318,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2025-11-29 09:52:33,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_A_BULK
CHK-2026-00319,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2024-10-24 17:23:58,OUTBOUND,2,Synthetic Stimulants / MDMA / Meth,BAND_C_PARCEL
CHK-2026-00320,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2026-06-05 06:43:42,INBOUND_TO_TN,2,Synthetic Stimulants / MDMA / Meth,BAND_A_BULK
CHK-2026-00321,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2026-07-04 08:10:18,OUTBOUND,5,Opioid Analogues / Brown Sugar / Heroin,BAND_A_BULK
CHK-2026-00322,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2026-01-27 17:09:43,TRANSIT_CROSS_STATE,4,Chemical Precursors / Ephedrine,BAND_B_MEDIUM
CHK-2026-00323,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2026-02-21 18:05:59,OUTBOUND,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00324,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2026-05-26 13:35:02,INBOUND_TO_TN,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00325,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-09-20 00:57:39,OUTBOUND,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00326,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-02-03 16:59:19,OUTBOUND,1,Commercial Ganja / Cannabis,BAND_A_BULK
CHK-2026-00327,Ennore Port Gate,1,Chennai,Maritime Logistics,2026-07-26 10:27:03,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_B_MEDIUM
CHK-2026-00328,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2026-04-23 07:13:49,TRANSIT_CROSS_STATE,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00329,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-04-06 15:59:11,OUTBOUND,4,Chemical Precursors / Ephedrine,BAND_B_MEDIUM
CHK-2026-00330,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-07-12 16:59:37,OUTBOUND,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00331,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2024-10-28 10:23:19,TRANSIT_CROSS_STATE,3,Prescription Narcotics / Codeine / Alprazolam,BAND_C_PARCEL
CHK-2026-00332,Ennore Port Gate,1,Chennai,Maritime Logistics,2024-12-23 09:44:37,OUTBOUND,4,Chemical Precursors / Ephedrine,BAND_C_PARCEL
CHK-2026-00333,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2026-01-20 13:13:14,INBOUND_TO_TN,3,Prescription Narcotics / Codeine / Alprazolam,BAND_B_MEDIUM
CHK-2026-00334,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-01-09 15:56:15,OUTBOUND,2,Synthetic Stimulants / MDMA / Meth,BAND_B_MEDIUM
CHK-2026-00335,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-10-04 07:47:29,INBOUND_TO_TN,2,Synthetic Stimulants / MDMA / Meth,BAND_C_PARCEL
CHK-2026-00336,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2026-02-10 01:17:00,OUTBOUND,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00337,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-09-13 17:22:11,TRANSIT_CROSS_STATE,3,Prescription Narcotics / Codeine / Alprazolam,BAND_C_PARCEL
CHK-2026-00338,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2026-04-17 18:53:21,OUTBOUND,2,Synthetic Stimulants / MDMA / Meth,BAND_A_BULK
CHK-2026-00339,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2024-11-16 03:57:31,INBOUND_TO_TN,3,Prescription Narcotics / Codeine / Alprazolam,BAND_A_BULK
CHK-2026-00340,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2025-10-10 02:54:37,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_B_MEDIUM
CHK-2026-00341,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2025-02-25 05:16:08,OUTBOUND,5,Opioid Analogues / Brown Sugar / Heroin,BAND_B_MEDIUM
CHK-2026-00342,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2026-06-06 06:43:44,INBOUND_TO_TN,2,Synthetic Stimulants / MDMA / Meth,BAND_C_PARCEL
CHK-2026-00343,Ennore Port Gate,1,Chennai,Maritime Logistics,2026-07-14 15:37:01,OUTBOUND,3,Prescription Narcotics / Codeine / Alprazolam,BAND_A_BULK
CHK-2026-00344,Ennore Port Gate,1,Chennai,Maritime Logistics,2026-05-08 07:20:31,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_B_MEDIUM
CHK-2026-00345,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-03-14 12:13:20,OUTBOUND,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00346,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2025-03-10 21:11:21,TRANSIT_CROSS_STATE,2,Synthetic Stimulants / MDMA / Meth,BAND_B_MEDIUM
CHK-2026-00347,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2025-11-05 16:02:08,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00348,Ennore Port Gate,1,Chennai,Maritime Logistics,2024-10-27 00:18:28,OUTBOUND,6,Unclassified / Suspicious Substance,BAND_A_BULK
CHK-2026-00349,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-11-06 20:19:29,INBOUND_TO_TN,2,Synthetic Stimulants / MDMA / Meth,BAND_A_BULK
CHK-2026-00350,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2025-02-03 19:30:48,TRANSIT_CROSS_STATE,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00351,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2026-01-21 00:15:08,INBOUND_TO_TN,2,Synthetic Stimulants / MDMA / Meth,BAND_B_MEDIUM
CHK-2026-00352,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2026-05-10 09:18:54,INBOUND_TO_TN,3,Prescription Narcotics / Codeine / Alprazolam,BAND_C_PARCEL
CHK-2026-00353,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2025-01-12 05:50:24,OUTBOUND,5,Opioid Analogues / Brown Sugar / Heroin,BAND_A_BULK
CHK-2026-00354,Ennore Port Gate,1,Chennai,Maritime Logistics,2026-03-10 06:49:21,OUTBOUND,3,Prescription Narcotics / Codeine / Alprazolam,BAND_C_PARCEL
CHK-2026-00355,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2025-12-17 06:51:51,INBOUND_TO_TN,4,Chemical Precursors / Ephedrine,BAND_B_MEDIUM
CHK-2026-00356,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2024-11-09 18:56:34,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_A_BULK
CHK-2026-00357,Ennore Port Gate,1,Chennai,Maritime Logistics,2026-05-08 04:12:36,TRANSIT_CROSS_STATE,2,Synthetic Stimulants / MDMA / Meth,BAND_B_MEDIUM
CHK-2026-00358,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-12-30 14:46:29,TRANSIT_CROSS_STATE,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00359,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2025-03-28 07:52:35,OUTBOUND,3,Prescription Narcotics / Codeine / Alprazolam,BAND_C_PARCEL
CHK-2026-00360,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2026-08-01 18:07:12,OUTBOUND,4,Chemical Precursors / Ephedrine,BAND_A_BULK
CHK-2026-00361,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2025-09-14 08:10:04,TRANSIT_CROSS_STATE,3,Prescription Narcotics / Codeine / Alprazolam,BAND_B_MEDIUM
CHK-2026-00362,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2024-12-20 16:13:00,OUTBOUND,2,Synthetic Stimulants / MDMA / Meth,BAND_C_PARCEL
CHK-2026-00363,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-08-10 21:48:59,OUTBOUND,2,Synthetic Stimulants / MDMA / Meth,BAND_C_PARCEL
CHK-2026-00364,Ennore Port Gate,1,Chennai,Maritime Logistics,2026-05-22 07:08:17,INBOUND_TO_TN,4,Chemical Precursors / Ephedrine,BAND_B_MEDIUM
CHK-2026-00365,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2026-03-12 08:26:20,OUTBOUND,1,Commercial Ganja / Cannabis,BAND_A_BULK
CHK-2026-00366,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2026-04-01 14:01:38,TRANSIT_CROSS_STATE,4,Chemical Precursors / Ephedrine,BAND_B_MEDIUM
CHK-2026-00367,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2026-04-06 16:58:04,TRANSIT_CROSS_STATE,4,Chemical Precursors / Ephedrine,BAND_A_BULK
CHK-2026-00368,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2024-10-27 01:10:29,TRANSIT_CROSS_STATE,3,Prescription Narcotics / Codeine / Alprazolam,BAND_A_BULK
CHK-2026-00369,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2025-05-27 12:54:18,TRANSIT_CROSS_STATE,6,Unclassified / Suspicious Substance,BAND_C_PARCEL
CHK-2026-00370,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2025-05-13 10:34:33,OUTBOUND,3,Prescription Narcotics / Codeine / Alprazolam,BAND_A_BULK
CHK-2026-00371,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-04-10 19:18:13,INBOUND_TO_TN,3,Prescription Narcotics / Codeine / Alprazolam,BAND_A_BULK
CHK-2026-00372,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-11-09 07:19:52,TRANSIT_CROSS_STATE,6,Unclassified / Suspicious Substance,BAND_A_BULK
CHK-2026-00373,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2026-03-20 15:29:37,TRANSIT_CROSS_STATE,1,Commercial Ganja / Cannabis,BAND_B_MEDIUM
CHK-2026-00374,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-12-28 04:22:40,OUTBOUND,1,Commercial Ganja / Cannabis,BAND_A_BULK
CHK-2026-00375,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2026-06-06 21:08:33,INBOUND_TO_TN,3,Prescription Narcotics / Codeine / Alprazolam,BAND_A_BULK
CHK-2026-00376,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-06-13 13:08:42,INBOUND_TO_TN,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00377,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2026-03-31 16:32:27,INBOUND_TO_TN,2,Synthetic Stimulants / MDMA / Meth,BAND_C_PARCEL
CHK-2026-00378,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2025-01-02 09:06:01,INBOUND_TO_TN,6,Unclassified / Suspicious Substance,BAND_C_PARCEL
CHK-2026-00379,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2024-12-16 22:23:53,OUTBOUND,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00380,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-08-12 02:19:37,OUTBOUND,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00381,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-04-03 23:25:47,INBOUND_TO_TN,2,Synthetic Stimulants / MDMA / Meth,BAND_A_BULK
CHK-2026-00382,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2026-03-27 11:56:42,TRANSIT_CROSS_STATE,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00383,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-12-24 17:18:26,OUTBOUND,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00384,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2026-02-11 13:16:16,INBOUND_TO_TN,3,Prescription Narcotics / Codeine / Alprazolam,BAND_C_PARCEL
CHK-2026-00385,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2026-06-11 05:45:19,OUTBOUND,4,Chemical Precursors / Ephedrine,BAND_A_BULK
CHK-2026-00386,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2025-12-15 07:14:24,TRANSIT_CROSS_STATE,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00387,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2026-04-27 05:09:43,TRANSIT_CROSS_STATE,5,Opioid Analogues / Brown Sugar / Heroin,BAND_B_MEDIUM
CHK-2026-00388,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-10-21 18:23:54,INBOUND_TO_TN,2,Synthetic Stimulants / MDMA / Meth,BAND_A_BULK
CHK-2026-00389,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2024-09-23 22:54:25,TRANSIT_CROSS_STATE,1,Commercial Ganja / Cannabis,BAND_A_BULK
CHK-2026-00390,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2025-09-10 09:33:52,INBOUND_TO_TN,4,Chemical Precursors / Ephedrine,BAND_C_PARCEL
CHK-2026-00391,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2026-02-03 15:44:08,INBOUND_TO_TN,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00392,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2026-01-22 17:24:05,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00393,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2025-11-04 23:42:34,OUTBOUND,1,Commercial Ganja / Cannabis,BAND_B_MEDIUM
CHK-2026-00394,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-09-29 19:09:32,TRANSIT_CROSS_STATE,1,Commercial Ganja / Cannabis,BAND_A_BULK
CHK-2026-00395,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-01-05 22:25:32,INBOUND_TO_TN,2,Synthetic Stimulants / MDMA / Meth,BAND_A_BULK
CHK-2026-00396,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2026-01-14 19:10:45,OUTBOUND,4,Chemical Precursors / Ephedrine,BAND_C_PARCEL
CHK-2026-00397,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-06-22 06:21:31,OUTBOUND,5,Opioid Analogues / Brown Sugar / Heroin,BAND_A_BULK
CHK-2026-00398,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2025-09-09 21:21:18,TRANSIT_CROSS_STATE,6,Unclassified / Suspicious Substance,BAND_A_BULK
CHK-2026-00399,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2024-11-18 16:47:06,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00400,Ennore Port Gate,1,Chennai,Maritime Logistics,2026-03-01 21:20:19,INBOUND_TO_TN,2,Synthetic Stimulants / MDMA / Meth,BAND_A_BULK
CHK-2026-00401,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2024-12-14 09:07:02,TRANSIT_CROSS_STATE,3,Prescription Narcotics / Codeine / Alprazolam,BAND_B_MEDIUM
CHK-2026-00402,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-02-15 13:30:22,TRANSIT_CROSS_STATE,4,Chemical Precursors / Ephedrine,BAND_C_PARCEL
CHK-2026-00403,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2026-05-23 11:17:10,OUTBOUND,3,Prescription Narcotics / Codeine / Alprazolam,BAND_B_MEDIUM
CHK-2026-00404,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2026-02-24 07:52:11,TRANSIT_CROSS_STATE,6,Unclassified / Suspicious Substance,BAND_C_PARCEL
CHK-2026-00405,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2024-09-22 03:15:39,OUTBOUND,6,Unclassified / Suspicious Substance,BAND_A_BULK
CHK-2026-00406,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2026-02-16 20:48:32,TRANSIT_CROSS_STATE,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00407,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2026-02-03 18:35:58,OUTBOUND,2,Synthetic Stimulants / MDMA / Meth,BAND_C_PARCEL
CHK-2026-00408,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2024-11-27 01:31:19,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00409,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2025-12-20 20:21:12,OUTBOUND,2,Synthetic Stimulants / MDMA / Meth,BAND_B_MEDIUM
CHK-2026-00410,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-03-16 17:30:37,OUTBOUND,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00411,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-09-23 21:54:02,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00412,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2026-06-04 09:44:37,INBOUND_TO_TN,4,Chemical Precursors / Ephedrine,BAND_B_MEDIUM
CHK-2026-00413,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-11-18 10:05:30,INBOUND_TO_TN,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00414,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2026-04-23 04:25:49,TRANSIT_CROSS_STATE,2,Synthetic Stimulants / MDMA / Meth,BAND_A_BULK
CHK-2026-00415,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2024-10-01 19:37:41,TRANSIT_CROSS_STATE,4,Chemical Precursors / Ephedrine,BAND_C_PARCEL
CHK-2026-00416,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-09-24 08:25:50,INBOUND_TO_TN,6,Unclassified / Suspicious Substance,BAND_C_PARCEL
CHK-2026-00417,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-07-03 23:23:50,OUTBOUND,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00418,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2026-02-05 23:46:02,TRANSIT_CROSS_STATE,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
