complaint_id,district_id,district_name,taluk_id,locality_id,locality_name,category_id,category_name,source_id,source_name,reported_at,description_sanitized,verification_status,is_first_time_signal
CMP-2026-00704,14,Kanniyakumari,68,202,Kanniyakumari East Market,5,Opioid Analogues / Brown Sugar / Heroin,4,State Anti-Drug Helpline 10583,2024-12-26 09:17:01,Observation reported near Kanniyakumari East Market sector in Kanniyakumari.,NEEDS_VERIFICATION,0
CMP-2026-00705,37,Tirupathur,183,547,Tirupathur East Market,3,Prescription Narcotics / Codeine / Alprazolam,2,Police FIR & Seizure Register,2024-11-13 12:14:44,Observation reported near Tirupathur East Market sector in Tirupathur.,NEEDS_VERIFICATION,0
CMP-2026-00706,23,Namakkal,113,337,Namakkal East Market,1,Commercial Ganja / Cannabis,1,Anonymous Citizen Portal,2025-03-05 09:28:28,Observation reported near Namakkal East Market sector in Namakkal.,UNVERIFIED,1
CMP-2026-00707,23,Namakkal,111,332,Namakkal North Campus Zone,2,Synthetic Stimulants / MDMA / Meth,5,Health & Rehab Aggregate Registry,2026-01-04 10:23:18,Observation reported near Namakkal North Campus Zone sector in Namakkal.,NEEDS_VERIFICATION,0
CMP-2026-00708,8,Tiruppur,38,112,Tiruppur East Market,2,Synthetic Stimulants / MDMA / Meth,4,State Anti-Drug Helpline 10583,2024-12-03 19:26:04,Observation reported near Tiruppur East Market sector in Tiruppur.,UNVERIFIED,0
CMP-2026-00709,10,Krishnagiri,46,136,Krishnagiri North Market,3,Prescription Narcotics / Codeine / Alprazolam,2,Police FIR & Seizure Register,2025-08-26 12:48:07,Observation reported near Krishnagiri North Market sector in Krishnagiri.,NEEDS_VERIFICATION,0
CMP-2026-00710,7,Erode,35,103,Erode Central Market,1,Commercial Ganja / Cannabis,2,Police FIR & Seizure Register,2024-12-13 12:43:22,Observation reported near Erode Central Market sector in Erode.,NEEDS_VERIFICATION,0
CMP-2026-00711,22,Dharmapuri,106,317,Dharmapuri North Campus Zone,2,Synthetic Stimulants / MDMA / Meth,2,Police FIR & Seizure Register,2025-01-16 00:26:38,Observation reported near Dharmapuri North Campus Zone sector in Dharmapuri.,NEEDS_VERIFICATION,0
CMP-2026-00712,3,Madurai,12,36,Madurai South Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,3,State Checkpost Telemetry,2026-08-03 20:18:37,Observation reported near Madurai South Industrial Bypass sector in Madurai.,VERIFIED,0
CMP-2026-00713,8,Tiruppur,36,108,Tiruppur North Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,5,Health & Rehab Aggregate Registry,2025-01-28 08:06:52,Observation reported near Tiruppur North Industrial Bypass sector in Tiruppur.,CORROBORATED,0
CMP-2026-00714,5,Tiruchirappalli,23,68,Tiruchirappalli East Campus Zone,4,Chemical Precursors / Ephedrine,1,Anonymous Citizen Portal,2026-04-16 11:56:47,Observation reported near Tiruchirappalli East Campus Zone sector in Tiruchirappalli.,UNVERIFIED,0
CMP-2026-00715,29,Sivaganga,142,424,Sivaganga South Market,5,Opioid Analogues / Brown Sugar / Heroin,5,Health & Rehab Aggregate Registry,2025-05-30 11:41:01,Observation reported near Sivaganga South Market sector in Sivaganga.,NEEDS_VERIFICATION,0
CMP-2026-00716,10,Krishnagiri,48,143,Krishnagiri East Campus Zone,4,Chemical Precursors / Ephedrine,4,State Anti-Drug Helpline 10583,2026-07-12 03:23:40,Observation reported near Krishnagiri East Campus Zone sector in Krishnagiri.,VERIFIED,0
CMP-2026-00717,14,Kanniyakumari,67,199,Kanniyakumari South Market,4,Chemical Precursors / Ephedrine,5,Health & Rehab Aggregate Registry,2025-03-29 03:38:51,Observation reported near Kanniyakumari South Market sector in Kanniyakumari.,CORROBORATED,0
CMP-2026-00718,32,Theni,160,479,Theni Central Campus Zone,4,Chemical Precursors / Ephedrine,4,State Anti-Drug Helpline 10583,2025-02-27 04:44:48,Observation reported near Theni Central Campus Zone sector in Theni.,NEEDS_VERIFICATION,0
CMP-2026-00719,36,Ranipet,179,535,Ranipet West Market,5,Opioid Analogues / Brown Sugar / Heroin,5,Health & Rehab Aggregate Registry,2025-12-28 00:35:00,Observation reported near Ranipet West Market sector in Ranipet.,NEEDS_VERIFICATION,0
CMP-2026-00720,25,Karur,122,365,Karur South Campus Zone,2,Synthetic Stimulants / MDMA / Meth,2,Police FIR & Seizure Register,2026-02-05 07:56:58,Observation reported near Karur South Campus Zone sector in Karur.,CORROBORATED,1
CMP-2026-00721,4,Salem,18,53,Salem East Campus Zone,6,Unclassified / Suspicious Substance,1,Anonymous Citizen Portal,2026-07-21 08:24:21,Observation reported near Salem East Campus Zone sector in Salem.,VERIFIED,0
CMP-2026-00722,7,Erode,34,101,Erode West Campus Zone,4,Chemical Precursors / Ephedrine,5,Health & Rehab Aggregate Registry,2025-07-22 19:19:51,Observation reported near Erode West Campus Zone sector in Erode.,UNVERIFIED,0
CMP-2026-00723,19,Cuddalore,91,271,Cuddalore North Market,2,Synthetic Stimulants / MDMA / Meth,1,Anonymous Citizen Portal,2025-07-28 22:28:27,Observation reported near Cuddalore North Market sector in Cuddalore.,CORROBORATED,0
CMP-2026-00724,3,Madurai,14,41,Madurai West Campus Zone,1,Commercial Ganja / Cannabis,5,Health & Rehab Aggregate Registry,2025-08-18 16:46:03,Observation reported near Madurai West Campus Zone sector in Madurai.,CORROBORATED,0
CMP-2026-00725,3,Madurai,11,33,Madurai North Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,5,Health & Rehab Aggregate Registry,2025-04-16 13:19:28,Observation reported near Madurai North Industrial Bypass sector in Madurai.,VERIFIED,0
CMP-2026-00726,14,Kanniyakumari,69,206,Kanniyakumari West Campus Zone,4,Chemical Precursors / Ephedrine,3,State Checkpost Telemetry,2026-01-20 00:46:23,Observation reported near Kanniyakumari West Campus Zone sector in Kanniyakumari.,NEEDS_VERIFICATION,0
CMP-2026-00727,11,Dindigul,53,157,Dindigul East Market,2,Synthetic Stimulants / MDMA / Meth,5,Health & Rehab Aggregate Registry,2025-08-31 05:50:29,Observation reported near Dindigul East Market sector in Dindigul.,NEEDS_VERIFICATION,0
CMP-2026-00728,3,Madurai,11,32,Madurai North Campus Zone,6,Unclassified / Suspicious Substance,4,State Anti-Drug Helpline 10583,2026-07-13 06:39:00,Observation reported near Madurai North Campus Zone sector in Madurai.,UNVERIFIED,0
CMP-2026-00729,37,Tirupathur,182,544,Tirupathur South Market,4,Chemical Precursors / Ephedrine,2,Police FIR & Seizure Register,2025-02-12 03:17:43,Observation reported near Tirupathur South Market sector in Tirupathur.,NEEDS_VERIFICATION,0
CMP-2026-00730,7,Erode,35,104,Erode Central Campus Zone,4,Chemical Precursors / Ephedrine,5,Health & Rehab Aggregate Registry,2026-06-15 04:36:32,Observation reported near Erode Central Campus Zone sector in Erode.,VERIFIED,0
CMP-2026-00731,14,Kanniyakumari,67,199,Kanniyakumari South Market,4,Chemical Precursors / Ephedrine,4,State Anti-Drug Helpline 10583,2024-10-09 07:09:26,Observation reported near Kanniyakumari South Market sector in Kanniyakumari.,NEEDS_VERIFICATION,0
CMP-2026-00732,8,Tiruppur,37,109,Tiruppur South Market,3,Prescription Narcotics / Codeine / Alprazolam,1,Anonymous Citizen Portal,2026-04-03 14:44:02,Observation reported near Tiruppur South Market sector in Tiruppur.,UNVERIFIED,0
CMP-2026-00733,6,Tirunelveli,26,77,Tirunelveli North Campus Zone,6,Unclassified / Suspicious Substance,1,Anonymous Citizen Portal,2025-09-26 07:38:11,Observation reported near Tirunelveli North Campus Zone sector in Tirunelveli.,NEEDS_VERIFICATION,0
CMP-2026-00734,1,Chennai,5,14,Chennai Central Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,4,State Anti-Drug Helpline 10583,2025-08-02 16:40:28,Observation reported near Chennai Central Campus Zone sector in Chennai.,UNVERIFIED,0
CMP-2026-00735,15,Tenkasi,74,221,Tenkasi West Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,3,State Checkpost Telemetry,2026-05-23 20:42:59,Observation reported near Tenkasi West Campus Zone sector in Tenkasi.,NEEDS_VERIFICATION,0
CMP-2026-00736,26,Ariyalur,129,386,Ariyalur West Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2,Police FIR & Seizure Register,2026-08-09 16:47:45,Observation reported near Ariyalur West Campus Zone sector in Ariyalur.,VERIFIED,0
CMP-2026-00737,11,Dindigul,54,161,Dindigul West Campus Zone,6,Unclassified / Suspicious Substance,2,Police FIR & Seizure Register,2025-12-31 08:59:30,Observation reported near Dindigul West Campus Zone sector in Dindigul.,UNVERIFIED,0
CMP-2026-00738,5,Tiruchirappalli,24,70,Tiruchirappalli West Market,6,Unclassified / Suspicious Substance,2,Police FIR & Seizure Register,2025-03-21 13:30:04,Observation reported near Tiruchirappalli West Market sector in Tiruchirappalli.,UNVERIFIED,0
CMP-2026-00739,10,Krishnagiri,49,145,Krishnagiri West Market,3,Prescription Narcotics / Codeine / Alprazolam,4,State Anti-Drug Helpline 10583,2025-11-04 02:28:12,Observation reported near Krishnagiri West Market sector in Krishnagiri.,UNVERIFIED,0
CMP-2026-00740,17,Chengalpattu,84,252,Chengalpattu West Industrial Bypass,6,Unclassified / Suspicious Substance,5,Health & Rehab Aggregate Registry,2025-03-11 02:41:05,Observation reported near Chengalpattu West Industrial Bypass sector in Chengalpattu.,UNVERIFIED,0
CMP-2026-00741,26,Ariyalur,128,384,Ariyalur East Industrial Bypass,4,Chemical Precursors / Ephedrine,4,State Anti-Drug Helpline 10583,2025-07-08 19:00:39,Observation reported near Ariyalur East Industrial Bypass sector in Ariyalur.,CORROBORATED,0
CMP-2026-00742,7,Erode,32,95,Erode South Campus Zone,4,Chemical Precursors / Ephedrine,5,Health & Rehab Aggregate Registry,2026-04-26 23:04:40,Observation reported near Erode South Campus Zone sector in Erode.,NEEDS_VERIFICATION,0
CMP-2026-00743,35,Mayiladuthurai,175,525,Mayiladuthurai Central Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,3,State Checkpost Telemetry,2026-06-15 19:12:42,Observation reported near Mayiladuthurai Central Industrial Bypass sector in Mayiladuthurai.,UNVERIFIED,0
CMP-2026-00744,37,Tirupathur,184,551,Tirupathur West Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,1,Anonymous Citizen Portal,2024-11-03 15:10:35,Observation reported near Tirupathur West Campus Zone sector in Tirupathur.,CORROBORATED,0
CMP-2026-00745,37,Tirupathur,181,543,Tirupathur North Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,4,State Anti-Drug Helpline 10583,2026-02-22 14:09:06,Observation reported near Tirupathur North Industrial Bypass sector in Tirupathur.,CORROBORATED,0
CMP-2026-00746,23,Namakkal,115,345,Namakkal Central Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2,Police FIR & Seizure Register,2025-04-10 15:11:35,Observation reported near Namakkal Central Industrial Bypass sector in Namakkal.,VERIFIED,0
CMP-2026-00747,33,Thiruvarur,164,491,Thiruvarur West Campus Zone,4,Chemical Precursors / Ephedrine,5,Health & Rehab Aggregate Registry,2025-05-28 13:20:56,Observation reported near Thiruvarur West Campus Zone sector in Thiruvarur.,VERIFIED,0
CMP-2026-00748,8,Tiruppur,36,107,Tiruppur North Campus Zone,4,Chemical Precursors / Ephedrine,4,State Anti-Drug Helpline 10583,2026-05-07 18:01:08,Observation reported near Tiruppur North Campus Zone sector in Tiruppur.,UNVERIFIED,0
CMP-2026-00749,4,Salem,17,51,Salem South Industrial Bypass,4,Chemical Precursors / Ephedrine,1,Anonymous Citizen Portal,2025-02-01 21:12:05,Observation reported near Salem South Industrial Bypass sector in Salem.,NEEDS_VERIFICATION,0
CMP-2026-00750,11,Dindigul,52,154,Dindigul South Market,2,Synthetic Stimulants / MDMA / Meth,3,State Checkpost Telemetry,2025-08-07 05:37:26,Observation reported near Dindigul South Market sector in Dindigul.,CORROBORATED,0
CMP-2026-00751,35,Mayiladuthurai,175,524,Mayiladuthurai Central Campus Zone,6,Unclassified / Suspicious Substance,5,Health & Rehab Aggregate Registry,2026-03-25 18:36:34,Observation reported near Mayiladuthurai Central Campus Zone sector in Mayiladuthurai.,NEEDS_VERIFICATION,0
CMP-2026-00752,31,Virudhunagar,155,465,Virudhunagar Central Industrial Bypass,6,Unclassified / Suspicious Substance,5,Health & Rehab Aggregate Registry,2025-11-16 16:21:55,Observation reported near Virudhunagar Central Industrial Bypass sector in Virudhunagar.,NEEDS_VERIFICATION,0
CMP-2026-00753,20,Viluppuram,98,293,Viluppuram East Campus Zone,1,Commercial Ganja / Cannabis,5,Health & Rehab Aggregate Registry,2025-10-10 08:32:15,Observation reported near Viluppuram East Campus Zone sector in Viluppuram.,CORROBORATED,0
CMP-2026-00754,37,Tirupathur,183,548,Tirupathur East Campus Zone,2,Synthetic Stimulants / MDMA / Meth,1,Anonymous Citizen Portal,2025-06-15 03:53:53,Observation reported near Tirupathur East Campus Zone sector in Tirupathur.,NEEDS_VERIFICATION,0
CMP-2026-00755,21,Kallakurichi,105,314,Kallakurichi Central Campus Zone,4,Chemical Precursors / Ephedrine,5,Health & Rehab Aggregate Registry,2025-12-07 06:30:42,Observation reported near Kallakurichi Central Campus Zone sector in Kallakurichi.,UNVERIFIED,0
CMP-2026-00756,29,Sivaganga,144,431,Sivaganga West Campus Zone,6,Unclassified / Suspicious Substance,4,State Anti-Drug Helpline 10583,2025-09-08 23:32:51,Observation reported near Sivaganga West Campus Zone sector in Sivaganga.,VERIFIED,0
CMP-2026-00757,26,Ariyalur,129,386,Ariyalur West Campus Zone,4,Chemical Precursors / Ephedrine,1,Anonymous Citizen Portal,2025-09-29 10:09:45,Observation reported near Ariyalur West Campus Zone sector in Ariyalur.,NEEDS_VERIFICATION,0
CMP-2026-00758,33,Thiruvarur,162,485,Thiruvarur South Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,4,State Anti-Drug Helpline 10583,2025-07-31 00:42:58,Observation reported near Thiruvarur South Campus Zone sector in Thiruvarur.,NEEDS_VERIFICATION,0
CMP-2026-00759,36,Ranipet,176,527,Ranipet North Campus Zone,4,Chemical Precursors / Ephedrine,2,Police FIR & Seizure Register,2026-04-18 10:00:45,Observation reported near Ranipet North Campus Zone sector in Ranipet.,VERIFIED,0
CMP-2026-00760,24,Nilgiris,120,358,Nilgiris Central Market,6,Unclassified / Suspicious Substance,4,State Anti-Drug Helpline 10583,2026-05-07 20:41:02,Observation reported near Nilgiris Central Market sector in Nilgiris.,NEEDS_VERIFICATION,0
CMP-2026-00761,33,Thiruvarur,162,486,Thiruvarur South Industrial Bypass,1,Commercial Ganja / Cannabis,2,Police FIR & Seizure Register,2026-03-27 10:28:07,Observation reported near Thiruvarur South Industrial Bypass sector in Thiruvarur.,UNVERIFIED,0
CMP-2026-00762,1,Chennai,3,9,Chennai East Industrial Bypass,6,Unclassified / Suspicious Substance,2,Police FIR & Seizure Register,2026-07-25 08:55:29,Observation reported near Chennai East Industrial Bypass sector in Chennai.,UNVERIFIED,0
CMP-2026-00763,31,Virudhunagar,151,453,Virudhunagar North Industrial Bypass,6,Unclassified / Suspicious Substance,5,Health & Rehab Aggregate Registry,2025-03-02 07:45:25,Observation reported near Virudhunagar North Industrial Bypass sector in Virudhunagar.,NEEDS_VERIFICATION,0
CMP-2026-00764,16,Kancheepuram,77,229,Kancheepuram South Market,6,Unclassified / Suspicious Substance,5,Health & Rehab Aggregate Registry,2025-04-07 11:36:36,Observation reported near Kancheepuram South Market sector in Kancheepuram.,NEEDS_VERIFICATION,0
CMP-2026-00765,32,Theni,159,477,Theni West Industrial Bypass,6,Unclassified / Suspicious Substance,3,State Checkpost Telemetry,2026-01-28 23:19:28,Observation reported near Theni West Industrial Bypass sector in Theni.,CORROBORATED,0
CMP-2026-00766,34,Nagapattinam,167,499,Nagapattinam South Market,2,Synthetic Stimulants / MDMA / Meth,2,Police FIR & Seizure Register,2025-03-21 01:17:29,Observation reported near Nagapattinam South Market sector in Nagapattinam.,CORROBORATED,0
CMP-2026-00767,4,Salem,17,49,Salem South Market,1,Commercial Ganja / Cannabis,1,Anonymous Citizen Portal,2026-04-02 07:37:53,Observation reported near Salem South Market sector in Salem.,VERIFIED,0
CMP-2026-00768,33,Thiruvarur,165,494,Thiruvarur Central Campus Zone,2,Synthetic Stimulants / MDMA / Meth,3,State Checkpost Telemetry,2025-06-21 19:58:25,Observation reported near Thiruvarur Central Campus Zone sector in Thiruvarur.,VERIFIED,0
CMP-2026-00769,5,Tiruchirappalli,24,70,Tiruchirappalli West Market,6,Unclassified / Suspicious Substance,3,State Checkpost Telemetry,2026-02-02 16:13:13,Observation reported near Tiruchirappalli West Market sector in Tiruchirappalli.,VERIFIED,0
CMP-2026-00770,10,Krishnagiri,47,140,Krishnagiri South Campus Zone,2,Synthetic Stimulants / MDMA / Meth,5,Health & Rehab Aggregate Registry,2024-09-27 18:14:31,Observation reported near Krishnagiri South Campus Zone sector in Krishnagiri.,UNVERIFIED,0
CMP-2026-00771,35,Mayiladuthurai,171,513,Mayiladuthurai North Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,4,State Anti-Drug Helpline 10583,2025-11-16 10:22:53,Observation reported near Mayiladuthurai North Industrial Bypass sector in Mayiladuthurai.,CORROBORATED,0
CMP-2026-00772,4,Salem,19,57,Salem West Industrial Bypass,4,Chemical Precursors / Ephedrine,4,State Anti-Drug Helpline 10583,2025-05-17 18:17:54,Observation reported near Salem West Industrial Bypass sector in Salem.,UNVERIFIED,0
CMP-2026-00773,13,Thoothukudi,63,187,Thoothukudi East Market,4,Chemical Precursors / Ephedrine,1,Anonymous Citizen Portal,2026-03-18 00:56:56,Observation reported near Thoothukudi East Market sector in Thoothukudi.,VERIFIED,0
CMP-2026-00774,36,Ranipet,179,535,Ranipet West Market,5,Opioid Analogues / Brown Sugar / Heroin,1,Anonymous Citizen Portal,2025-02-27 04:25:01,Observation reported near Ranipet West Market sector in Ranipet.,UNVERIFIED,1
CMP-2026-00775,32,Theni,158,473,Theni East Campus Zone,6,Unclassified / Suspicious Substance,2,Police FIR & Seizure Register,2024-12-27 11:27:34,Observation reported near Theni East Campus Zone sector in Theni.,VERIFIED,0
CMP-2026-00776,28,Pudukkottai,140,419,Pudukkottai Central Campus Zone,6,Unclassified / Suspicious Substance,3,State Checkpost Telemetry,2024-10-01 23:06:54,Observation reported near Pudukkottai Central Campus Zone sector in Pudukkottai.,VERIFIED,0
CMP-2026-00777,13,Thoothukudi,61,182,Thoothukudi North Campus Zone,1,Commercial Ganja / Cannabis,5,Health & Rehab Aggregate Registry,2025-09-21 18:47:36,Observation reported near Thoothukudi North Campus Zone sector in Thoothukudi.,NEEDS_VERIFICATION,1
CMP-2026-00778,5,Tiruchirappalli,25,73,Tiruchirappalli Central Market,3,Prescription Narcotics / Codeine / Alprazolam,4,State Anti-Drug Helpline 10583,2026-02-10 17:12:13,Observation reported near Tiruchirappalli Central Market sector in Tiruchirappalli.,UNVERIFIED,0
CMP-2026-00779,19,Cuddalore,95,285,Cuddalore Central Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,1,Anonymous Citizen Portal,2025-03-17 21:42:04,Observation reported near Cuddalore Central Industrial Bypass sector in Cuddalore.,CORROBORATED,0
CMP-2026-00780,3,Madurai,15,43,Madurai Central Market,5,Opioid Analogues / Brown Sugar / Heroin,1,Anonymous Citizen Portal,2026-03-18 04:28:16,Observation reported near Madurai Central Market sector in Madurai.,NEEDS_VERIFICATION,1
CMP-2026-00781,16,Kancheepuram,78,233,Kancheepuram East Campus Zone,1,Commercial Ganja / Cannabis,4,State Anti-Drug Helpline 10583,2025-05-04 22:13:36,Observation reported near Kancheepuram East Campus Zone sector in Kancheepuram.,NEEDS_VERIFICATION,0
CMP-2026-00782,14,Kanniyakumari,70,209,Kanniyakumari Central Campus Zone,2,Synthetic Stimulants / MDMA / Meth,4,State Anti-Drug Helpline 10583,2025-10-08 20:48:10,Observation reported near Kanniyakumari Central Campus Zone sector in Kanniyakumari.,NEEDS_VERIFICATION,0
CMP-2026-00783,33,Thiruvarur,162,485,Thiruvarur South Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,3,State Checkpost Telemetry,2026-01-08 10:55:55,Observation reported near Thiruvarur South Campus Zone sector in Thiruvarur.,VERIFIED,0
CMP-2026-00784,27,Perambalur,135,404,Perambalur Central Campus Zone,6,Unclassified / Suspicious Substance,3,State Checkpost Telemetry,2025-08-02 08:35:16,Observation reported near Perambalur Central Campus Zone sector in Perambalur.,CORROBORATED,0
CMP-2026-00785,2,Coimbatore,6,16,Coimbatore North Market,1,Commercial Ganja / Cannabis,4,State Anti-Drug Helpline 10583,2026-03-17 02:09:14,Observation reported near Coimbatore North Market sector in Coimbatore.,UNVERIFIED,0
CMP-2026-00786,13,Thoothukudi,62,185,Thoothukudi South Campus Zone,4,Chemical Precursors / Ephedrine,1,Anonymous Citizen Portal,2026-01-29 04:13:12,Observation reported near Thoothukudi South Campus Zone sector in Thoothukudi.,UNVERIFIED,0
CMP-2026-00787,30,Ramanathapuram,147,441,Ramanathapuram South Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,2,Police FIR & Seizure Register,2025-08-21 12:17:35,Observation reported near Ramanathapuram South Industrial Bypass sector in Ramanathapuram.,UNVERIFIED,0
CMP-2026-00788,33,Thiruvarur,161,481,Thiruvarur North Market,1,Commercial Ganja / Cannabis,4,State Anti-Drug Helpline 10583,2025-02-09 16:56:39,Observation reported near Thiruvarur North Market sector in Thiruvarur.,CORROBORATED,0
CMP-2026-00789,4,Salem,16,46,Salem North Market,1,Commercial Ganja / Cannabis,1,Anonymous Citizen Portal,2024-10-20 00:48:53,Observation reported near Salem North Market sector in Salem.,UNVERIFIED,0
CMP-2026-00790,18,Tiruvallur,87,261,Tiruvallur South Industrial Bypass,4,Chemical Precursors / Ephedrine,2,Police FIR & Seizure Register,2024-10-01 03:45:51,Observation reported near Tiruvallur South Industrial Bypass sector in Tiruvallur.,CORROBORATED,0
CMP-2026-00791,9,Vellore,44,130,Vellore West Market,2,Synthetic Stimulants / MDMA / Meth,5,Health & Rehab Aggregate Registry,2025-12-30 12:10:30,Observation reported near Vellore West Market sector in Vellore.,NEEDS_VERIFICATION,0
CMP-2026-00792,10,Krishnagiri,46,136,Krishnagiri North Market,5,Opioid Analogues / Brown Sugar / Heroin,2,Police FIR & Seizure Register,2026-07-25 21:12:12,Observation reported near Krishnagiri North Market sector in Krishnagiri.,CORROBORATED,0
CMP-2026-00793,34,Nagapattinam,168,502,Nagapattinam East Market,4,Chemical Precursors / Ephedrine,5,Health & Rehab Aggregate Registry,2025-04-21 00:59:48,Observation reported near Nagapattinam East Market sector in Nagapattinam.,CORROBORATED,0
CMP-2026-00794,6,Tirunelveli,28,84,Tirunelveli East Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,1,Anonymous Citizen Portal,2026-01-20 03:30:51,Observation reported near Tirunelveli East Industrial Bypass sector in Tirunelveli.,UNVERIFIED,0
CMP-2026-00795,25,Karur,125,374,Karur Central Campus Zone,6,Unclassified / Suspicious Substance,2,Police FIR & Seizure Register,2025-08-24 14:24:06,Observation reported near Karur Central Campus Zone sector in Karur.,CORROBORATED,0
CMP-2026-00796,12,Thanjavur,57,169,Thanjavur South Market,4,Chemical Precursors / Ephedrine,5,Health & Rehab Aggregate Registry,2025-11-30 19:02:07,Observation reported near Thanjavur South Market sector in Thanjavur.,NEEDS_VERIFICATION,0
CMP-2026-00797,34,Nagapattinam,167,500,Nagapattinam South Campus Zone,1,Commercial Ganja / Cannabis,2,Police FIR & Seizure Register,2025-09-23 03:50:20,Observation reported near Nagapattinam South Campus Zone sector in Nagapattinam.,NEEDS_VERIFICATION,0
CMP-2026-00798,14,Kanniyakumari,66,198,Kanniyakumari North Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2,Police FIR & Seizure Register,2025-06-16 10:54:00,Observation reported near Kanniyakumari North Industrial Bypass sector in Kanniyakumari.,NEEDS_VERIFICATION,0
CMP-2026-00799,17,Chengalpattu,82,246,Chengalpattu South Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,3,State Checkpost Telemetry,2026-07-07 23:57:32,Observation reported near Chengalpattu South Industrial Bypass sector in Chengalpattu.,NEEDS_VERIFICATION,0
CMP-2026-00800,36,Ranipet,179,537,Ranipet West Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,5,Health & Rehab Aggregate Registry,2025-05-30 17:34:16,Observation reported near Ranipet West Industrial Bypass sector in Ranipet.,UNVERIFIED,0
CMP-2026-00801,13,Thoothukudi,65,194,Thoothukudi Central Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2,Police FIR & Seizure Register,2024-11-21 07:15:41,Observation reported near Thoothukudi Central Campus Zone sector in Thoothukudi.,UNVERIFIED,0
CMP-2026-00802,32,Theni,156,467,Theni North Campus Zone,2,Synthetic Stimulants / MDMA / Meth,5,Health & Rehab Aggregate Registry,2025-05-14 16:38:43,Observation reported near Theni North Campus Zone sector in Theni.,UNVERIFIED,0
CMP-2026-00803,34,Nagapattinam,170,510,Nagapattinam Central Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,5,Health & Rehab Aggregate Registry,2025-10-24 00:31:37,Observation reported near Nagapattinam Central Industrial Bypass sector in Nagapattinam.,NEEDS_VERIFICATION,0
CMP-2026-00804,35,Mayiladuthurai,172,516,Mayiladuthurai South Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,5,Health & Rehab Aggregate Registry,2025-10-16 14:45:12,Observation reported near Mayiladuthurai South Industrial Bypass sector in Mayiladuthurai.,CORROBORATED,0
CMP-2026-00805,38,Tiruvannamalai,187,561,Tiruvannamalai South Industrial Bypass,6,Unclassified / Suspicious Substance,3,State Checkpost Telemetry,2026-04-28 00:06:43,Observation reported near Tiruvannamalai South Industrial Bypass sector in Tiruvannamalai.,CORROBORATED,0
CMP-2026-00806,15,Tenkasi,75,225,Tenkasi Central Industrial Bypass,1,Commercial Ganja / Cannabis,4,State Anti-Drug Helpline 10583,2025-02-19 16:48:00,Observation reported near Tenkasi Central Industrial Bypass sector in Tenkasi.,CORROBORATED,0
CMP-2026-00807,20,Viluppuram,97,289,Viluppuram South Market,4,Chemical Precursors / Ephedrine,2,Police FIR & Seizure Register,2025-03-20 17:11:22,Observation reported near Viluppuram South Market sector in Viluppuram.,NEEDS_VERIFICATION,0
CMP-2026-00808,5,Tiruchirappalli,21,63,Tiruchirappalli North Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2,Police FIR & Seizure Register,2025-09-21 16:25:59,Observation reported near Tiruchirappalli North Industrial Bypass sector in Tiruchirappalli.,CORROBORATED,0
CMP-2026-00809,11,Dindigul,51,152,Dindigul North Campus Zone,6,Unclassified / Suspicious Substance,1,Anonymous Citizen Portal,2025-05-06 20:41:59,Observation reported near Dindigul North Campus Zone sector in Dindigul.,CORROBORATED,0
CMP-2026-00810,18,Tiruvallur,87,259,Tiruvallur South Market,4,Chemical Precursors / Ephedrine,4,State Anti-Drug Helpline 10583,2026-06-16 12:47:23,Observation reported near Tiruvallur South Market sector in Tiruvallur.,UNVERIFIED,0
CMP-2026-00811,35,Mayiladuthurai,173,519,Mayiladuthurai East Industrial Bypass,6,Unclassified / Suspicious Substance,5,Health & Rehab Aggregate Registry,2025-08-31 09:42:27,Observation reported near Mayiladuthurai East Industrial Bypass sector in Mayiladuthurai.,NEEDS_VERIFICATION,0
CMP-2026-00812,16,Kancheepuram,78,233,Kancheepuram East Campus Zone,6,Unclassified / Suspicious Substance,1,Anonymous Citizen Portal,2026-03-12 05:32:52,Observation reported near Kancheepuram East Campus Zone sector in Kancheepuram.,UNVERIFIED,1
