police_report_id,district_id,district_name,taluk_id,locality_id,station_code,incident_timestamp,operation_type,category_id,category_name,investigation_status
POL-2026-00298,27,Perambalur,135,403,PS-PER-B1,2024-12-30 21:30:42,ROUTINE_BEAT_PATROL,3,Prescription Narcotics / Codeine / Alprazolam,PENDING_INVESTIGATION
POL-2026-00299,20,Viluppuram,97,289,PS-VIL-B3,2025-07-25 20:32:55,SPECIAL_TASK_DRIVE,5,Opioid Analogues / Brown Sugar / Heroin,ACTION_COMPLETED
POL-2026-00300,12,Thanjavur,57,169,PS-THA-B2,2025-12-14 00:26:27,SEARCH_SEIZURE,3,Prescription Narcotics / Codeine / Alprazolam,PENDING_INVESTIGATION
POL-2026-00301,23,Namakkal,112,334,PS-NAM-B2,2025-05-22 04:50:52,CHECKPOST_INTERCEPTION,2,Synthetic Stimulants / MDMA / Meth,CASE_REGISTERED
POL-2026-00302,19,Cuddalore,93,278,PS-CUD-B1,2024-12-28 16:23:05,SEARCH_SEIZURE,4,Chemical Precursors / Ephedrine,CASE_REGISTERED
POL-2026-00303,21,Kallakurichi,104,312,PS-KAL-B3,2025-04-21 21:44:34,SPECIAL_TASK_DRIVE,5,Opioid Analogues / Brown Sugar / Heroin,ACTION_COMPLETED
POL-2026-00304,35,Mayiladuthurai,171,513,PS-MAY-B2,2025-09-03 07:32:25,ROUTINE_BEAT_PATROL,4,Chemical Precursors / Ephedrine,CASE_REGISTERED
POL-2026-00305,28,Pudukkottai,139,417,PS-PUD-B1,2025-02-01 03:07:40,CHECKPOST_INTERCEPTION,5,Opioid Analogues / Brown Sugar / Heroin,CASE_REGISTERED
POL-2026-00306,5,Tiruchirappalli,25,74,PS-TIR-B1,2025-05-18 07:55:48,SEARCH_SEIZURE,3,Prescription Narcotics / Codeine / Alprazolam,ACTION_COMPLETED
POL-2026-00307,15,Tenkasi,71,212,PS-TEN-B3,2024-12-29 12:08:47,CHECKPOST_INTERCEPTION,3,Prescription Narcotics / Codeine / Alprazolam,PENDING_INVESTIGATION
POL-2026-00308,25,Karur,125,375,PS-KAR-B4,2025-07-20 11:37:53,ROUTINE_BEAT_PATROL,2,Synthetic Stimulants / MDMA / Meth,PENDING_INVESTIGATION
POL-2026-00309,36,Ranipet,179,537,PS-RAN-B1,2025-08-28 20:30:28,SPECIAL_TASK_DRIVE,1,Commercial Ganja / Cannabis,PENDING_INVESTIGATION
POL-2026-00310,26,Ariyalur,127,381,PS-ARI-B3,2024-12-30 21:37:25,CHECKPOST_INTERCEPTION,5,Opioid Analogues / Brown Sugar / Heroin,ACTION_COMPLETED
POL-2026-00311,13,Thoothukudi,61,183,PS-THO-B1,2025-07-23 13:44:14,SPECIAL_TASK_DRIVE,2,Synthetic Stimulants / MDMA / Meth,ACTION_COMPLETED
POL-2026-00312,32,Theni,157,471,PS-THE-B3,2026-07-11 09:20:16,CHECKPOST_INTERCEPTION,3,Prescription Narcotics / Codeine / Alprazolam,CASE_REGISTERED
POL-2026-00313,6,Tirunelveli,28,82,PS-TIR-B3,2026-03-29 05:56:23,ROUTINE_BEAT_PATROL,2,Synthetic Stimulants / MDMA / Meth,CASE_REGISTERED
POL-2026-00314,20,Viluppuram,96,286,PS-VIL-B3,2024-10-12 00:03:48,CHECKPOST_INTERCEPTION,6,Unclassified / Suspicious Substance,CASE_REGISTERED
POL-2026-00315,25,Karur,122,366,PS-KAR-B4,2025-02-22 21:18:18,SPECIAL_TASK_DRIVE,4,Chemical Precursors / Ephedrine,CASE_REGISTERED
POL-2026-00316,11,Dindigul,51,151,PS-DIN-B1,2025-12-13 12:40:52,CHECKPOST_INTERCEPTION,5,Opioid Analogues / Brown Sugar / Heroin,CASE_REGISTERED
POL-2026-00317,5,Tiruchirappalli,23,67,PS-TIR-B2,2025-04-30 03:20:08,ROUTINE_BEAT_PATROL,2,Synthetic Stimulants / MDMA / Meth,CASE_REGISTERED
POL-2026-00318,18,Tiruvallur,90,268,PS-TIR-B2,2026-02-15 18:15:56,SPECIAL_TASK_DRIVE,4,Chemical Precursors / Ephedrine,ACTION_COMPLETED
POL-2026-00319,8,Tiruppur,39,115,PS-TIR-B2,2026-01-30 14:11:40,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00320,28,Pudukkottai,136,408,PS-PUD-B3,2025-10-03 13:53:51,SEARCH_SEIZURE,1,Commercial Ganja / Cannabis,CASE_REGISTERED
POL-2026-00321,28,Pudukkottai,137,411,PS-PUD-B2,2025-10-05 16:23:16,CHECKPOST_INTERCEPTION,4,Chemical Precursors / Ephedrine,PENDING_INVESTIGATION
POL-2026-00322,12,Thanjavur,59,177,PS-THA-B2,2026-07-21 09:27:32,ROUTINE_BEAT_PATROL,5,Opioid Analogues / Brown Sugar / Heroin,PENDING_INVESTIGATION
POL-2026-00323,34,Nagapattinam,170,509,PS-NAG-B3,2024-09-30 23:35:42,ROUTINE_BEAT_PATROL,1,Commercial Ganja / Cannabis,PENDING_INVESTIGATION
POL-2026-00324,14,Kanniyakumari,70,210,PS-KAN-B1,2025-07-05 10:23:26,SPECIAL_TASK_DRIVE,3,Prescription Narcotics / Codeine / Alprazolam,CASE_REGISTERED
POL-2026-00325,2,Coimbatore,8,24,PS-COI-B2,2025-05-15 11:52:15,SPECIAL_TASK_DRIVE,5,Opioid Analogues / Brown Sugar / Heroin,ACTION_COMPLETED
POL-2026-00326,11,Dindigul,53,157,PS-DIN-B4,2024-10-18 15:10:57,ROUTINE_BEAT_PATROL,3,Prescription Narcotics / Codeine / Alprazolam,CASE_REGISTERED
POL-2026-00327,33,Thiruvarur,164,491,PS-THI-B4,2025-02-07 10:20:50,ROUTINE_BEAT_PATROL,2,Synthetic Stimulants / MDMA / Meth,PENDING_INVESTIGATION
POL-2026-00328,22,Dharmapuri,107,320,PS-DHA-B2,2026-01-03 21:57:39,SPECIAL_TASK_DRIVE,4,Chemical Precursors / Ephedrine,ACTION_COMPLETED
POL-2026-00329,35,Mayiladuthurai,171,513,PS-MAY-B4,2025-03-02 05:28:18,CHECKPOST_INTERCEPTION,1,Commercial Ganja / Cannabis,ACTION_COMPLETED
POL-2026-00330,14,Kanniyakumari,69,207,PS-KAN-B2,2025-04-16 19:11:51,SPECIAL_TASK_DRIVE,3,Prescription Narcotics / Codeine / Alprazolam,CASE_REGISTERED
POL-2026-00331,28,Pudukkottai,138,413,PS-PUD-B2,2026-04-01 08:43:01,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,CASE_REGISTERED
POL-2026-00332,15,Tenkasi,71,213,PS-TEN-B2,2026-02-11 11:20:25,SEARCH_SEIZURE,3,Prescription Narcotics / Codeine / Alprazolam,PENDING_INVESTIGATION
POL-2026-00333,38,Tiruvannamalai,189,567,PS-TIR-B4,2025-03-24 04:16:29,CHECKPOST_INTERCEPTION,1,Commercial Ganja / Cannabis,CASE_REGISTERED
POL-2026-00334,25,Karur,121,363,PS-KAR-B3,2024-10-27 05:09:29,SPECIAL_TASK_DRIVE,4,Chemical Precursors / Ephedrine,PENDING_INVESTIGATION
POL-2026-00335,22,Dharmapuri,110,329,PS-DHA-B3,2026-02-26 02:36:08,ROUTINE_BEAT_PATROL,3,Prescription Narcotics / Codeine / Alprazolam,ACTION_COMPLETED
POL-2026-00336,32,Theni,159,475,PS-THE-B3,2026-04-21 01:40:24,ROUTINE_BEAT_PATROL,4,Chemical Precursors / Ephedrine,PENDING_INVESTIGATION
POL-2026-00337,24,Nilgiris,120,359,PS-NIL-B2,2024-11-19 19:33:22,SPECIAL_TASK_DRIVE,1,Commercial Ganja / Cannabis,ACTION_COMPLETED
POL-2026-00338,5,Tiruchirappalli,22,64,PS-TIR-B3,2025-04-14 22:31:42,SPECIAL_TASK_DRIVE,1,Commercial Ganja / Cannabis,ACTION_COMPLETED
POL-2026-00339,17,Chengalpattu,81,242,PS-CHE-B1,2025-09-06 06:02:50,SPECIAL_TASK_DRIVE,3,Prescription Narcotics / Codeine / Alprazolam,ACTION_COMPLETED
POL-2026-00340,3,Madurai,13,37,PS-MAD-B4,2026-04-25 23:31:53,CHECKPOST_INTERCEPTION,6,Unclassified / Suspicious Substance,CASE_REGISTERED
POL-2026-00341,37,Tirupathur,182,546,PS-TIR-B4,2025-03-30 08:03:36,SPECIAL_TASK_DRIVE,5,Opioid Analogues / Brown Sugar / Heroin,PENDING_INVESTIGATION
POL-2026-00342,9,Vellore,41,122,PS-VEL-B4,2025-03-09 23:43:43,SEARCH_SEIZURE,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00343,16,Kancheepuram,80,238,PS-KAN-B2,2026-02-13 13:55:21,SEARCH_SEIZURE,1,Commercial Ganja / Cannabis,CASE_REGISTERED
POL-2026-00344,22,Dharmapuri,107,320,PS-DHA-B4,2025-12-01 13:29:14,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00345,29,Sivaganga,145,434,PS-SIV-B4,2025-07-11 02:12:56,SEARCH_SEIZURE,1,Commercial Ganja / Cannabis,PENDING_INVESTIGATION
POL-2026-00346,6,Tirunelveli,26,76,PS-TIR-B1,2026-02-06 17:46:25,SPECIAL_TASK_DRIVE,2,Synthetic Stimulants / MDMA / Meth,PENDING_INVESTIGATION
POL-2026-00347,27,Perambalur,133,397,PS-PER-B1,2026-01-27 17:20:29,SEARCH_SEIZURE,2,Synthetic Stimulants / MDMA / Meth,ACTION_COMPLETED
POL-2026-00348,17,Chengalpattu,83,247,PS-CHE-B1,2024-10-22 21:32:05,CHECKPOST_INTERCEPTION,4,Chemical Precursors / Ephedrine,PENDING_INVESTIGATION
POL-2026-00349,29,Sivaganga,144,431,PS-SIV-B4,2026-05-10 14:02:21,CHECKPOST_INTERCEPTION,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00350,38,Tiruvannamalai,186,556,PS-TIR-B2,2024-12-13 02:21:14,CHECKPOST_INTERCEPTION,2,Synthetic Stimulants / MDMA / Meth,ACTION_COMPLETED
POL-2026-00351,18,Tiruvallur,87,259,PS-TIR-B2,2025-11-18 12:53:15,ROUTINE_BEAT_PATROL,5,Opioid Analogues / Brown Sugar / Heroin,PENDING_INVESTIGATION
POL-2026-00352,20,Viluppuram,100,298,PS-VIL-B4,2025-12-09 10:23:09,ROUTINE_BEAT_PATROL,4,Chemical Precursors / Ephedrine,ACTION_COMPLETED
POL-2026-00353,6,Tirunelveli,27,79,PS-TIR-B1,2026-08-11 12:53:57,SPECIAL_TASK_DRIVE,3,Prescription Narcotics / Codeine / Alprazolam,PENDING_INVESTIGATION
POL-2026-00354,28,Pudukkottai,139,416,PS-PUD-B2,2025-11-18 17:45:42,ROUTINE_BEAT_PATROL,4,Chemical Precursors / Ephedrine,PENDING_INVESTIGATION
POL-2026-00355,37,Tirupathur,184,550,PS-TIR-B3,2025-06-24 00:00:09,SPECIAL_TASK_DRIVE,4,Chemical Precursors / Ephedrine,PENDING_INVESTIGATION
POL-2026-00356,2,Coimbatore,9,27,PS-COI-B1,2026-01-25 21:06:12,ROUTINE_BEAT_PATROL,1,Commercial Ganja / Cannabis,CASE_REGISTERED
POL-2026-00357,34,Nagapattinam,167,499,PS-NAG-B1,2026-02-06 11:49:33,SEARCH_SEIZURE,1,Commercial Ganja / Cannabis,PENDING_INVESTIGATION
POL-2026-00358,7,Erode,31,91,PS-ERO-B1,2025-04-03 17:02:14,SPECIAL_TASK_DRIVE,6,Unclassified / Suspicious Substance,PENDING_INVESTIGATION
POL-2026-00359,29,Sivaganga,144,431,PS-SIV-B2,2026-04-30 21:23:45,SEARCH_SEIZURE,2,Synthetic Stimulants / MDMA / Meth,PENDING_INVESTIGATION
POL-2026-00360,28,Pudukkottai,136,408,PS-PUD-B2,2025-01-07 04:21:15,ROUTINE_BEAT_PATROL,4,Chemical Precursors / Ephedrine,ACTION_COMPLETED
POL-2026-00361,16,Kancheepuram,79,235,PS-KAN-B4,2026-02-08 14:48:24,SPECIAL_TASK_DRIVE,3,Prescription Narcotics / Codeine / Alprazolam,CASE_REGISTERED
POL-2026-00362,3,Madurai,12,36,PS-MAD-B3,2025-10-23 09:31:34,ROUTINE_BEAT_PATROL,5,Opioid Analogues / Brown Sugar / Heroin,CASE_REGISTERED
POL-2026-00363,28,Pudukkottai,138,412,PS-PUD-B1,2026-06-12 02:10:47,SEARCH_SEIZURE,1,Commercial Ganja / Cannabis,ACTION_COMPLETED
POL-2026-00364,19,Cuddalore,94,282,PS-CUD-B3,2025-04-26 22:19:53,CHECKPOST_INTERCEPTION,5,Opioid Analogues / Brown Sugar / Heroin,ACTION_COMPLETED
POL-2026-00365,16,Kancheepuram,76,226,PS-KAN-B4,2026-02-04 12:25:08,CHECKPOST_INTERCEPTION,5,Opioid Analogues / Brown Sugar / Heroin,PENDING_INVESTIGATION
POL-2026-00366,3,Madurai,13,37,PS-MAD-B3,2025-03-18 08:23:03,SEARCH_SEIZURE,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00367,24,Nilgiris,117,351,PS-NIL-B4,2025-05-07 21:05:14,SEARCH_SEIZURE,3,Prescription Narcotics / Codeine / Alprazolam,PENDING_INVESTIGATION
POL-2026-00368,12,Thanjavur,57,170,PS-THA-B4,2026-04-04 22:47:54,SPECIAL_TASK_DRIVE,2,Synthetic Stimulants / MDMA / Meth,ACTION_COMPLETED
POL-2026-00369,21,Kallakurichi,101,301,PS-KAL-B2,2024-11-25 05:28:44,CHECKPOST_INTERCEPTION,6,Unclassified / Suspicious Substance,CASE_REGISTERED
POL-2026-00370,24,Nilgiris,119,356,PS-NIL-B1,2025-02-13 14:06:28,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,CASE_REGISTERED
POL-2026-00371,24,Nilgiris,117,351,PS-NIL-B2,2024-10-30 04:12:54,ROUTINE_BEAT_PATROL,5,Opioid Analogues / Brown Sugar / Heroin,PENDING_INVESTIGATION
POL-2026-00372,34,Nagapattinam,169,507,PS-NAG-B2,2026-06-18 01:21:12,SEARCH_SEIZURE,5,Opioid Analogues / Brown Sugar / Heroin,PENDING_INVESTIGATION
POL-2026-00373,31,Virudhunagar,152,454,PS-VIR-B1,2025-05-19 14:15:50,SPECIAL_TASK_DRIVE,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00374,15,Tenkasi,75,224,PS-TEN-B2,2024-12-09 15:53:55,SEARCH_SEIZURE,5,Opioid Analogues / Brown Sugar / Heroin,CASE_REGISTERED
POL-2026-00375,31,Virudhunagar,151,453,PS-VIR-B4,2025-01-23 21:19:16,ROUTINE_BEAT_PATROL,1,Commercial Ganja / Cannabis,ACTION_COMPLETED
POL-2026-00376,13,Thoothukudi,62,184,PS-THO-B2,2024-10-05 22:29:52,CHECKPOST_INTERCEPTION,1,Commercial Ganja / Cannabis,ACTION_COMPLETED
POL-2026-00377,36,Ranipet,180,538,PS-RAN-B2,2026-04-24 14:45:16,SEARCH_SEIZURE,1,Commercial Ganja / Cannabis,PENDING_INVESTIGATION
POL-2026-00378,3,Madurai,11,32,PS-MAD-B4,2024-09-21 07:15:59,ROUTINE_BEAT_PATROL,3,Prescription Narcotics / Codeine / Alprazolam,ACTION_COMPLETED
POL-2026-00379,30,Ramanathapuram,146,436,PS-RAM-B2,2025-06-09 21:14:32,SEARCH_SEIZURE,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00380,19,Cuddalore,92,275,PS-CUD-B4,2026-03-26 19:35:43,CHECKPOST_INTERCEPTION,3,Prescription Narcotics / Codeine / Alprazolam,CASE_REGISTERED
POL-2026-00381,33,Thiruvarur,165,493,PS-THI-B4,2025-11-19 16:08:59,SPECIAL_TASK_DRIVE,3,Prescription Narcotics / Codeine / Alprazolam,PENDING_INVESTIGATION
POL-2026-00382,30,Ramanathapuram,147,439,PS-RAM-B3,2025-03-19 11:36:24,SEARCH_SEIZURE,5,Opioid Analogues / Brown Sugar / Heroin,CASE_REGISTERED
POL-2026-00383,19,Cuddalore,91,273,PS-CUD-B2,2026-03-04 04:03:36,SPECIAL_TASK_DRIVE,3,Prescription Narcotics / Codeine / Alprazolam,CASE_REGISTERED
POL-2026-00384,30,Ramanathapuram,150,449,PS-RAM-B4,2025-07-12 07:49:35,SPECIAL_TASK_DRIVE,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00385,5,Tiruchirappalli,24,71,PS-TIR-B3,2024-11-05 13:49:17,SPECIAL_TASK_DRIVE,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00386,4,Salem,19,55,PS-SAL-B4,2026-06-01 06:05:39,SEARCH_SEIZURE,5,Opioid Analogues / Brown Sugar / Heroin,ACTION_COMPLETED
POL-2026-00387,15,Tenkasi,75,225,PS-TEN-B4,2026-07-28 23:41:25,ROUTINE_BEAT_PATROL,1,Commercial Ganja / Cannabis,CASE_REGISTERED
POL-2026-00388,27,Perambalur,135,405,PS-PER-B4,2025-11-04 11:05:41,CHECKPOST_INTERCEPTION,3,Prescription Narcotics / Codeine / Alprazolam,CASE_REGISTERED
POL-2026-00389,30,Ramanathapuram,146,437,PS-RAM-B1,2025-12-20 15:29:32,CHECKPOST_INTERCEPTION,4,Chemical Precursors / Ephedrine,CASE_REGISTERED
POL-2026-00390,5,Tiruchirappalli,21,62,PS-TIR-B3,2026-01-08 08:58:27,ROUTINE_BEAT_PATROL,4,Chemical Precursors / Ephedrine,PENDING_INVESTIGATION
POL-2026-00391,6,Tirunelveli,27,79,PS-TIR-B1,2026-04-09 04:57:26,SPECIAL_TASK_DRIVE,5,Opioid Analogues / Brown Sugar / Heroin,PENDING_INVESTIGATION
POL-2026-00392,2,Coimbatore,10,28,PS-COI-B2,2025-05-14 12:36:05,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00393,36,Ranipet,177,531,PS-RAN-B2,2026-02-14 01:19:35,CHECKPOST_INTERCEPTION,6,Unclassified / Suspicious Substance,CASE_REGISTERED
POL-2026-00394,9,Vellore,42,125,PS-VEL-B3,2025-11-16 08:39:02,SPECIAL_TASK_DRIVE,4,Chemical Precursors / Ephedrine,CASE_REGISTERED
POL-2026-00395,2,Coimbatore,6,17,PS-COI-B2,2026-03-31 04:29:49,SEARCH_SEIZURE,5,Opioid Analogues / Brown Sugar / Heroin,PENDING_INVESTIGATION
POL-2026-00396,2,Coimbatore,10,30,PS-COI-B3,2026-06-23 17:52:13,CHECKPOST_INTERCEPTION,5,Opioid Analogues / Brown Sugar / Heroin,PENDING_INVESTIGATION
POL-2026-00397,2,Coimbatore,7,20,PS-COI-B4,2025-09-27 10:32:56,ROUTINE_BEAT_PATROL,1,Commercial Ganja / Cannabis,CASE_REGISTERED
POL-2026-00398,6,Tirunelveli,28,84,PS-TIR-B4,2024-12-19 10:01:09,CHECKPOST_INTERCEPTION,6,Unclassified / Suspicious Substance,CASE_REGISTERED
POL-2026-00399,9,Vellore,42,124,PS-VEL-B2,2026-04-25 00:50:09,SPECIAL_TASK_DRIVE,1,Commercial Ganja / Cannabis,PENDING_INVESTIGATION
POL-2026-00400,11,Dindigul,51,153,PS-DIN-B4,2026-02-06 07:20:55,SPECIAL_TASK_DRIVE,4,Chemical Precursors / Ephedrine,CASE_REGISTERED
POL-2026-00401,15,Tenkasi,73,219,PS-TEN-B4,2025-09-09 19:23:45,SEARCH_SEIZURE,5,Opioid Analogues / Brown Sugar / Heroin,ACTION_COMPLETED
POL-2026-00402,14,Kanniyakumari,68,204,PS-KAN-B3,2026-06-05 10:03:03,CHECKPOST_INTERCEPTION,3,Prescription Narcotics / Codeine / Alprazolam,ACTION_COMPLETED
POL-2026-00403,32,Theni,156,467,PS-THE-B1,2026-06-25 15:36:06,CHECKPOST_INTERCEPTION,4,Chemical Precursors / Ephedrine,ACTION_COMPLETED
POL-2026-00404,31,Virudhunagar,153,458,PS-VIR-B2,2024-11-15 16:03:31,SEARCH_SEIZURE,1,Commercial Ganja / Cannabis,ACTION_COMPLETED
POL-2026-00405,26,Ariyalur,127,379,PS-ARI-B3,2024-12-21 12:43:12,SEARCH_SEIZURE,6,Unclassified / Suspicious Substance,PENDING_INVESTIGATION
POL-2026-00406,25,Karur,124,372,PS-KAR-B4,2026-01-15 10:26:35,SEARCH_SEIZURE,5,Opioid Analogues / Brown Sugar / Heroin,ACTION_COMPLETED
POL-2026-00407,5,Tiruchirappalli,24,72,PS-TIR-B3,2025-08-15 05:25:43,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00408,7,Erode,33,99,PS-ERO-B3,2024-12-08 09:55:59,ROUTINE_BEAT_PATROL,4,Chemical Precursors / Ephedrine,PENDING_INVESTIGATION
POL-2026-00409,31,Virudhunagar,155,464,PS-VIR-B1,2025-08-16 03:33:22,CHECKPOST_INTERCEPTION,1,Commercial Ganja / Cannabis,CASE_REGISTERED
POL-2026-00410,14,Kanniyakumari,68,204,PS-KAN-B1,2026-03-12 10:21:47,SPECIAL_TASK_DRIVE,4,Chemical Precursors / Ephedrine,ACTION_COMPLETED
POL-2026-00411,14,Kanniyakumari,70,208,PS-KAN-B4,2026-03-10 08:48:53,CHECKPOST_INTERCEPTION,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00412,32,Theni,158,474,PS-THE-B3,2024-12-09 02:55:49,CHECKPOST_INTERCEPTION,5,Opioid Analogues / Brown Sugar / Heroin,CASE_REGISTERED
POL-2026-00413,13,Thoothukudi,64,190,PS-THO-B3,2026-06-03 05:23:53,SEARCH_SEIZURE,5,Opioid Analogues / Brown Sugar / Heroin,CASE_REGISTERED
POL-2026-00414,35,Mayiladuthurai,174,520,PS-MAY-B2,2026-08-12 11:45:36,SPECIAL_TASK_DRIVE,2,Synthetic Stimulants / MDMA / Meth,ACTION_COMPLETED
POL-2026-00415,24,Nilgiris,119,356,PS-NIL-B4,2026-08-10 08:32:20,CHECKPOST_INTERCEPTION,4,Chemical Precursors / Ephedrine,PENDING_INVESTIGATION
POL-2026-00416,14,Kanniyakumari,66,198,PS-KAN-B3,2026-07-22 02:59:51,ROUTINE_BEAT_PATROL,5,Opioid Analogues / Brown Sugar / Heroin,PENDING_INVESTIGATION
POL-2026-00417,20,Viluppuram,97,290,PS-VIL-B1,2025-01-05 04:42:25,CHECKPOST_INTERCEPTION,1,Commercial Ganja / Cannabis,CASE_REGISTERED
POL-2026-00418,6,Tirunelveli,28,82,PS-TIR-B2,2026-06-20 03:23:26,SEARCH_SEIZURE,1,Commercial Ganja / Cannabis,CASE_REGISTERED
POL-2026-00419,36,Ranipet,178,532,PS-RAN-B4,2025-01-07 17:48:32,CHECKPOST_INTERCEPTION,4,Chemical Precursors / Ephedrine,CASE_REGISTERED
POL-2026-00420,9,Vellore,43,128,PS-VEL-B3,2025-02-10 20:27:22,SPECIAL_TASK_DRIVE,6,Unclassified / Suspicious Substance,CASE_REGISTERED
POL-2026-00421,21,Kallakurichi,105,314,PS-KAL-B3,2026-03-08 06:22:48,ROUTINE_BEAT_PATROL,2,Synthetic Stimulants / MDMA / Meth,CASE_REGISTERED
POL-2026-00422,25,Karur,121,361,PS-KAR-B2,2024-11-19 05:42:00,SEARCH_SEIZURE,2,Synthetic Stimulants / MDMA / Meth,ACTION_COMPLETED
POL-2026-00423,26,Ariyalur,128,382,PS-ARI-B1,2026-06-24 21:30:02,SEARCH_SEIZURE,2,Synthetic Stimulants / MDMA / Meth,ACTION_COMPLETED
POL-2026-00424,6,Tirunelveli,29,85,PS-TIR-B3,2025-12-15 12:10:16,CHECKPOST_INTERCEPTION,4,Chemical Precursors / Ephedrine,PENDING_INVESTIGATION
POL-2026-00425,36,Ranipet,176,527,PS-RAN-B4,2025-02-17 12:05:06,SPECIAL_TASK_DRIVE,2,Synthetic Stimulants / MDMA / Meth,ACTION_COMPLETED
POL-2026-00426,13,Thoothukudi,62,185,PS-THO-B2,2025-04-17 03:44:23,SEARCH_SEIZURE,1,Commercial Ganja / Cannabis,ACTION_COMPLETED
POL-2026-00427,22,Dharmapuri,106,317,PS-DHA-B4,2025-12-21 07:47:36,SPECIAL_TASK_DRIVE,5,Opioid Analogues / Brown Sugar / Heroin,CASE_REGISTERED
POL-2026-00428,18,Tiruvallur,88,262,PS-TIR-B4,2026-01-16 21:51:37,ROUTINE_BEAT_PATROL,4,Chemical Precursors / Ephedrine,PENDING_INVESTIGATION
POL-2026-00429,35,Mayiladuthurai,172,516,PS-MAY-B4,2026-04-27 15:15:12,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,CASE_REGISTERED
POL-2026-00430,17,Chengalpattu,85,255,PS-CHE-B3,2025-12-09 02:11:19,ROUTINE_BEAT_PATROL,3,Prescription Narcotics / Codeine / Alprazolam,ACTION_COMPLETED
POL-2026-00431,10,Krishnagiri,46,138,PS-KRI-B3,2025-10-03 16:10:37,SEARCH_SEIZURE,1,Commercial Ganja / Cannabis,PENDING_INVESTIGATION
POL-2026-00432,15,Tenkasi,73,218,PS-TEN-B1,2025-11-10 01:03:04,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,PENDING_INVESTIGATION
POL-2026-00433,27,Perambalur,132,394,PS-PER-B4,2025-02-08 05:42:59,CHECKPOST_INTERCEPTION,3,Prescription Narcotics / Codeine / Alprazolam,CASE_REGISTERED
POL-2026-00434,30,Ramanathapuram,146,437,PS-RAM-B1,2025-10-13 04:16:47,SPECIAL_TASK_DRIVE,5,Opioid Analogues / Brown Sugar / Heroin,ACTION_COMPLETED
POL-2026-00435,7,Erode,33,99,PS-ERO-B2,2025-11-23 22:50:01,ROUTINE_BEAT_PATROL,2,Synthetic Stimulants / MDMA / Meth,ACTION_COMPLETED
POL-2026-00436,11,Dindigul,53,158,PS-DIN-B1,2025-03-16 11:08:48,ROUTINE_BEAT_PATROL,5,Opioid Analogues / Brown Sugar / Heroin,ACTION_COMPLETED
POL-2026-00437,30,Ramanathapuram,150,450,PS-RAM-B1,2025-12-24 18:16:37,CHECKPOST_INTERCEPTION,4,Chemical Precursors / Ephedrine,CASE_REGISTERED
POL-2026-00438,29,Sivaganga,142,426,PS-SIV-B4,2026-03-15 09:50:12,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00439,2,Coimbatore,10,28,PS-COI-B4,2025-09-01 10:43:00,SEARCH_SEIZURE,5,Opioid Analogues / Brown Sugar / Heroin,ACTION_COMPLETED
POL-2026-00440,34,Nagapattinam,169,505,PS-NAG-B3,2025-10-31 08:22:54,CHECKPOST_INTERCEPTION,6,Unclassified / Suspicious Substance,PENDING_INVESTIGATION
POL-2026-00441,25,Karur,122,365,PS-KAR-B2,2025-05-12 10:19:57,CHECKPOST_INTERCEPTION,6,Unclassified / Suspicious Substance,PENDING_INVESTIGATION
POL-2026-00442,8,Tiruppur,38,114,PS-TIR-B3,2025-12-11 03:49:47,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00443,33,Thiruvarur,162,484,PS-THI-B1,2025-04-07 18:55:18,SPECIAL_TASK_DRIVE,2,Synthetic Stimulants / MDMA / Meth,ACTION_COMPLETED
POL-2026-00444,29,Sivaganga,141,421,PS-SIV-B3,2026-02-19 16:50:42,ROUTINE_BEAT_PATROL,4,Chemical Precursors / Ephedrine,PENDING_INVESTIGATION
POL-2026-00445,9,Vellore,43,128,PS-VEL-B3,2025-01-19 03:06:36,ROUTINE_BEAT_PATROL,2,Synthetic Stimulants / MDMA / Meth,ACTION_COMPLETED
