citizen_report_id,anonymous_token,district_id,district_name,taluk_id,locality_id,locality_name,category_id,category_name,submitted_at,intake_channel,verification_status,is_first_time_signal
CIT-2026-00625,ANON-TOKEN-CF4062DCE5,8,Tiruppur,38,114,Tiruppur East Industrial Bypass,4,Chemical Precursors / Ephedrine,2025-12-23 12:36:26,BOT,DISMISSED,0
CIT-2026-00626,ANON-TOKEN-049AE243BB,16,Kancheepuram,79,236,Kancheepuram West Campus Zone,1,Commercial Ganja / Cannabis,2025-02-18 09:50:09,BOT,CORROBORATED,0
CIT-2026-00627,ANON-TOKEN-B82A1764DA,26,Ariyalur,128,382,Ariyalur East Market,4,Chemical Precursors / Ephedrine,2025-11-03 19:54:09,TOLL_FREE_IVR,CORROBORATED,0
CIT-2026-00628,ANON-TOKEN-55B459F0A9,21,Kallakurichi,104,311,Kallakurichi West Campus Zone,4,Chemical Precursors / Ephedrine,2026-03-09 22:27:04,WEB_PORTAL,NEEDS_VERIFICATION,0
CIT-2026-00629,ANON-TOKEN-74D83D9145,29,Sivaganga,144,430,Sivaganga West Market,5,Opioid Analogues / Brown Sugar / Heroin,2024-12-28 06:59:57,MOBILE_APP,DISMISSED,0
CIT-2026-00630,ANON-TOKEN-0896796122,6,Tirunelveli,27,80,Tirunelveli South Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2025-08-24 02:12:30,WEB_PORTAL,DISMISSED,0
CIT-2026-00631,ANON-TOKEN-F141BF92D9,30,Ramanathapuram,147,439,Ramanathapuram South Market,4,Chemical Precursors / Ephedrine,2025-11-26 21:45:04,WEB_PORTAL,DISMISSED,0
CIT-2026-00632,ANON-TOKEN-DCAC42678C,28,Pudukkottai,138,413,Pudukkottai East Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2025-10-04 05:43:43,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00633,ANON-TOKEN-AE2AB9B038,12,Thanjavur,58,172,Thanjavur East Market,5,Opioid Analogues / Brown Sugar / Heroin,2025-05-30 23:49:57,BOT,NEEDS_VERIFICATION,0
CIT-2026-00634,ANON-TOKEN-828FFB2446,12,Thanjavur,57,171,Thanjavur South Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,2025-04-11 13:40:05,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00635,ANON-TOKEN-CA936E1810,19,Cuddalore,94,282,Cuddalore West Industrial Bypass,6,Unclassified / Suspicious Substance,2025-11-25 16:15:07,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00636,ANON-TOKEN-DF638593D0,12,Thanjavur,56,167,Thanjavur North Campus Zone,6,Unclassified / Suspicious Substance,2026-04-01 11:59:40,BOT,UNVERIFIED,0
CIT-2026-00637,ANON-TOKEN-8367631A53,19,Cuddalore,95,284,Cuddalore Central Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2025-11-08 18:37:13,TOLL_FREE_IVR,UNVERIFIED,0
CIT-2026-00638,ANON-TOKEN-2056B88F17,28,Pudukkottai,136,408,Pudukkottai North Industrial Bypass,4,Chemical Precursors / Ephedrine,2026-06-06 19:42:51,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00639,ANON-TOKEN-C2BFB326AE,32,Theni,159,477,Theni West Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2025-04-10 21:52:44,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00640,ANON-TOKEN-97AB6AF563,21,Kallakurichi,101,302,Kallakurichi North Campus Zone,1,Commercial Ganja / Cannabis,2026-06-15 13:18:01,TOLL_FREE_IVR,UNVERIFIED,0
CIT-2026-00641,ANON-TOKEN-E6335262DE,26,Ariyalur,128,382,Ariyalur East Market,1,Commercial Ganja / Cannabis,2025-05-22 01:41:13,TOLL_FREE_IVR,UNVERIFIED,0
CIT-2026-00642,ANON-TOKEN-C28FB9AC2E,17,Chengalpattu,84,252,Chengalpattu West Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,2025-12-17 18:51:22,BOT,NEEDS_VERIFICATION,0
CIT-2026-00643,ANON-TOKEN-1EC566BDD0,17,Chengalpattu,84,250,Chengalpattu West Market,6,Unclassified / Suspicious Substance,2026-01-05 11:15:03,BOT,NEEDS_VERIFICATION,0
CIT-2026-00644,ANON-TOKEN-8ECE76C26A,23,Namakkal,114,341,Namakkal West Campus Zone,1,Commercial Ganja / Cannabis,2025-12-02 02:08:31,BOT,DISMISSED,0
CIT-2026-00645,ANON-TOKEN-951C364877,11,Dindigul,51,153,Dindigul North Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2025-03-21 22:47:25,MOBILE_APP,CORROBORATED,1
CIT-2026-00646,ANON-TOKEN-C04515F148,14,Kanniyakumari,66,196,Kanniyakumari North Market,2,Synthetic Stimulants / MDMA / Meth,2026-06-02 20:25:17,WEB_PORTAL,CORROBORATED,0
CIT-2026-00647,ANON-TOKEN-522D7B0F69,24,Nilgiris,120,360,Nilgiris Central Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2026-04-01 09:14:31,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00648,ANON-TOKEN-A4060AEB28,34,Nagapattinam,168,502,Nagapattinam East Market,3,Prescription Narcotics / Codeine / Alprazolam,2025-02-21 22:53:46,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00649,ANON-TOKEN-3463433EFB,3,Madurai,15,45,Madurai Central Industrial Bypass,4,Chemical Precursors / Ephedrine,2026-03-17 04:04:36,BOT,CORROBORATED,0
CIT-2026-00650,ANON-TOKEN-1ECDEB5A18,18,Tiruvallur,89,267,Tiruvallur West Industrial Bypass,1,Commercial Ganja / Cannabis,2025-12-03 08:42:30,MOBILE_APP,NEEDS_VERIFICATION,0
CIT-2026-00651,ANON-TOKEN-131DDA2E03,24,Nilgiris,117,350,Nilgiris South Campus Zone,6,Unclassified / Suspicious Substance,2025-04-30 23:04:07,MOBILE_APP,UNVERIFIED,0
CIT-2026-00652,ANON-TOKEN-D5665C8E0C,32,Theni,159,476,Theni West Campus Zone,2,Synthetic Stimulants / MDMA / Meth,2025-11-07 21:51:58,MOBILE_APP,DISMISSED,0
CIT-2026-00653,ANON-TOKEN-8C10E13ADC,5,Tiruchirappalli,23,68,Tiruchirappalli East Campus Zone,1,Commercial Ganja / Cannabis,2026-01-24 11:32:46,MOBILE_APP,DISMISSED,0
CIT-2026-00654,ANON-TOKEN-5DA5410C29,26,Ariyalur,126,377,Ariyalur North Campus Zone,6,Unclassified / Suspicious Substance,2025-11-15 17:20:20,MOBILE_APP,CORROBORATED,0
CIT-2026-00655,ANON-TOKEN-EC0493BE9F,35,Mayiladuthurai,175,523,Mayiladuthurai Central Market,3,Prescription Narcotics / Codeine / Alprazolam,2026-03-04 15:17:23,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00656,ANON-TOKEN-24BC8B3EED,18,Tiruvallur,86,256,Tiruvallur North Market,6,Unclassified / Suspicious Substance,2024-12-13 15:32:07,WEB_PORTAL,DISMISSED,0
CIT-2026-00657,ANON-TOKEN-5AF401E41C,14,Kanniyakumari,68,202,Kanniyakumari East Market,4,Chemical Precursors / Ephedrine,2024-09-21 04:53:47,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00658,ANON-TOKEN-86AA171A36,13,Thoothukudi,64,192,Thoothukudi West Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,2026-03-07 23:37:07,TOLL_FREE_IVR,CORROBORATED,0
CIT-2026-00659,ANON-TOKEN-2A41F66348,30,Ramanathapuram,149,445,Ramanathapuram West Market,6,Unclassified / Suspicious Substance,2025-04-20 11:45:39,BOT,UNVERIFIED,0
CIT-2026-00660,ANON-TOKEN-692598F0FF,27,Perambalur,134,402,Perambalur West Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,2025-10-19 09:26:31,WEB_PORTAL,DISMISSED,0
CIT-2026-00661,ANON-TOKEN-7A2257C4C8,10,Krishnagiri,48,144,Krishnagiri East Industrial Bypass,4,Chemical Precursors / Ephedrine,2024-10-28 11:13:14,TOLL_FREE_IVR,NEEDS_VERIFICATION,1
CIT-2026-00662,ANON-TOKEN-6733B6D009,26,Ariyalur,126,376,Ariyalur North Market,4,Chemical Precursors / Ephedrine,2025-10-19 01:25:15,BOT,UNVERIFIED,0
CIT-2026-00663,ANON-TOKEN-C9E212C21E,11,Dindigul,52,155,Dindigul South Campus Zone,6,Unclassified / Suspicious Substance,2024-11-11 03:49:26,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00664,ANON-TOKEN-6164FEE0A5,18,Tiruvallur,89,265,Tiruvallur West Market,6,Unclassified / Suspicious Substance,2024-09-20 09:34:32,WEB_PORTAL,NEEDS_VERIFICATION,0
CIT-2026-00665,ANON-TOKEN-4F247130DB,2,Coimbatore,8,24,Coimbatore East Industrial Bypass,6,Unclassified / Suspicious Substance,2024-11-04 18:09:41,MOBILE_APP,CORROBORATED,0
CIT-2026-00666,ANON-TOKEN-4ACC413265,34,Nagapattinam,168,504,Nagapattinam East Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,2025-12-20 00:18:11,BOT,NEEDS_VERIFICATION,0
CIT-2026-00667,ANON-TOKEN-7286D43B25,25,Karur,125,374,Karur Central Campus Zone,6,Unclassified / Suspicious Substance,2026-07-13 04:11:19,BOT,NEEDS_VERIFICATION,0
CIT-2026-00668,ANON-TOKEN-90AE82B6D3,15,Tenkasi,72,216,Tenkasi South Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2025-05-13 19:01:22,BOT,CORROBORATED,0
CIT-2026-00669,ANON-TOKEN-A4F2B894FD,30,Ramanathapuram,150,448,Ramanathapuram Central Market,4,Chemical Precursors / Ephedrine,2024-10-27 06:18:48,TOLL_FREE_IVR,NEEDS_VERIFICATION,0
CIT-2026-00670,ANON-TOKEN-DE9A0B3910,22,Dharmapuri,109,327,Dharmapuri West Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,2026-01-21 01:48:11,WEB_PORTAL,NEEDS_VERIFICATION,0
CIT-2026-00671,ANON-TOKEN-EC64832EFE,10,Krishnagiri,49,146,Krishnagiri West Campus Zone,2,Synthetic Stimulants / MDMA / Meth,2025-05-03 22:57:55,BOT,UNVERIFIED,0
CIT-2026-00672,ANON-TOKEN-972FC2AB06,35,Mayiladuthurai,174,521,Mayiladuthurai West Campus Zone,1,Commercial Ganja / Cannabis,2026-05-21 23:09:58,TOLL_FREE_IVR,CORROBORATED,0
CIT-2026-00673,ANON-TOKEN-33691D2C87,13,Thoothukudi,65,195,Thoothukudi Central Industrial Bypass,6,Unclassified / Suspicious Substance,2026-07-13 04:36:46,WEB_PORTAL,CORROBORATED,1
CIT-2026-00674,ANON-TOKEN-C55C775E48,38,Tiruvannamalai,189,566,Tiruvannamalai West Campus Zone,2,Synthetic Stimulants / MDMA / Meth,2026-02-21 10:26:43,MOBILE_APP,DISMISSED,0
CIT-2026-00675,ANON-TOKEN-69268A22A4,24,Nilgiris,116,348,Nilgiris North Industrial Bypass,1,Commercial Ganja / Cannabis,2025-11-03 12:47:58,BOT,UNVERIFIED,0
CIT-2026-00676,ANON-TOKEN-D6DD261704,19,Cuddalore,93,277,Cuddalore East Market,4,Chemical Precursors / Ephedrine,2025-11-25 11:40:15,MOBILE_APP,CORROBORATED,0
CIT-2026-00677,ANON-TOKEN-19F938868E,6,Tirunelveli,30,90,Tirunelveli Central Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2025-12-07 07:29:09,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00678,ANON-TOKEN-746DF035DB,38,Tiruvannamalai,187,559,Tiruvannamalai South Market,6,Unclassified / Suspicious Substance,2025-11-20 12:48:23,WEB_PORTAL,NEEDS_VERIFICATION,0
CIT-2026-00679,ANON-TOKEN-4162C6D506,22,Dharmapuri,107,321,Dharmapuri South Industrial Bypass,1,Commercial Ganja / Cannabis,2025-06-12 05:25:09,WEB_PORTAL,NEEDS_VERIFICATION,0
CIT-2026-00680,ANON-TOKEN-72A8F00D2D,26,Ariyalur,128,384,Ariyalur East Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,2026-02-13 20:16:11,BOT,DISMISSED,0
CIT-2026-00681,ANON-TOKEN-45B03016C9,23,Namakkal,115,344,Namakkal Central Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2025-06-21 04:58:26,TOLL_FREE_IVR,CORROBORATED,0
CIT-2026-00682,ANON-TOKEN-6C7E6A8F68,20,Viluppuram,97,291,Viluppuram South Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2024-12-10 15:45:29,TOLL_FREE_IVR,CORROBORATED,0
CIT-2026-00683,ANON-TOKEN-5BA0F3D994,6,Tirunelveli,29,85,Tirunelveli West Market,2,Synthetic Stimulants / MDMA / Meth,2026-06-22 19:30:59,BOT,UNVERIFIED,1
CIT-2026-00684,ANON-TOKEN-438E89A17A,1,Chennai,5,14,Chennai Central Campus Zone,2,Synthetic Stimulants / MDMA / Meth,2025-10-08 18:25:27,TOLL_FREE_IVR,NEEDS_VERIFICATION,0
CIT-2026-00685,ANON-TOKEN-A25C104671,3,Madurai,11,33,Madurai North Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,2026-07-25 16:34:10,MOBILE_APP,CORROBORATED,0
CIT-2026-00686,ANON-TOKEN-03EAF2B780,13,Thoothukudi,62,184,Thoothukudi South Market,5,Opioid Analogues / Brown Sugar / Heroin,2024-11-14 15:18:26,MOBILE_APP,DISMISSED,0
CIT-2026-00687,ANON-TOKEN-78A33C41EC,21,Kallakurichi,102,306,Kallakurichi South Industrial Bypass,1,Commercial Ganja / Cannabis,2024-11-27 13:01:23,MOBILE_APP,NEEDS_VERIFICATION,0
CIT-2026-00688,ANON-TOKEN-D2CE0E2763,31,Virudhunagar,152,456,Virudhunagar South Industrial Bypass,6,Unclassified / Suspicious Substance,2026-08-05 22:11:29,MOBILE_APP,CORROBORATED,0
CIT-2026-00689,ANON-TOKEN-AB7A1D946C,29,Sivaganga,141,421,Sivaganga North Market,6,Unclassified / Suspicious Substance,2025-08-15 02:56:30,MOBILE_APP,DISMISSED,0
CIT-2026-00690,ANON-TOKEN-4CCA5BD276,24,Nilgiris,120,360,Nilgiris Central Industrial Bypass,1,Commercial Ganja / Cannabis,2025-07-08 18:43:15,BOT,UNVERIFIED,0
CIT-2026-00691,ANON-TOKEN-C5E1751E9E,32,Theni,157,469,Theni South Market,4,Chemical Precursors / Ephedrine,2026-01-31 10:24:09,TOLL_FREE_IVR,DISMISSED,0
CIT-2026-00692,ANON-TOKEN-F19552B9F4,38,Tiruvannamalai,187,561,Tiruvannamalai South Industrial Bypass,1,Commercial Ganja / Cannabis,2025-09-25 02:54:26,TOLL_FREE_IVR,UNVERIFIED,0
CIT-2026-00693,ANON-TOKEN-46B9076D34,27,Perambalur,135,404,Perambalur Central Campus Zone,4,Chemical Precursors / Ephedrine,2025-07-31 02:13:05,MOBILE_APP,DISMISSED,0
CIT-2026-00694,ANON-TOKEN-44AD88C0F9,6,Tirunelveli,28,82,Tirunelveli East Market,5,Opioid Analogues / Brown Sugar / Heroin,2026-02-28 05:45:37,WEB_PORTAL,CORROBORATED,0
CIT-2026-00695,ANON-TOKEN-BE29A7CBF7,29,Sivaganga,145,434,Sivaganga Central Campus Zone,6,Unclassified / Suspicious Substance,2026-03-07 17:54:23,MOBILE_APP,CORROBORATED,0
CIT-2026-00696,ANON-TOKEN-13A76BA6F8,5,Tiruchirappalli,25,74,Tiruchirappalli Central Campus Zone,4,Chemical Precursors / Ephedrine,2025-10-07 19:23:05,MOBILE_APP,DISMISSED,0
CIT-2026-00697,ANON-TOKEN-8385403810,30,Ramanathapuram,147,441,Ramanathapuram South Industrial Bypass,1,Commercial Ganja / Cannabis,2025-05-27 16:58:58,MOBILE_APP,DISMISSED,0
CIT-2026-00698,ANON-TOKEN-D89FD73027,26,Ariyalur,128,382,Ariyalur East Market,5,Opioid Analogues / Brown Sugar / Heroin,2025-09-05 21:50:45,MOBILE_APP,DISMISSED,0
CIT-2026-00699,ANON-TOKEN-AB67F76077,19,Cuddalore,91,273,Cuddalore North Industrial Bypass,1,Commercial Ganja / Cannabis,2025-01-09 04:03:18,WEB_PORTAL,CORROBORATED,0
CIT-2026-00700,ANON-TOKEN-4690B3D2E1,3,Madurai,15,45,Madurai Central Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2026-04-30 01:19:24,BOT,DISMISSED,0
CIT-2026-00701,ANON-TOKEN-4272A58CD3,29,Sivaganga,145,434,Sivaganga Central Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2024-10-08 14:39:40,MOBILE_APP,DISMISSED,0
CIT-2026-00702,ANON-TOKEN-F82EA8C250,2,Coimbatore,7,19,Coimbatore South Market,2,Synthetic Stimulants / MDMA / Meth,2024-11-17 13:13:54,WEB_PORTAL,NEEDS_VERIFICATION,0
CIT-2026-00703,ANON-TOKEN-9CBAF76F68,35,Mayiladuthurai,172,514,Mayiladuthurai South Market,5,Opioid Analogues / Brown Sugar / Heroin,2024-11-27 20:37:09,TOLL_FREE_IVR,CORROBORATED,0
CIT-2026-00704,ANON-TOKEN-55A3BF4B90,24,Nilgiris,119,357,Nilgiris West Industrial Bypass,6,Unclassified / Suspicious Substance,2025-06-07 08:13:59,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00705,ANON-TOKEN-5DAAFADD9B,15,Tenkasi,74,221,Tenkasi West Campus Zone,6,Unclassified / Suspicious Substance,2025-08-21 17:03:18,BOT,CORROBORATED,0
CIT-2026-00706,ANON-TOKEN-3FC53AD8BB,3,Madurai,13,39,Madurai East Industrial Bypass,6,Unclassified / Suspicious Substance,2025-08-06 16:17:01,TOLL_FREE_IVR,NEEDS_VERIFICATION,0
CIT-2026-00707,ANON-TOKEN-3A73AA6DCF,14,Kanniyakumari,70,209,Kanniyakumari Central Campus Zone,1,Commercial Ganja / Cannabis,2025-06-14 10:59:04,BOT,CORROBORATED,0
CIT-2026-00708,ANON-TOKEN-E6C859D188,22,Dharmapuri,110,328,Dharmapuri Central Market,5,Opioid Analogues / Brown Sugar / Heroin,2025-01-05 18:49:46,BOT,NEEDS_VERIFICATION,0
CIT-2026-00709,ANON-TOKEN-96DE1E0FE4,33,Thiruvarur,165,495,Thiruvarur Central Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2025-10-07 10:21:05,MOBILE_APP,DISMISSED,0
CIT-2026-00710,ANON-TOKEN-F706C88DE1,21,Kallakurichi,103,308,Kallakurichi East Campus Zone,1,Commercial Ganja / Cannabis,2025-09-07 01:53:15,MOBILE_APP,DISMISSED,0
CIT-2026-00711,ANON-TOKEN-7CE49B9539,31,Virudhunagar,155,463,Virudhunagar Central Market,4,Chemical Precursors / Ephedrine,2026-04-19 22:50:35,TOLL_FREE_IVR,UNVERIFIED,0
CIT-2026-00712,ANON-TOKEN-FCB6CC67D5,33,Thiruvarur,163,489,Thiruvarur East Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,2025-05-14 10:42:19,WEB_PORTAL,UNVERIFIED,1
CIT-2026-00713,ANON-TOKEN-F292D2E316,5,Tiruchirappalli,25,75,Tiruchirappalli Central Industrial Bypass,6,Unclassified / Suspicious Substance,2026-04-12 10:36:41,MOBILE_APP,UNVERIFIED,0
CIT-2026-00714,ANON-TOKEN-5C8EFFE863,23,Namakkal,114,341,Namakkal West Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2025-08-13 08:33:03,MOBILE_APP,NEEDS_VERIFICATION,0
CIT-2026-00715,ANON-TOKEN-C6D8DC2D21,25,Karur,125,375,Karur Central Industrial Bypass,1,Commercial Ganja / Cannabis,2025-09-25 17:33:41,WEB_PORTAL,NEEDS_VERIFICATION,1
CIT-2026-00716,ANON-TOKEN-EC92012DAA,25,Karur,121,362,Karur North Campus Zone,6,Unclassified / Suspicious Substance,2025-10-09 18:21:32,MOBILE_APP,NEEDS_VERIFICATION,0
CIT-2026-00717,ANON-TOKEN-98C3F91856,33,Thiruvarur,162,484,Thiruvarur South Market,3,Prescription Narcotics / Codeine / Alprazolam,2026-08-07 04:10:02,TOLL_FREE_IVR,UNVERIFIED,0
CIT-2026-00718,ANON-TOKEN-7515FF6F5E,7,Erode,35,104,Erode Central Campus Zone,4,Chemical Precursors / Ephedrine,2025-11-30 11:10:45,BOT,CORROBORATED,0
CIT-2026-00719,ANON-TOKEN-A94C383F54,2,Coimbatore,9,27,Coimbatore West Industrial Bypass,1,Commercial Ganja / Cannabis,2026-01-02 23:36:46,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00720,ANON-TOKEN-C8CED1199D,38,Tiruvannamalai,188,562,Tiruvannamalai East Market,1,Commercial Ganja / Cannabis,2025-03-29 20:30:42,WEB_PORTAL,NEEDS_VERIFICATION,1
CIT-2026-00721,ANON-TOKEN-D3C88A8CD2,2,Coimbatore,9,26,Coimbatore West Campus Zone,6,Unclassified / Suspicious Substance,2024-10-05 15:12:46,MOBILE_APP,CORROBORATED,0
CIT-2026-00722,ANON-TOKEN-B19A94850B,22,Dharmapuri,110,328,Dharmapuri Central Market,4,Chemical Precursors / Ephedrine,2024-10-20 18:31:37,BOT,DISMISSED,0
CIT-2026-00723,ANON-TOKEN-4AEFF2F8A9,23,Namakkal,115,345,Namakkal Central Industrial Bypass,1,Commercial Ganja / Cannabis,2026-05-27 17:19:36,TOLL_FREE_IVR,UNVERIFIED,0
CIT-2026-00724,ANON-TOKEN-DC5045FE58,9,Vellore,42,126,Vellore South Industrial Bypass,1,Commercial Ganja / Cannabis,2025-07-01 22:50:00,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00725,ANON-TOKEN-C8DE3AE3FE,11,Dindigul,53,157,Dindigul East Market,4,Chemical Precursors / Ephedrine,2025-09-24 02:08:41,TOLL_FREE_IVR,UNVERIFIED,0
CIT-2026-00726,ANON-TOKEN-D415A745AD,3,Madurai,11,32,Madurai North Campus Zone,2,Synthetic Stimulants / MDMA / Meth,2026-03-24 22:35:32,BOT,NEEDS_VERIFICATION,0
CIT-2026-00727,ANON-TOKEN-95C8089523,32,Theni,157,470,Theni South Campus Zone,2,Synthetic Stimulants / MDMA / Meth,2025-01-23 18:21:13,BOT,NEEDS_VERIFICATION,0
CIT-2026-00728,ANON-TOKEN-79EB38A6FF,17,Chengalpattu,84,252,Chengalpattu West Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2026-02-12 07:12:37,BOT,DISMISSED,0
CIT-2026-00729,ANON-TOKEN-963D067993,14,Kanniyakumari,67,200,Kanniyakumari South Campus Zone,4,Chemical Precursors / Ephedrine,2026-07-21 20:36:59,WEB_PORTAL,CORROBORATED,1
CIT-2026-00730,ANON-TOKEN-E925199DA7,13,Thoothukudi,63,188,Thoothukudi East Campus Zone,4,Chemical Precursors / Ephedrine,2024-11-24 16:20:38,WEB_PORTAL,CORROBORATED,0
CIT-2026-00731,ANON-TOKEN-C6B525A367,23,Namakkal,112,334,Namakkal South Market,1,Commercial Ganja / Cannabis,2024-12-18 06:37:39,WEB_PORTAL,CORROBORATED,0
CIT-2026-00732,ANON-TOKEN-1034E93CCA,33,Thiruvarur,164,491,Thiruvarur West Campus Zone,4,Chemical Precursors / Ephedrine,2026-03-25 08:10:13,TOLL_FREE_IVR,DISMISSED,0
CIT-2026-00733,ANON-TOKEN-88EF9D1A8E,19,Cuddalore,92,275,Cuddalore South Campus Zone,1,Commercial Ganja / Cannabis,2026-05-05 16:12:35,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00734,ANON-TOKEN-7A030F6953,3,Madurai,13,38,Madurai East Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2024-09-21 15:11:29,MOBILE_APP,UNVERIFIED,0
CIT-2026-00735,ANON-TOKEN-33C1D3D412,35,Mayiladuthurai,175,523,Mayiladuthurai Central Market,2,Synthetic Stimulants / MDMA / Meth,2025-11-04 03:31:30,WEB_PORTAL,CORROBORATED,0
CIT-2026-00736,ANON-TOKEN-1B62579359,24,Nilgiris,119,357,Nilgiris West Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,2024-10-10 17:00:04,TOLL_FREE_IVR,DISMISSED,0
CIT-2026-00737,ANON-TOKEN-F4B184D089,1,Chennai,4,10,Chennai West Market,6,Unclassified / Suspicious Substance,2024-12-01 19:27:09,MOBILE_APP,CORROBORATED,0
CIT-2026-00738,ANON-TOKEN-E5A4FE73B1,15,Tenkasi,73,219,Tenkasi East Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,2024-11-06 03:39:36,BOT,DISMISSED,0
CIT-2026-00739,ANON-TOKEN-C606CADD06,36,Ranipet,176,526,Ranipet North Market,2,Synthetic Stimulants / MDMA / Meth,2025-03-02 03:20:09,BOT,DISMISSED,0
CIT-2026-00740,ANON-TOKEN-5E6BC656B5,22,Dharmapuri,110,330,Dharmapuri Central Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,2025-09-17 12:49:58,WEB_PORTAL,DISMISSED,0
CIT-2026-00741,ANON-TOKEN-E576F29AD7,23,Namakkal,113,339,Namakkal East Industrial Bypass,4,Chemical Precursors / Ephedrine,2024-10-30 07:19:16,WEB_PORTAL,CORROBORATED,0
CIT-2026-00742,ANON-TOKEN-349F239863,20,Viluppuram,99,296,Viluppuram West Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2026-05-14 22:26:16,MOBILE_APP,UNVERIFIED,0
CIT-2026-00743,ANON-TOKEN-CBBE74D365,21,Kallakurichi,104,312,Kallakurichi West Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,2026-03-12 23:33:52,TOLL_FREE_IVR,CORROBORATED,0
CIT-2026-00744,ANON-TOKEN-68AF868989,1,Chennai,1,1,Chennai North Market,1,Commercial Ganja / Cannabis,2025-05-23 03:42:02,WEB_PORTAL,UNVERIFIED,1
CIT-2026-00745,ANON-TOKEN-93472F11C5,19,Cuddalore,93,278,Cuddalore East Campus Zone,4,Chemical Precursors / Ephedrine,2026-05-22 05:44:14,MOBILE_APP,DISMISSED,0
CIT-2026-00746,ANON-TOKEN-78F94AD366,33,Thiruvarur,164,492,Thiruvarur West Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,2024-12-28 11:39:50,TOLL_FREE_IVR,UNVERIFIED,0
CIT-2026-00747,ANON-TOKEN-086849740A,7,Erode,35,105,Erode Central Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,2025-04-17 03:12:36,BOT,CORROBORATED,0
CIT-2026-00748,ANON-TOKEN-8B5761849C,6,Tirunelveli,26,78,Tirunelveli North Industrial Bypass,4,Chemical Precursors / Ephedrine,2025-07-09 01:21:45,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00749,ANON-TOKEN-F40EA7D408,17,Chengalpattu,83,248,Chengalpattu East Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2025-10-10 12:54:20,MOBILE_APP,UNVERIFIED,0
CIT-2026-00750,ANON-TOKEN-EF994E0904,3,Madurai,14,42,Madurai West Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,2025-09-21 10:34:15,WEB_PORTAL,DISMISSED,0
CIT-2026-00751,ANON-TOKEN-2748063B01,38,Tiruvannamalai,189,565,Tiruvannamalai West Market,5,Opioid Analogues / Brown Sugar / Heroin,2024-09-24 22:32:25,TOLL_FREE_IVR,DISMISSED,0
CIT-2026-00752,ANON-TOKEN-6B805D3B20,24,Nilgiris,120,359,Nilgiris Central Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2025-09-04 18:03:57,MOBILE_APP,DISMISSED,0
