snapshot_id,district_id,district_name,snapshot_date,daily_signals_count,velocity_ratio,risk_level,confidence_score,coverage_status
SNAP-00554,10,Krishnagiri,2023-12-13 20:55:30,22,4.8,HIGH PREVENTIVE ATTENTION,85,GOOD
SNAP-00555,27,Perambalur,2024-06-21 12:51:53,17,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00556,35,Mayiladuthurai,2024-06-22 17:07:52,0,0.6,LOW,58,LIMITED
SNAP-00557,18,Tiruvallur,2025-06-25 05:13:33,22,2.3,INCREASING,80,GOOD
SNAP-00558,14,Kanniyakumari,2024-03-30 10:57:45,22,1.1,WATCH,70,MODERATE
SNAP-00559,3,Madurai,2024-01-26 04:59:28,6,2.1,INCREASING,78,GOOD
SNAP-00560,38,Tiruvannamalai,2024-11-10 22:40:46,9,1.1,WATCH,70,GOOD
SNAP-00561,16,Kancheepuram,2024-05-08 16:07:19,10,1,WATCH,72,GOOD
SNAP-00562,14,Kanniyakumari,2024-01-21 14:07:05,20,1.1,WATCH,70,MODERATE
SNAP-00563,27,Perambalur,2024-12-24 21:00:02,19,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00564,28,Pudukkottai,2025-04-15 00:54:21,14,0.8,LOW,61,MODERATE
SNAP-00565,11,Dindigul,2023-09-04 11:31:11,22,0.9,WATCH,68,MODERATE
SNAP-00566,27,Perambalur,2025-10-14 04:51:30,7,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00567,33,Thiruvarur,2026-03-16 18:42:48,1,0.5,LOW,56,LIMITED
SNAP-00568,35,Mayiladuthurai,2024-05-29 17:58:43,13,0.6,LOW,58,LIMITED
SNAP-00569,13,Thoothukudi,2025-05-03 08:19:06,3,2.5,INCREASING,86,GOOD
SNAP-00570,34,Nagapattinam,2025-08-14 21:09:55,11,1.2,WATCH,68,MODERATE
SNAP-00571,20,Viluppuram,2024-02-29 07:18:19,8,1,WATCH,65,MODERATE
SNAP-00572,18,Tiruvallur,2026-01-14 10:46:52,16,2.3,INCREASING,80,GOOD
SNAP-00573,38,Tiruvannamalai,2025-12-10 10:37:41,1,1.1,WATCH,70,GOOD
SNAP-00574,13,Thoothukudi,2023-10-31 18:44:36,16,2.5,INCREASING,86,GOOD
SNAP-00575,37,Tirupathur,2025-06-08 20:42:06,10,1.2,WATCH,67,MODERATE
SNAP-00576,11,Dindigul,2025-04-21 20:38:14,10,0.9,WATCH,68,MODERATE
SNAP-00577,2,Coimbatore,2024-01-30 13:17:32,20,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00578,27,Perambalur,2025-10-26 01:48:18,6,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00579,2,Coimbatore,2024-04-12 11:36:44,2,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00580,9,Vellore,2026-05-23 15:11:08,24,2.2,INCREASING,76,GOOD
SNAP-00581,32,Theni,2026-01-16 04:32:54,8,1.9,INCREASING,73,MODERATE
SNAP-00582,34,Nagapattinam,2025-03-18 21:50:36,6,1.2,WATCH,68,MODERATE
SNAP-00583,26,Ariyalur,2024-06-29 02:04:49,3,0.3,INSUFFICIENT_DATA,42,LIMITED
SNAP-00584,34,Nagapattinam,2025-03-25 05:37:36,18,1.2,WATCH,68,MODERATE
SNAP-00585,4,Salem,2025-08-14 23:48:39,11,2.4,INCREASING,82,GOOD
SNAP-00586,32,Theni,2024-02-07 10:56:54,22,1.9,INCREASING,73,MODERATE
SNAP-00587,10,Krishnagiri,2025-12-06 09:37:33,14,4.8,HIGH PREVENTIVE ATTENTION,85,GOOD
SNAP-00588,31,Virudhunagar,2025-05-29 08:09:00,6,1,WATCH,69,MODERATE
SNAP-00589,18,Tiruvallur,2026-02-28 00:10:37,15,2.3,INCREASING,80,GOOD
SNAP-00590,31,Virudhunagar,2025-03-30 08:22:02,18,1,WATCH,69,MODERATE
SNAP-00591,2,Coimbatore,2024-05-14 02:28:35,6,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00592,35,Mayiladuthurai,2025-03-30 09:32:57,22,0.6,LOW,58,LIMITED
SNAP-00593,3,Madurai,2025-03-05 01:44:50,5,2.1,INCREASING,78,GOOD
SNAP-00594,4,Salem,2025-08-02 11:22:14,22,2.4,INCREASING,82,GOOD
SNAP-00595,38,Tiruvannamalai,2024-11-29 14:59:33,18,1.1,WATCH,70,GOOD
SNAP-00596,36,Ranipet,2024-06-26 08:50:40,6,1.6,WATCH,72,GOOD
SNAP-00597,17,Chengalpattu,2024-02-14 21:32:18,22,2.1,INCREASING,78,GOOD
SNAP-00598,5,Tiruchirappalli,2025-08-22 13:51:54,10,1.1,WATCH,74,GOOD
SNAP-00599,1,Chennai,2023-10-25 08:02:26,13,3.5,HIGH PREVENTIVE ATTENTION,84,GOOD
SNAP-00600,5,Tiruchirappalli,2024-01-30 13:22:18,1,1.1,WATCH,74,GOOD
SNAP-00601,7,Erode,2024-06-12 19:13:24,9,1.2,WATCH,75,GOOD
SNAP-00602,34,Nagapattinam,2025-03-21 14:02:59,24,1.2,WATCH,68,MODERATE
SNAP-00603,3,Madurai,2026-02-15 21:13:34,3,2.1,INCREASING,78,GOOD
SNAP-00604,2,Coimbatore,2024-03-19 05:26:21,4,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00605,30,Ramanathapuram,2026-03-16 05:28:36,19,1.5,WATCH,71,MODERATE
SNAP-00606,12,Thanjavur,2024-12-27 04:47:40,4,0.7,LOW,64,MODERATE
SNAP-00607,36,Ranipet,2026-07-20 10:45:10,0,1.6,WATCH,72,GOOD
SNAP-00608,29,Sivaganga,2025-04-30 10:54:28,11,0.6,LOW,59,LIMITED
SNAP-00609,31,Virudhunagar,2024-07-06 22:31:31,24,1,WATCH,69,MODERATE
SNAP-00610,27,Perambalur,2025-05-11 08:03:51,16,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00611,28,Pudukkottai,2025-06-02 07:07:44,16,0.8,LOW,61,MODERATE
SNAP-00612,4,Salem,2025-01-16 19:29:28,2,2.4,INCREASING,82,GOOD
SNAP-00613,30,Ramanathapuram,2025-11-27 22:49:24,0,1.5,WATCH,71,MODERATE
SNAP-00614,12,Thanjavur,2025-08-06 03:32:45,3,0.7,LOW,64,MODERATE
SNAP-00615,30,Ramanathapuram,2025-07-01 21:51:13,5,1.5,WATCH,71,MODERATE
SNAP-00616,29,Sivaganga,2026-03-23 17:01:46,18,0.6,LOW,59,LIMITED
SNAP-00617,29,Sivaganga,2025-06-11 11:18:36,3,0.6,LOW,59,LIMITED
SNAP-00618,2,Coimbatore,2025-12-12 10:21:10,18,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00619,33,Thiruvarur,2024-07-24 14:29:11,13,0.5,LOW,56,LIMITED
SNAP-00620,11,Dindigul,2025-08-20 02:20:29,6,0.9,WATCH,68,MODERATE
SNAP-00621,35,Mayiladuthurai,2024-02-05 03:39:22,13,0.6,LOW,58,LIMITED
SNAP-00622,10,Krishnagiri,2024-01-11 09:48:24,9,4.8,HIGH PREVENTIVE ATTENTION,85,GOOD
SNAP-00623,19,Cuddalore,2024-03-05 20:24:15,25,0.8,LOW,62,MODERATE
SNAP-00624,31,Virudhunagar,2026-05-27 02:53:01,10,1,WATCH,69,MODERATE
SNAP-00625,23,Namakkal,2026-07-21 19:39:02,23,0.9,WATCH,68,MODERATE
SNAP-00626,10,Krishnagiri,2026-03-11 17:58:47,9,4.8,HIGH PREVENTIVE ATTENTION,85,GOOD
SNAP-00627,5,Tiruchirappalli,2025-07-13 00:47:50,20,1.1,WATCH,74,GOOD
SNAP-00628,11,Dindigul,2026-04-08 21:03:05,16,0.9,WATCH,68,MODERATE
SNAP-00629,11,Dindigul,2025-10-25 04:00:36,9,0.9,WATCH,68,MODERATE
SNAP-00630,30,Ramanathapuram,2024-08-29 01:08:38,1,1.5,WATCH,71,MODERATE
SNAP-00631,19,Cuddalore,2026-01-29 17:23:17,10,0.8,LOW,62,MODERATE
SNAP-00632,24,Nilgiris,2026-01-31 14:26:09,4,1.8,WATCH,74,MODERATE
SNAP-00633,29,Sivaganga,2025-09-28 16:48:38,4,0.6,LOW,59,LIMITED
SNAP-00634,13,Thoothukudi,2024-12-27 20:43:11,0,2.5,INCREASING,86,GOOD
SNAP-00635,37,Tirupathur,2023-09-02 01:34:52,1,1.2,WATCH,67,MODERATE
SNAP-00636,36,Ranipet,2025-11-23 16:07:49,11,1.6,WATCH,72,GOOD
SNAP-00637,17,Chengalpattu,2026-06-18 10:24:37,14,2.1,INCREASING,78,GOOD
SNAP-00638,34,Nagapattinam,2024-01-03 02:00:17,22,1.2,WATCH,68,MODERATE
SNAP-00639,34,Nagapattinam,2024-06-13 18:47:57,17,1.2,WATCH,68,MODERATE
SNAP-00640,25,Karur,2026-04-14 03:16:07,23,0.7,LOW,60,MODERATE
SNAP-00641,21,Kallakurichi,2025-06-17 17:38:19,1,0.6,LOW,58,LIMITED
SNAP-00642,14,Kanniyakumari,2025-12-05 12:51:49,11,1.1,WATCH,70,MODERATE
SNAP-00643,36,Ranipet,2025-05-23 12:02:23,13,1.6,WATCH,72,GOOD
SNAP-00644,8,Tiruppur,2024-05-31 15:01:24,3,2.8,INCREASING,80,GOOD
SNAP-00645,21,Kallakurichi,2024-08-19 06:19:05,7,0.6,LOW,58,LIMITED
SNAP-00646,13,Thoothukudi,2023-09-02 19:37:20,24,2.5,INCREASING,86,GOOD
SNAP-00647,12,Thanjavur,2026-07-08 15:18:21,20,0.7,LOW,64,MODERATE
SNAP-00648,12,Thanjavur,2026-06-22 16:52:49,23,0.7,LOW,64,MODERATE
SNAP-00649,5,Tiruchirappalli,2024-07-14 12:39:11,23,1.1,WATCH,74,GOOD
SNAP-00650,18,Tiruvallur,2025-12-18 11:38:46,10,2.3,INCREASING,80,GOOD
SNAP-00651,6,Tirunelveli,2024-06-29 10:28:49,9,1,WATCH,72,MODERATE
SNAP-00652,9,Vellore,2023-10-20 21:03:27,12,2.2,INCREASING,76,GOOD
SNAP-00653,33,Thiruvarur,2025-04-02 06:53:00,11,0.5,LOW,56,LIMITED
SNAP-00654,33,Thiruvarur,2025-01-28 15:57:03,13,0.5,LOW,56,LIMITED
SNAP-00655,25,Karur,2025-11-16 07:14:13,5,0.7,LOW,60,MODERATE
SNAP-00656,6,Tirunelveli,2026-03-27 21:48:33,21,1,WATCH,72,MODERATE
SNAP-00657,38,Tiruvannamalai,2026-05-20 11:09:03,24,1.1,WATCH,70,GOOD
SNAP-00658,25,Karur,2025-04-25 19:30:44,25,0.7,LOW,60,MODERATE
SNAP-00659,32,Theni,2026-05-25 07:48:50,9,1.9,INCREASING,73,MODERATE
SNAP-00660,34,Nagapattinam,2024-01-04 19:49:40,21,1.2,WATCH,68,MODERATE
SNAP-00661,2,Coimbatore,2024-10-17 05:02:47,20,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00662,30,Ramanathapuram,2026-07-31 18:25:43,18,1.5,WATCH,71,MODERATE
SNAP-00663,32,Theni,2025-07-09 23:15:46,6,1.9,INCREASING,73,MODERATE
SNAP-00664,35,Mayiladuthurai,2024-02-13 18:16:36,10,0.6,LOW,58,LIMITED
SNAP-00665,16,Kancheepuram,2025-03-17 21:19:09,3,1,WATCH,72,GOOD
SNAP-00666,3,Madurai,2023-12-22 12:35:24,9,2.1,INCREASING,78,GOOD
SNAP-00667,1,Chennai,2023-12-15 02:08:34,18,3.5,HIGH PREVENTIVE ATTENTION,84,GOOD
SNAP-00668,36,Ranipet,2025-10-15 03:49:28,1,1.6,WATCH,72,GOOD
SNAP-00669,38,Tiruvannamalai,2025-03-06 11:23:36,1,1.1,WATCH,70,GOOD
SNAP-00670,37,Tirupathur,2026-05-24 01:51:52,25,1.2,WATCH,67,MODERATE
SNAP-00671,9,Vellore,2025-04-27 06:00:24,15,2.2,INCREASING,76,GOOD
SNAP-00672,20,Viluppuram,2023-11-30 02:52:28,22,1,WATCH,65,MODERATE
SNAP-00673,21,Kallakurichi,2023-09-09 09:56:37,24,0.6,LOW,58,LIMITED
SNAP-00674,17,Chengalpattu,2024-06-18 19:19:44,9,2.1,INCREASING,78,GOOD
SNAP-00675,18,Tiruvallur,2025-08-06 18:23:43,11,2.3,INCREASING,80,GOOD
SNAP-00676,24,Nilgiris,2025-11-10 22:46:34,9,1.8,WATCH,74,MODERATE
SNAP-00677,19,Cuddalore,2024-07-18 19:00:12,15,0.8,LOW,62,MODERATE
SNAP-00678,5,Tiruchirappalli,2023-12-01 12:13:25,24,1.1,WATCH,74,GOOD
SNAP-00679,11,Dindigul,2024-11-09 02:52:44,6,0.9,WATCH,68,MODERATE
SNAP-00680,13,Thoothukudi,2025-12-30 02:11:56,25,2.5,INCREASING,86,GOOD
SNAP-00681,27,Perambalur,2026-08-19 17:27:35,20,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00682,9,Vellore,2025-05-11 21:21:22,4,2.2,INCREASING,76,GOOD
SNAP-00683,34,Nagapattinam,2026-04-17 07:29:33,19,1.2,WATCH,68,MODERATE
SNAP-00684,17,Chengalpattu,2024-12-15 05:31:22,2,2.1,INCREASING,78,GOOD
SNAP-00685,2,Coimbatore,2026-06-20 11:58:53,20,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00686,18,Tiruvallur,2023-10-05 02:55:27,15,2.3,INCREASING,80,GOOD
SNAP-00687,20,Viluppuram,2024-02-08 14:14:18,4,1,WATCH,65,MODERATE
SNAP-00688,37,Tirupathur,2024-06-07 07:37:14,24,1.2,WATCH,67,MODERATE
SNAP-00689,17,Chengalpattu,2026-04-05 06:31:38,14,2.1,INCREASING,78,GOOD
SNAP-00690,1,Chennai,2026-07-28 15:11:20,10,3.5,HIGH PREVENTIVE ATTENTION,84,GOOD
SNAP-00691,23,Namakkal,2024-08-27 08:05:24,21,0.9,WATCH,68,MODERATE
SNAP-00692,1,Chennai,2024-04-13 00:20:34,21,3.5,HIGH PREVENTIVE ATTENTION,84,GOOD
SNAP-00693,34,Nagapattinam,2024-01-10 16:01:25,13,1.2,WATCH,68,MODERATE
SNAP-00694,3,Madurai,2025-11-27 19:49:19,11,2.1,INCREASING,78,GOOD
SNAP-00695,18,Tiruvallur,2024-07-12 14:56:03,2,2.3,INCREASING,80,GOOD
SNAP-00696,28,Pudukkottai,2025-05-18 12:01:55,11,0.8,LOW,61,MODERATE
SNAP-00697,33,Thiruvarur,2024-08-29 15:42:14,23,0.5,LOW,56,LIMITED
SNAP-00698,6,Tirunelveli,2026-01-06 12:42:36,12,1,WATCH,72,MODERATE
SNAP-00699,18,Tiruvallur,2026-06-21 01:15:07,8,2.3,INCREASING,80,GOOD
SNAP-00700,34,Nagapattinam,2025-02-15 20:43:34,17,1.2,WATCH,68,MODERATE
SNAP-00701,8,Tiruppur,2024-12-04 01:18:56,12,2.8,INCREASING,80,GOOD
SNAP-00702,32,Theni,2024-01-16 02:27:06,15,1.9,INCREASING,73,MODERATE
SNAP-00703,32,Theni,2025-07-02 15:07:03,2,1.9,INCREASING,73,MODERATE
SNAP-00704,13,Thoothukudi,2024-03-19 08:25:41,13,2.5,INCREASING,86,GOOD
SNAP-00705,3,Madurai,2025-09-21 15:25:47,0,2.1,INCREASING,78,GOOD
SNAP-00706,24,Nilgiris,2025-07-20 12:49:35,25,1.8,WATCH,74,MODERATE
SNAP-00707,21,Kallakurichi,2024-01-15 14:48:42,9,0.6,LOW,58,LIMITED
SNAP-00708,23,Namakkal,2025-05-13 04:33:29,10,0.9,WATCH,68,MODERATE
SNAP-00709,21,Kallakurichi,2025-09-03 10:04:16,7,0.6,LOW,58,LIMITED
SNAP-00710,2,Coimbatore,2024-06-30 16:48:52,21,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00711,16,Kancheepuram,2023-08-25 03:18:54,6,1,WATCH,72,GOOD
SNAP-00712,35,Mayiladuthurai,2025-11-22 19:33:10,12,0.6,LOW,58,LIMITED
SNAP-00713,38,Tiruvannamalai,2024-01-14 12:12:25,7,1.1,WATCH,70,GOOD
SNAP-00714,7,Erode,2024-06-18 04:47:21,15,1.2,WATCH,75,GOOD
SNAP-00715,21,Kallakurichi,2025-10-28 13:32:03,4,0.6,LOW,58,LIMITED
SNAP-00716,32,Theni,2025-09-14 16:36:56,12,1.9,INCREASING,73,MODERATE
SNAP-00717,35,Mayiladuthurai,2025-03-02 10:19:47,19,0.6,LOW,58,LIMITED
SNAP-00718,19,Cuddalore,2025-04-16 00:36:05,11,0.8,LOW,62,MODERATE
SNAP-00719,25,Karur,2025-12-03 13:07:47,5,0.7,LOW,60,MODERATE
SNAP-00720,26,Ariyalur,2026-02-25 20:51:50,14,0.3,INSUFFICIENT_DATA,42,LIMITED
SNAP-00721,27,Perambalur,2024-05-07 17:47:00,8,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00722,38,Tiruvannamalai,2024-12-13 07:14:48,10,1.1,WATCH,70,GOOD
SNAP-00723,8,Tiruppur,2026-06-22 09:57:27,8,2.8,INCREASING,80,GOOD
SNAP-00724,3,Madurai,2024-07-08 22:08:24,25,2.1,INCREASING,78,GOOD
SNAP-00725,36,Ranipet,2024-04-30 06:18:43,10,1.6,WATCH,72,GOOD
SNAP-00726,25,Karur,2025-10-05 19:07:49,11,0.7,LOW,60,MODERATE
SNAP-00727,13,Thoothukudi,2025-10-23 20:30:46,23,2.5,INCREASING,86,GOOD
SNAP-00728,12,Thanjavur,2026-07-12 06:39:11,9,0.7,LOW,64,MODERATE
SNAP-00729,25,Karur,2025-12-24 07:03:30,17,0.7,LOW,60,MODERATE
SNAP-00730,35,Mayiladuthurai,2026-05-25 12:43:33,8,0.6,LOW,58,LIMITED
SNAP-00731,25,Karur,2024-07-19 10:04:11,5,0.7,LOW,60,MODERATE
SNAP-00732,18,Tiruvallur,2025-11-12 10:38:07,22,2.3,INCREASING,80,GOOD
SNAP-00733,21,Kallakurichi,2026-03-03 21:33:58,4,0.6,LOW,58,LIMITED
SNAP-00734,3,Madurai,2023-08-28 10:22:44,24,2.1,INCREASING,78,GOOD
SNAP-00735,3,Madurai,2025-05-15 23:13:33,16,2.1,INCREASING,78,GOOD
SNAP-00736,6,Tirunelveli,2025-04-08 06:07:50,13,1,WATCH,72,MODERATE
SNAP-00737,25,Karur,2023-12-07 10:05:36,4,0.7,LOW,60,MODERATE
SNAP-00738,19,Cuddalore,2026-01-01 23:11:31,7,0.8,LOW,62,MODERATE
SNAP-00739,32,Theni,2023-10-13 12:40:40,22,1.9,INCREASING,73,MODERATE
SNAP-00740,2,Coimbatore,2025-12-14 09:38:24,0,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00741,14,Kanniyakumari,2023-11-02 22:09:56,22,1.1,WATCH,70,MODERATE
SNAP-00742,16,Kancheepuram,2023-12-09 12:52:45,8,1,WATCH,72,GOOD
SNAP-00743,14,Kanniyakumari,2025-11-17 21:17:57,11,1.1,WATCH,70,MODERATE
SNAP-00744,2,Coimbatore,2024-06-08 19:03:15,15,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00745,24,Nilgiris,2026-06-09 12:28:38,7,1.8,WATCH,74,MODERATE
SNAP-00746,37,Tirupathur,2026-06-20 12:57:45,6,1.2,WATCH,67,MODERATE
SNAP-00747,29,Sivaganga,2024-06-11 11:43:37,0,0.6,LOW,59,LIMITED
SNAP-00748,24,Nilgiris,2026-03-27 16:39:02,10,1.8,WATCH,74,MODERATE
SNAP-00749,13,Thoothukudi,2026-03-27 19:46:38,19,2.5,INCREASING,86,GOOD
SNAP-00750,17,Chengalpattu,2026-01-29 02:33:04,5,2.1,INCREASING,78,GOOD
SNAP-00751,28,Pudukkottai,2025-01-22 18:01:41,10,0.8,LOW,61,MODERATE
SNAP-00752,35,Mayiladuthurai,2024-04-15 11:38:31,20,0.6,LOW,58,LIMITED
SNAP-00753,2,Coimbatore,2024-05-30 14:27:20,19,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00754,16,Kancheepuram,2024-03-24 23:36:24,0,1,WATCH,72,GOOD
SNAP-00755,16,Kancheepuram,2025-11-15 03:52:34,18,1,WATCH,72,GOOD
SNAP-00756,33,Thiruvarur,2025-10-26 09:43:45,8,0.5,LOW,56,LIMITED
SNAP-00757,29,Sivaganga,2024-09-07 19:42:37,24,0.6,LOW,59,LIMITED
SNAP-00758,28,Pudukkottai,2025-01-08 03:10:01,22,0.8,LOW,61,MODERATE
SNAP-00759,24,Nilgiris,2026-08-04 18:37:56,1,1.8,WATCH,74,MODERATE
SNAP-00760,29,Sivaganga,2026-06-19 04:34:02,7,0.6,LOW,59,LIMITED
SNAP-00761,6,Tirunelveli,2024-07-27 09:16:09,11,1,WATCH,72,MODERATE
SNAP-00762,29,Sivaganga,2026-02-24 04:32:38,20,0.6,LOW,59,LIMITED
SNAP-00763,22,Dharmapuri,2024-10-18 22:35:12,6,1.4,WATCH,66,MODERATE
SNAP-00764,21,Kallakurichi,2026-01-22 21:41:27,14,0.6,LOW,58,LIMITED
SNAP-00765,24,Nilgiris,2023-10-01 11:44:42,15,1.8,WATCH,74,MODERATE
SNAP-00766,23,Namakkal,2024-08-09 11:13:56,15,0.9,WATCH,68,MODERATE
SNAP-00767,33,Thiruvarur,2024-10-19 21:26:08,0,0.5,LOW,56,LIMITED
SNAP-00768,17,Chengalpattu,2025-11-23 07:02:19,15,2.1,INCREASING,78,GOOD
SNAP-00769,38,Tiruvannamalai,2024-03-01 04:38:51,3,1.1,WATCH,70,GOOD
SNAP-00770,27,Perambalur,2024-11-27 17:43:09,2,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00771,29,Sivaganga,2026-08-19 19:09:48,23,0.6,LOW,59,LIMITED
SNAP-00772,36,Ranipet,2025-05-29 04:15:43,14,1.6,WATCH,72,GOOD
SNAP-00773,7,Erode,2026-01-25 00:33:49,4,1.2,WATCH,75,GOOD
SNAP-00774,9,Vellore,2025-05-30 23:32:38,6,2.2,INCREASING,76,GOOD
SNAP-00775,36,Ranipet,2025-12-24 14:57:21,16,1.6,WATCH,72,GOOD
SNAP-00776,1,Chennai,2024-04-09 00:42:33,3,3.5,HIGH PREVENTIVE ATTENTION,84,GOOD
SNAP-00777,22,Dharmapuri,2023-10-04 11:01:03,7,1.4,WATCH,66,MODERATE
SNAP-00778,25,Karur,2026-05-21 20:42:47,6,0.7,LOW,60,MODERATE
SNAP-00779,1,Chennai,2023-12-20 18:04:18,8,3.5,HIGH PREVENTIVE ATTENTION,84,GOOD
SNAP-00780,21,Kallakurichi,2025-01-13 12:02:42,21,0.6,LOW,58,LIMITED
SNAP-00781,35,Mayiladuthurai,2024-02-06 13:41:00,10,0.6,LOW,58,LIMITED
SNAP-00782,12,Thanjavur,2023-09-12 08:36:36,18,0.7,LOW,64,MODERATE
SNAP-00783,32,Theni,2025-09-29 16:58:32,13,1.9,INCREASING,73,MODERATE
SNAP-00784,2,Coimbatore,2024-09-02 00:55:55,13,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00785,33,Thiruvarur,2026-03-02 06:03:12,21,0.5,LOW,56,LIMITED
SNAP-00786,9,Vellore,2024-04-07 19:50:37,25,2.2,INCREASING,76,GOOD
SNAP-00787,25,Karur,2025-08-19 02:45:23,16,0.7,LOW,60,MODERATE
SNAP-00788,10,Krishnagiri,2026-06-11 03:29:06,21,4.8,HIGH PREVENTIVE ATTENTION,85,GOOD
SNAP-00789,10,Krishnagiri,2024-08-03 06:28:40,1,4.8,HIGH PREVENTIVE ATTENTION,85,GOOD
SNAP-00790,18,Tiruvallur,2024-10-09 07:50:53,3,2.3,INCREASING,80,GOOD
SNAP-00791,14,Kanniyakumari,2024-10-19 16:27:55,25,1.1,WATCH,70,MODERATE
SNAP-00792,13,Thoothukudi,2024-02-01 04:37:10,25,2.5,INCREASING,86,GOOD
SNAP-00793,15,Tenkasi,2026-08-04 13:32:19,18,2.3,WATCH,68,LIMITED
SNAP-00794,30,Ramanathapuram,2025-09-28 14:26:45,9,1.5,WATCH,71,MODERATE
SNAP-00795,15,Tenkasi,2024-10-22 12:22:00,18,2.3,WATCH,68,LIMITED
SNAP-00796,16,Kancheepuram,2024-02-07 08:32:25,2,1,WATCH,72,GOOD
SNAP-00797,19,Cuddalore,2024-01-06 10:54:15,15,0.8,LOW,62,MODERATE
SNAP-00798,21,Kallakurichi,2024-08-31 03:51:33,1,0.6,LOW,58,LIMITED
SNAP-00799,23,Namakkal,2023-10-16 18:54:50,7,0.9,WATCH,68,MODERATE
SNAP-00800,30,Ramanathapuram,2025-06-01 03:25:40,8,1.5,WATCH,71,MODERATE
SNAP-00801,30,Ramanathapuram,2025-03-05 11:40:40,25,1.5,WATCH,71,MODERATE
SNAP-00802,14,Kanniyakumari,2026-08-15 03:47:47,16,1.1,WATCH,70,MODERATE
SNAP-00803,38,Tiruvannamalai,2024-10-12 11:10:25,19,1.1,WATCH,70,GOOD
SNAP-00804,35,Mayiladuthurai,2026-04-07 02:19:04,24,0.6,LOW,58,LIMITED
SNAP-00805,29,Sivaganga,2025-07-19 20:52:31,1,0.6,LOW,59,LIMITED
SNAP-00806,10,Krishnagiri,2026-05-04 05:51:57,19,4.8,HIGH PREVENTIVE ATTENTION,85,GOOD
SNAP-00807,32,Theni,2025-04-01 20:12:45,1,1.9,INCREASING,73,MODERATE
SNAP-00808,26,Ariyalur,2025-04-30 07:22:34,11,0.3,INSUFFICIENT_DATA,42,LIMITED
SNAP-00809,27,Perambalur,2024-03-16 12:09:53,10,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00810,21,Kallakurichi,2024-11-27 21:17:06,18,0.6,LOW,58,LIMITED
SNAP-00811,8,Tiruppur,2025-11-16 14:00:29,1,2.8,INCREASING,80,GOOD
SNAP-00812,37,Tirupathur,2025-01-16 01:30:29,23,1.2,WATCH,67,MODERATE
SNAP-00813,20,Viluppuram,2024-08-30 02:15:36,22,1,WATCH,65,MODERATE
SNAP-00814,36,Ranipet,2026-02-11 04:45:36,17,1.6,WATCH,72,GOOD
SNAP-00815,34,Nagapattinam,2025-08-27 15:13:04,12,1.2,WATCH,68,MODERATE
SNAP-00816,31,Virudhunagar,2025-04-29 21:12:08,17,1,WATCH,69,MODERATE
SNAP-00817,27,Perambalur,2026-02-10 13:06:14,16,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00818,3,Madurai,2023-08-25 04:57:57,21,2.1,INCREASING,78,GOOD
SNAP-00819,32,Theni,2025-04-22 00:54:29,12,1.9,INCREASING,73,MODERATE
SNAP-00820,6,Tirunelveli,2024-02-01 10:26:54,17,1,WATCH,72,MODERATE
SNAP-00821,2,Coimbatore,2023-12-02 03:57:38,4,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00822,24,Nilgiris,2025-12-30 18:22:33,4,1.8,WATCH,74,MODERATE
SNAP-00823,1,Chennai,2024-03-28 06:17:35,23,3.5,HIGH PREVENTIVE ATTENTION,84,GOOD
SNAP-00824,31,Virudhunagar,2025-01-29 09:58:00,16,1,WATCH,69,MODERATE
SNAP-00825,10,Krishnagiri,2025-01-04 03:46:30,17,4.8,HIGH PREVENTIVE ATTENTION,85,GOOD
SNAP-00826,11,Dindigul,2024-09-11 20:34:30,7,0.9,WATCH,68,MODERATE
SNAP-00827,34,Nagapattinam,2025-03-25 08:40:16,3,1.2,WATCH,68,MODERATE
SNAP-00828,30,Ramanathapuram,2023-12-29 06:49:55,5,1.5,WATCH,71,MODERATE
SNAP-00829,2,Coimbatore,2025-04-24 21:17:52,9,6,HIGH PREVENTIVE ATTENTION,88,GOOD
