outcome_id,ticket_id,resolved_at,operational_outcome,feedback_to_model,outcome_confidence
OUT-2026-00388,TCK-2026-00388,2026-02-13 22:32:55,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,81
OUT-2026-00389,TCK-2026-00389,2025-08-31 12:58:41,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,87
OUT-2026-00390,TCK-2026-00390,2025-12-21 14:39:58,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,83
OUT-2026-00391,TCK-2026-00391,2026-04-09 19:01:23,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,98
OUT-2026-00392,TCK-2026-00392,2026-03-22 03:08:06,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,84
OUT-2026-00393,TCK-2026-00393,2025-12-03 22:04:02,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,83
OUT-2026-00394,TCK-2026-00394,2025-08-19 17:22:13,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,96
OUT-2026-00395,TCK-2026-00395,2025-08-08 07:19:42,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,97
OUT-2026-00396,TCK-2026-00396,2026-08-14 23:41:30,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,92
OUT-2026-00397,TCK-2026-00397,2026-06-03 17:17:43,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,79
OUT-2026-00398,TCK-2026-00398,2026-03-31 04:13:05,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,89
OUT-2026-00399,TCK-2026-00399,2026-03-09 16:45:53,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,98
OUT-2026-00400,TCK-2026-00400,2025-12-20 00:03:26,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,88
OUT-2026-00401,TCK-2026-00401,2026-07-22 22:52:45,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,76
OUT-2026-00402,TCK-2026-00402,2025-08-26 22:20:04,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,83
OUT-2026-00403,TCK-2026-00403,2026-01-06 20:36:55,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,85
OUT-2026-00404,TCK-2026-00404,2025-07-01 02:01:00,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,84
OUT-2026-00405,TCK-2026-00405,2026-06-10 10:03:57,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,78
OUT-2026-00406,TCK-2026-00406,2025-08-20 09:43:55,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,83
OUT-2026-00407,TCK-2026-00407,2026-02-18 02:00:45,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,99
OUT-2026-00408,TCK-2026-00408,2025-09-09 14:44:44,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,91
OUT-2026-00409,TCK-2026-00409,2026-02-24 13:59:24,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,90
OUT-2026-00410,TCK-2026-00410,2026-06-01 19:11:16,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,98
OUT-2026-00411,TCK-2026-00411,2025-06-11 15:13:51,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,99
OUT-2026-00412,TCK-2026-00412,2025-09-23 02:18:19,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,85
OUT-2026-00413,TCK-2026-00413,2026-01-31 11:07:02,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,77
OUT-2026-00414,TCK-2026-00414,2026-02-16 13:17:17,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,79
OUT-2026-00415,TCK-2026-00415,2025-06-02 12:31:16,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,76
OUT-2026-00416,TCK-2026-00416,2026-05-11 07:14:20,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,80
OUT-2026-00417,TCK-2026-00417,2025-10-17 05:25:23,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,95
OUT-2026-00418,TCK-2026-00418,2025-12-15 17:04:33,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,91
OUT-2026-00419,TCK-2026-00419,2026-03-08 01:07:05,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,78
OUT-2026-00420,TCK-2026-00420,2025-10-29 13:01:42,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,93
OUT-2026-00421,TCK-2026-00421,2025-08-24 08:30:05,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,78
OUT-2026-00422,TCK-2026-00422,2025-05-21 09:22:32,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,94
OUT-2026-00423,TCK-2026-00423,2026-06-19 23:16:54,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,75
OUT-2026-00424,TCK-2026-00424,2026-04-05 19:39:49,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,82
OUT-2026-00425,TCK-2026-00425,2025-12-23 14:39:09,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,91
OUT-2026-00426,TCK-2026-00426,2026-06-26 12:23:50,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,82
OUT-2026-00427,TCK-2026-00427,2026-06-26 01:31:13,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,96
OUT-2026-00428,TCK-2026-00428,2026-02-11 23:31:49,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,98
OUT-2026-00429,TCK-2026-00429,2025-12-23 00:08:54,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,93
OUT-2026-00430,TCK-2026-00430,2025-06-28 15:59:26,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,78
OUT-2026-00431,TCK-2026-00431,2026-06-14 21:57:13,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,89
OUT-2026-00432,TCK-2026-00432,2025-08-09 08:33:21,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,84
OUT-2026-00433,TCK-2026-00433,2025-04-21 14:13:24,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,99
OUT-2026-00434,TCK-2026-00434,2026-06-04 07:59:47,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,78
OUT-2026-00435,TCK-2026-00435,2026-06-11 07:53:18,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,84
OUT-2026-00436,TCK-2026-00436,2026-07-20 10:51:15,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,96
OUT-2026-00437,TCK-2026-00437,2026-01-04 10:48:10,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,96
OUT-2026-00438,TCK-2026-00438,2025-06-23 22:34:10,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,94
OUT-2026-00439,TCK-2026-00439,2026-06-18 01:00:13,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,82
OUT-2026-00440,TCK-2026-00440,2026-03-23 19:15:48,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,85
OUT-2026-00441,TCK-2026-00441,2026-07-21 12:50:03,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,90
OUT-2026-00442,TCK-2026-00442,2025-05-12 01:28:24,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,93
OUT-2026-00443,TCK-2026-00443,2025-07-14 14:34:12,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,81
OUT-2026-00444,TCK-2026-00444,2025-10-11 00:10:50,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,82
OUT-2026-00445,TCK-2026-00445,2025-06-08 23:51:15,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,89
OUT-2026-00446,TCK-2026-00446,2025-11-04 16:02:28,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,92
OUT-2026-00447,TCK-2026-00447,2025-04-30 04:13:36,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,80
OUT-2026-00448,TCK-2026-00448,2026-06-26 09:14:31,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,90
OUT-2026-00449,TCK-2026-00449,2026-07-16 21:41:21,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,81
OUT-2026-00450,TCK-2026-00450,2026-02-11 00:11:44,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,76
OUT-2026-00451,TCK-2026-00451,2025-08-31 07:36:18,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,94
OUT-2026-00452,TCK-2026-00452,2026-03-28 18:47:19,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,97
OUT-2026-00453,TCK-2026-00453,2026-07-16 02:17:30,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,92
OUT-2026-00454,TCK-2026-00454,2025-05-15 16:00:14,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,84
OUT-2026-00455,TCK-2026-00455,2025-10-16 13:50:37,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,82
OUT-2026-00456,TCK-2026-00456,2025-11-29 04:53:59,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,77
OUT-2026-00457,TCK-2026-00457,2025-11-25 21:00:36,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,88
OUT-2026-00458,TCK-2026-00458,2025-10-09 20:45:25,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,81
OUT-2026-00459,TCK-2026-00459,2025-10-24 22:51:46,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,87
OUT-2026-00460,TCK-2026-00460,2025-04-08 06:30:18,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,91
OUT-2026-00461,TCK-2026-00461,2026-02-10 23:54:01,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,98
OUT-2026-00462,TCK-2026-00462,2025-04-30 12:39:02,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,76
OUT-2026-00463,TCK-2026-00463,2025-04-27 05:56:09,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,83
OUT-2026-00464,TCK-2026-00464,2026-01-24 17:31:30,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,87
OUT-2026-00465,TCK-2026-00465,2025-04-22 15:07:47,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,83
OUT-2026-00466,TCK-2026-00466,2026-06-07 23:40:23,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,84
OUT-2026-00467,TCK-2026-00467,2026-04-25 09:35:22,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,81
OUT-2026-00468,TCK-2026-00468,2026-07-07 15:14:48,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,88
OUT-2026-00469,TCK-2026-00469,2025-10-18 15:14:28,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,82
OUT-2026-00470,TCK-2026-00470,2026-02-14 13:09:29,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,82
OUT-2026-00471,TCK-2026-00471,2026-01-06 01:36:54,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,92
OUT-2026-00472,TCK-2026-00472,2026-05-07 15:15:22,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,97
OUT-2026-00473,TCK-2026-00473,2025-12-13 12:31:00,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,83
OUT-2026-00474,TCK-2026-00474,2026-01-28 04:18:16,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,86
OUT-2026-00475,TCK-2026-00475,2025-06-08 09:46:42,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,96
OUT-2026-00476,TCK-2026-00476,2025-06-28 20:37:51,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,77
OUT-2026-00477,TCK-2026-00477,2025-11-16 17:03:54,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,88
OUT-2026-00478,TCK-2026-00478,2025-07-06 08:27:22,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,92
OUT-2026-00479,TCK-2026-00479,2026-06-13 09:31:57,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,82
OUT-2026-00480,TCK-2026-00480,2026-02-19 13:17:32,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,91
OUT-2026-00481,TCK-2026-00481,2025-06-17 11:14:30,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,81
OUT-2026-00482,TCK-2026-00482,2026-01-19 11:36:44,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,97
OUT-2026-00483,TCK-2026-00483,2025-12-17 22:45:43,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,82
OUT-2026-00484,TCK-2026-00484,2026-02-04 23:14:58,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,96
OUT-2026-00485,TCK-2026-00485,2026-02-19 17:21:21,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,77
OUT-2026-00486,TCK-2026-00486,2026-05-27 20:48:02,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,78
OUT-2026-00487,TCK-2026-00487,2026-07-01 09:34:04,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,90
OUT-2026-00488,TCK-2026-00488,2025-12-11 18:12:37,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,97
OUT-2026-00489,TCK-2026-00489,2026-04-06 07:35:53,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,84
OUT-2026-00490,TCK-2026-00490,2026-01-21 00:04:54,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,78
OUT-2026-00491,TCK-2026-00491,2025-12-10 10:44:22,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,85
OUT-2026-00492,TCK-2026-00492,2025-11-02 13:37:45,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,91
OUT-2026-00493,TCK-2026-00493,2026-05-29 13:13:00,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,98
OUT-2026-00494,TCK-2026-00494,2025-10-13 14:10:38,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,75
OUT-2026-00495,TCK-2026-00495,2025-12-10 19:36:16,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,75
OUT-2026-00496,TCK-2026-00496,2025-09-27 19:18:23,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,86
OUT-2026-00497,TCK-2026-00497,2026-05-17 06:44:51,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,86
OUT-2026-00498,TCK-2026-00498,2025-05-12 12:25:05,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,96
OUT-2026-00499,TCK-2026-00499,2026-02-27 20:19:17,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,78
OUT-2026-00500,TCK-2026-00500,2026-03-10 05:56:31,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,89
OUT-2026-00501,TCK-2026-00501,2026-03-06 07:44:53,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,98
OUT-2026-00502,TCK-2026-00502,2026-06-03 09:06:07,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,79
OUT-2026-00503,TCK-2026-00503,2026-04-19 04:49:23,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,84
OUT-2026-00504,TCK-2026-00504,2025-08-15 01:42:55,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,78
OUT-2026-00505,TCK-2026-00505,2025-09-10 19:44:39,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,78
OUT-2026-00506,TCK-2026-00506,2026-07-21 16:34:40,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,91
OUT-2026-00507,TCK-2026-00507,2026-05-04 21:06:39,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,96
OUT-2026-00508,TCK-2026-00508,2025-12-11 01:40:33,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,99
OUT-2026-00509,TCK-2026-00509,2025-06-17 00:15:52,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,84
OUT-2026-00510,TCK-2026-00510,2025-08-11 14:00:43,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,75
OUT-2026-00511,TCK-2026-00511,2025-05-12 23:37:11,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,89
OUT-2026-00512,TCK-2026-00512,2026-05-13 06:04:03,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,76
OUT-2026-00513,TCK-2026-00513,2025-04-12 01:20:03,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,77
OUT-2026-00514,TCK-2026-00514,2025-05-29 00:09:24,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,98
OUT-2026-00515,TCK-2026-00515,2026-03-29 23:08:17,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,99
OUT-2026-00516,TCK-2026-00516,2026-02-12 13:08:49,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,84
OUT-2026-00517,TCK-2026-00517,2025-09-25 19:49:50,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,75
OUT-2026-00518,TCK-2026-00518,2025-05-13 19:51:53,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,91
OUT-2026-00519,TCK-2026-00519,2025-10-28 05:40:24,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,90
OUT-2026-00520,TCK-2026-00520,2025-06-05 14:50:14,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,99
OUT-2026-00521,TCK-2026-00521,2025-05-31 11:47:40,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,96
OUT-2026-00522,TCK-2026-00522,2025-12-14 22:19:42,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,98
OUT-2026-00523,TCK-2026-00523,2025-11-14 01:33:55,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,75
OUT-2026-00524,TCK-2026-00524,2025-10-04 21:31:35,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,89
OUT-2026-00525,TCK-2026-00525,2026-07-16 22:50:49,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,96
OUT-2026-00526,TCK-2026-00526,2025-09-18 06:14:47,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,89
OUT-2026-00527,TCK-2026-00527,2025-09-30 14:22:40,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,90
OUT-2026-00528,TCK-2026-00528,2026-04-02 11:03:05,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,84
OUT-2026-00529,TCK-2026-00529,2026-07-04 22:12:38,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,75
OUT-2026-00530,TCK-2026-00530,2026-01-15 15:50:05,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,92
OUT-2026-00531,TCK-2026-00531,2026-03-23 10:01:58,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,79
OUT-2026-00532,TCK-2026-00532,2025-08-04 21:26:11,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,93
OUT-2026-00533,TCK-2026-00533,2025-06-30 15:35:57,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,97
OUT-2026-00534,TCK-2026-00534,2025-07-26 21:02:50,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,98
OUT-2026-00535,TCK-2026-00535,2025-09-26 02:59:20,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,92
OUT-2026-00536,TCK-2026-00536,2026-03-06 12:22:36,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,86
OUT-2026-00537,TCK-2026-00537,2025-04-28 05:13:21,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,83
OUT-2026-00538,TCK-2026-00538,2025-11-30 17:03:53,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,93
OUT-2026-00539,TCK-2026-00539,2025-09-16 12:16:38,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,94
OUT-2026-00540,TCK-2026-00540,2025-12-14 01:24:06,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,96
OUT-2026-00541,TCK-2026-00541,2025-05-12 16:54:42,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,87
OUT-2026-00542,TCK-2026-00542,2025-10-17 08:36:20,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,75
OUT-2026-00543,TCK-2026-00543,2025-11-29 06:33:21,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,79
OUT-2026-00544,TCK-2026-00544,2026-03-28 12:42:32,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,98
OUT-2026-00545,TCK-2026-00545,2025-08-17 06:52:19,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,90
OUT-2026-00546,TCK-2026-00546,2026-01-21 14:24:14,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,97
OUT-2026-00547,TCK-2026-00547,2026-05-16 08:33:51,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,91
OUT-2026-00548,TCK-2026-00548,2026-05-28 16:05:55,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,88
OUT-2026-00549,TCK-2026-00549,2025-04-07 17:09:40,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,89
OUT-2026-00550,TCK-2026-00550,2026-07-30 02:16:40,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,94
OUT-2026-00551,TCK-2026-00551,2025-05-16 19:23:23,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,77
OUT-2026-00552,TCK-2026-00552,2026-06-17 18:13:14,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,87
OUT-2026-00553,TCK-2026-00553,2026-03-31 21:31:09,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,81
OUT-2026-00554,TCK-2026-00554,2026-02-21 12:15:55,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,75
OUT-2026-00555,TCK-2026-00555,2025-07-08 02:27:47,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,79
OUT-2026-00556,TCK-2026-00556,2025-05-23 11:57:03,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,90
OUT-2026-00557,TCK-2026-00557,2025-07-27 05:46:15,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,92
OUT-2026-00558,TCK-2026-00558,2025-10-23 09:36:52,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,88
OUT-2026-00559,TCK-2026-00559,2026-02-08 18:15:24,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,84
OUT-2026-00560,TCK-2026-00560,2025-04-25 03:47:47,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,90
OUT-2026-00561,TCK-2026-00561,2025-07-03 10:39:25,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,88
OUT-2026-00562,TCK-2026-00562,2026-01-31 01:23:20,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,85
OUT-2026-00563,TCK-2026-00563,2026-06-22 00:14:35,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,88
OUT-2026-00564,TCK-2026-00564,2025-08-06 00:17:48,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,82
OUT-2026-00565,TCK-2026-00565,2025-10-05 08:25:15,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,98
OUT-2026-00566,TCK-2026-00566,2025-08-26 01:03:17,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,92
OUT-2026-00567,TCK-2026-00567,2026-05-03 06:38:10,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,85
OUT-2026-00568,TCK-2026-00568,2025-12-05 10:07:32,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,93
OUT-2026-00569,TCK-2026-00569,2026-08-02 09:45:07,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,84
OUT-2026-00570,TCK-2026-00570,2025-05-11 19:52:15,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,93
OUT-2026-00571,TCK-2026-00571,2025-06-11 23:53:04,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,78
OUT-2026-00572,TCK-2026-00572,2025-12-12 04:25:19,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,99
OUT-2026-00573,TCK-2026-00573,2025-11-14 19:52:28,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,77
OUT-2026-00574,TCK-2026-00574,2025-08-06 17:54:26,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,96
OUT-2026-00575,TCK-2026-00575,2025-11-17 18:22:34,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,92
OUT-2026-00576,TCK-2026-00576,2025-12-24 12:25:24,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,88
OUT-2026-00577,TCK-2026-00577,2025-08-12 18:52:27,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,81
OUT-2026-00578,TCK-2026-00578,2025-12-07 06:58:10,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,85
OUT-2026-00579,TCK-2026-00579,2025-11-23 21:57:14,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,80
OUT-2026-00580,TCK-2026-00580,2026-01-11 12:55:03,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,86
