forecast_id,district_id,district_name,generated_at,target_horizon,forecast_risk_level,forecast_confidence,primary_contributing_factor,model_version,safeguard_disclaimer
FC-HIST-00001,1,Chennai,2024-11-07 09:53:20,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,90,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00556,30,Ramanathapuram,2026-01-23 15:43:46,30_DAY_PREVENTIVE_ATTENTION,STABLE,90,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00557,11,Dindigul,2026-02-28 05:54:13,90_DAY_PREVENTIVE_ATTENTION,STABLE,73,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00558,1,Chennai,2026-08-08 21:26:59,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,90,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00559,2,Coimbatore,2025-09-18 21:23:42,90_DAY_PREVENTIVE_ATTENTION,WATCH,81,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00560,15,Tenkasi,2025-08-03 18:42:30,30_DAY_PREVENTIVE_ATTENTION,WATCH,76,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00561,30,Ramanathapuram,2024-10-04 19:24:40,90_DAY_PREVENTIVE_ATTENTION,WATCH,83,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00562,13,Thoothukudi,2025-12-04 16:45:46,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,77,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00563,23,Namakkal,2024-11-24 02:25:43,30_DAY_PREVENTIVE_ATTENTION,WATCH,80,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00564,20,Viluppuram,2026-04-12 11:16:37,30_DAY_PREVENTIVE_ATTENTION,STABLE,91,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00565,34,Nagapattinam,2024-10-30 15:54:34,90_DAY_PREVENTIVE_ATTENTION,INCREASING,68,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00566,17,Chengalpattu,2026-05-18 04:43:32,30_DAY_PREVENTIVE_ATTENTION,INCREASING,68,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00567,11,Dindigul,2025-08-08 18:17:12,30_DAY_PREVENTIVE_ATTENTION,STABLE,77,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00568,32,Theni,2025-05-30 01:00:06,90_DAY_PREVENTIVE_ATTENTION,INCREASING,73,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00569,9,Vellore,2025-08-17 13:01:57,30_DAY_PREVENTIVE_ATTENTION,WATCH,91,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00570,15,Tenkasi,2026-01-05 16:53:40,30_DAY_PREVENTIVE_ATTENTION,WATCH,75,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00571,3,Madurai,2025-02-04 16:12:43,90_DAY_PREVENTIVE_ATTENTION,STABLE,74,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00572,29,Sivaganga,2024-11-30 20:00:35,30_DAY_PREVENTIVE_ATTENTION,WATCH,88,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00573,17,Chengalpattu,2026-05-02 10:27:17,30_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,68,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00574,13,Thoothukudi,2025-10-08 13:14:46,90_DAY_PREVENTIVE_ATTENTION,STABLE,73,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00575,26,Ariyalur,2025-06-13 14:24:47,30_DAY_PREVENTIVE_ATTENTION,STABLE,72,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00576,9,Vellore,2026-04-09 13:22:55,90_DAY_PREVENTIVE_ATTENTION,STABLE,79,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00577,2,Coimbatore,2025-05-06 15:31:20,30_DAY_PREVENTIVE_ATTENTION,WATCH,91,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00578,16,Kancheepuram,2026-02-26 22:14:47,30_DAY_PREVENTIVE_ATTENTION,INCREASING,91,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00579,7,Tiruppur,2026-07-26 10:04:03,30_DAY_PREVENTIVE_ATTENTION,INCREASING,88,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00580,21,Kallakurichi,2026-03-14 03:46:16,90_DAY_PREVENTIVE_ATTENTION,INCREASING,74,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00581,24,Nilgiris,2025-07-24 15:30:50,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,69,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00582,34,Nagapattinam,2025-09-21 15:33:47,30_DAY_PREVENTIVE_ATTENTION,WATCH,68,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00583,21,Kallakurichi,2026-02-15 12:14:10,90_DAY_PREVENTIVE_ATTENTION,WATCH,87,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00584,15,Tenkasi,2026-03-30 22:08:58,90_DAY_PREVENTIVE_ATTENTION,STABLE,72,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00585,11,Dindigul,2025-11-26 18:26:30,90_DAY_PREVENTIVE_ATTENTION,STABLE,86,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00586,24,Nilgiris,2025-07-12 20:17:43,30_DAY_PREVENTIVE_ATTENTION,STABLE,92,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00587,2,Coimbatore,2026-06-18 22:40:00,30_DAY_PREVENTIVE_ATTENTION,WATCH,82,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00588,17,Chengalpattu,2026-07-02 12:04:19,30_DAY_PREVENTIVE_ATTENTION,WATCH,84,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00589,2,Coimbatore,2025-08-14 23:24:36,30_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,76,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00590,28,Pudukkottai,2024-11-24 00:29:16,30_DAY_PREVENTIVE_ATTENTION,WATCH,88,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00591,29,Sivaganga,2024-12-14 09:14:57,30_DAY_PREVENTIVE_ATTENTION,WATCH,84,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00592,1,Chennai,2024-09-29 12:45:15,30_DAY_PREVENTIVE_ATTENTION,STABLE,79,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00593,35,Mayiladuthurai,2025-04-24 02:28:18,90_DAY_PREVENTIVE_ATTENTION,STABLE,88,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00594,19,Cuddalore,2025-07-29 02:26:53,90_DAY_PREVENTIVE_ATTENTION,STABLE,82,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00595,16,Kancheepuram,2025-08-26 02:04:48,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,92,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00596,32,Theni,2025-08-26 14:36:27,90_DAY_PREVENTIVE_ATTENTION,INCREASING,81,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00597,31,Virudhunagar,2026-06-09 18:58:33,30_DAY_PREVENTIVE_ATTENTION,WATCH,80,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00598,20,Viluppuram,2026-07-08 02:13:03,90_DAY_PREVENTIVE_ATTENTION,STABLE,85,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00599,10,Krishnagiri,2025-10-03 04:56:55,90_DAY_PREVENTIVE_ATTENTION,INCREASING,91,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00600,17,Chengalpattu,2024-10-29 19:41:31,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,84,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00601,22,Dharmapuri,2025-12-10 22:30:23,30_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,84,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00602,35,Mayiladuthurai,2026-08-13 06:24:25,30_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,73,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00603,25,Karur,2024-11-09 19:27:52,30_DAY_PREVENTIVE_ATTENTION,INCREASING,69,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00604,19,Cuddalore,2025-06-04 05:23:05,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,72,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00605,37,Tirupathur,2025-06-05 15:01:45,90_DAY_PREVENTIVE_ATTENTION,WATCH,70,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00606,38,Tiruvannamalai,2025-03-28 20:44:41,90_DAY_PREVENTIVE_ATTENTION,WATCH,83,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00607,9,Vellore,2024-10-21 12:22:23,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,68,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00608,36,Ranipet,2025-09-22 04:39:49,30_DAY_PREVENTIVE_ATTENTION,WATCH,82,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00609,37,Tirupathur,2025-08-21 14:31:25,30_DAY_PREVENTIVE_ATTENTION,WATCH,89,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00610,28,Pudukkottai,2024-11-10 23:58:53,30_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,76,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00611,3,Madurai,2025-08-17 01:04:57,90_DAY_PREVENTIVE_ATTENTION,INCREASING,75,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00612,35,Mayiladuthurai,2025-12-22 02:09:10,30_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,90,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00613,19,Cuddalore,2026-02-13 06:00:54,90_DAY_PREVENTIVE_ATTENTION,STABLE,74,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00614,17,Chengalpattu,2025-01-18 08:33:59,90_DAY_PREVENTIVE_ATTENTION,STABLE,79,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00615,2,Coimbatore,2025-05-31 18:51:27,90_DAY_PREVENTIVE_ATTENTION,STABLE,70,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00616,8,Erode,2026-03-24 07:50:42,90_DAY_PREVENTIVE_ATTENTION,INCREASING,71,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00617,22,Dharmapuri,2026-07-18 05:36:34,30_DAY_PREVENTIVE_ATTENTION,WATCH,68,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00618,31,Virudhunagar,2026-05-12 07:03:13,90_DAY_PREVENTIVE_ATTENTION,INCREASING,78,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00619,17,Chengalpattu,2025-07-15 16:11:00,90_DAY_PREVENTIVE_ATTENTION,STABLE,84,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00620,28,Pudukkottai,2026-08-12 14:52:48,90_DAY_PREVENTIVE_ATTENTION,WATCH,81,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00621,29,Sivaganga,2025-06-24 22:27:39,30_DAY_PREVENTIVE_ATTENTION,WATCH,74,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00622,23,Namakkal,2024-12-11 20:53:10,90_DAY_PREVENTIVE_ATTENTION,WATCH,83,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00623,34,Nagapattinam,2025-02-06 06:53:34,90_DAY_PREVENTIVE_ATTENTION,STABLE,75,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00624,4,Salem,2026-05-21 08:41:04,90_DAY_PREVENTIVE_ATTENTION,STABLE,86,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00625,25,Karur,2025-06-04 08:08:46,90_DAY_PREVENTIVE_ATTENTION,INCREASING,88,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00626,15,Tenkasi,2025-10-25 09:16:48,30_DAY_PREVENTIVE_ATTENTION,STABLE,76,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00627,33,Thiruvarur,2024-12-04 05:34:29,30_DAY_PREVENTIVE_ATTENTION,STABLE,83,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00628,29,Sivaganga,2026-04-11 19:53:23,30_DAY_PREVENTIVE_ATTENTION,INCREASING,72,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00629,36,Ranipet,2026-02-10 11:27:28,30_DAY_PREVENTIVE_ATTENTION,INCREASING,72,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00630,37,Tirupathur,2024-12-13 13:18:41,90_DAY_PREVENTIVE_ATTENTION,STABLE,90,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00631,10,Krishnagiri,2025-09-02 06:23:43,90_DAY_PREVENTIVE_ATTENTION,WATCH,73,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00632,7,Tiruppur,2026-05-13 17:41:33,30_DAY_PREVENTIVE_ATTENTION,WATCH,79,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00633,20,Viluppuram,2026-08-01 19:48:01,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,87,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00634,38,Tiruvannamalai,2025-11-21 09:37:25,90_DAY_PREVENTIVE_ATTENTION,WATCH,89,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00635,16,Kancheepuram,2024-10-19 13:16:20,30_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,90,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00636,6,Tirunelveli,2025-01-17 22:12:14,90_DAY_PREVENTIVE_ATTENTION,STABLE,72,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00637,13,Thoothukudi,2026-02-16 09:15:42,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,82,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00638,1,Chennai,2026-06-15 20:18:52,30_DAY_PREVENTIVE_ATTENTION,STABLE,81,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00639,10,Krishnagiri,2025-07-28 01:14:27,30_DAY_PREVENTIVE_ATTENTION,INCREASING,86,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00640,30,Ramanathapuram,2025-03-26 05:08:29,90_DAY_PREVENTIVE_ATTENTION,INCREASING,69,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00641,4,Salem,2026-07-09 05:26:32,90_DAY_PREVENTIVE_ATTENTION,STABLE,82,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00642,10,Krishnagiri,2025-02-14 11:27:18,30_DAY_PREVENTIVE_ATTENTION,WATCH,84,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00643,26,Ariyalur,2025-05-06 21:14:35,30_DAY_PREVENTIVE_ATTENTION,INCREASING,76,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00644,28,Pudukkottai,2025-07-19 02:16:46,30_DAY_PREVENTIVE_ATTENTION,INCREASING,76,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00645,20,Viluppuram,2024-11-21 23:18:47,30_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,78,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00646,4,Salem,2026-01-15 20:30:27,90_DAY_PREVENTIVE_ATTENTION,STABLE,83,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00647,8,Erode,2025-05-11 07:19:06,90_DAY_PREVENTIVE_ATTENTION,WATCH,78,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00648,29,Sivaganga,2026-03-31 14:58:29,30_DAY_PREVENTIVE_ATTENTION,STABLE,70,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00649,4,Salem,2025-02-10 11:16:44,90_DAY_PREVENTIVE_ATTENTION,STABLE,75,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00650,12,Thanjavur,2025-03-17 06:16:14,90_DAY_PREVENTIVE_ATTENTION,WATCH,73,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00651,36,Ranipet,2024-11-20 14:34:59,90_DAY_PREVENTIVE_ATTENTION,INCREASING,91,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00652,10,Krishnagiri,2025-03-30 09:58:08,90_DAY_PREVENTIVE_ATTENTION,STABLE,68,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00653,22,Dharmapuri,2026-02-15 05:59:29,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,92,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00654,22,Dharmapuri,2026-05-17 06:32:19,90_DAY_PREVENTIVE_ATTENTION,STABLE,81,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00655,22,Dharmapuri,2025-08-17 03:54:06,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,74,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00656,19,Cuddalore,2025-09-09 12:13:01,30_DAY_PREVENTIVE_ATTENTION,INCREASING,68,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00657,17,Chengalpattu,2026-03-05 16:24:22,30_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,88,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00658,16,Kancheepuram,2026-08-02 20:13:25,90_DAY_PREVENTIVE_ATTENTION,INCREASING,79,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
