report_id,anonymous_token,received_at,district_id,district_name,taluk_id,taluk_name,locality_id,locality_name,signal_type,drug_category,description,source_channel,verification_status,processing_status,duplicate_group_id,risk_relevance,confidence_score,is_first_time_signal
CR-2026-00560,ANON-TN-E09990BB5A,2026-01-06 22:13:28,22,Dharmapuri,91,Dharmapuri West,220,Dharmapuri North Market,HEALTH_EMERGENCY,OPIOID_ANALOGUES,Anonymous observation reported near Dharmapuri North Market locality in Dharmapuri.,WEB_PORTAL,DISMISSED,PROCESSED,DUP-GRP-216,LOW,78,0
CR-2026-00561,ANON-TN-FB79B08146,2025-01-13 03:12:48,16,Kancheepuram,63,Kancheepuram South,164,Kancheepuram Rural Market,COMMUNITY_CONCERN,CHEMICAL_PRECURSORS,Anonymous observation reported near Kancheepuram Rural Market locality in Kancheepuram.,WEB_PORTAL,DISMISSED,PROCESSED,DUP-GRP-142,LOW,65,0
CR-2026-00562,ANON-TN-BE0FDA3CFB,2025-04-17 20:22:20,13,Thoothukudi,51,Thoothukudi East,132,Thoothukudi Rural Market,REHAB_NEED,SYNTHETIC_MDMA,Anonymous observation reported near Thoothukudi Rural Market locality in Thoothukudi.,TELEGRAM_BOT,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-42,HIGH,81,0
CR-2026-00563,ANON-TN-B07CC2FCD8,2026-05-19 19:39:15,11,Dindigul,44,Dindigul South,108,Dindigul North Market,COMMUNITY_CONCERN,UNKNOWN_CONTRABAND,Anonymous observation reported near Dindigul North Market locality in Dindigul.,MOBILE_APP,DISMISSED,PROCESSED,DUP-GRP-330,LOW,92,0
CR-2026-00564,ANON-TN-083EEB349F,2025-04-03 19:42:19,20,Viluppuram,81,Viluppuram South,205,Viluppuram East Market,COMMUNITY_CONCERN,OPIOID_ANALOGUES,Anonymous observation reported near Viluppuram East Market locality in Viluppuram.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-377,LOW,68,1
CR-2026-00565,ANON-TN-271262E360,2026-03-14 11:39:50,28,Pudukkottai,112,Pudukkottai South,277,Pudukkottai East Sector A,COMMUNITY_CONCERN,OPIOID_ANALOGUES,Anonymous observation reported near Pudukkottai East Sector A locality in Pudukkottai.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-358,HIGH,63,0
CR-2026-00566,ANON-TN-3E660203AE,2026-05-28 10:42:41,24,Nilgiris,96,Nilgiris North,240,Nilgiris East Sector A,SUSPECTED_DISTRIBUTION,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Nilgiris East Sector A locality in Nilgiris.,TOLL_FREE_IVR,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-22,LOW,71,0
CR-2026-00567,ANON-TN-C744CCE43A,2026-06-22 05:33:20,10,Krishnagiri,42,Krishnagiri Rural,97,Krishnagiri South Market,HEALTH_EMERGENCY,CHEMICAL_PRECURSORS,Anonymous observation reported near Krishnagiri South Market locality in Krishnagiri.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-184,HIGH,75,0
CR-2026-00568,ANON-TN-6851EF1460,2026-06-01 16:13:29,11,Dindigul,43,Dindigul North,111,Dindigul South Market,COMMUNITY_CONCERN,OPIOID_ANALOGUES,Anonymous observation reported near Dindigul South Market locality in Dindigul.,MOBILE_APP,DISMISSED,PROCESSED,DUP-GRP-69,LOW,57,0
CR-2026-00569,ANON-TN-2992685D4C,2026-08-09 15:00:58,31,Virudhunagar,125,Virudhunagar West,308,Virudhunagar Rural Sector A,REHAB_NEED,CHEMICAL_PRECURSORS,Anonymous observation reported near Virudhunagar Rural Sector A locality in Virudhunagar.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-311,HIGH,61,0
CR-2026-00570,ANON-TN-2E023725D8,2025-10-03 23:11:17,30,Ramanathapuram,119,Ramanathapuram South,296,Ramanathapuram East Bypass Hub,HEALTH_EMERGENCY,COMMERCIAL_GANJA,Anonymous observation reported near Ramanathapuram East Bypass Hub locality in Ramanathapuram.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-155,LOW,60,0
CR-2026-00571,ANON-TN-FD7C283B17,2025-12-08 21:40:58,29,Sivaganga,117,Sivaganga West,280,Sivaganga North Market,HEALTH_EMERGENCY,OPIOID_ANALOGUES,Anonymous observation reported near Sivaganga North Market locality in Sivaganga.,TELEGRAM_BOT,DISMISSED,PROCESSED,DUP-GRP-38,HIGH,57,0
CR-2026-00572,ANON-TN-11D0D79D4D,2025-06-30 10:39:30,2,Coimbatore,8,Coimbatore East,18,Coimbatore South Sector A,COMMUNITY_CONCERN,OPIOID_ANALOGUES,Anonymous observation reported near Coimbatore South Sector A locality in Coimbatore.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-336,HIGH,63,0
CR-2026-00573,ANON-TN-4F3DC443BB,2025-09-26 20:34:07,35,Mayiladuthurai,140,Mayiladuthurai North,345,Mayiladuthurai South Sector A,HEALTH_EMERGENCY,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Mayiladuthurai South Sector A locality in Mayiladuthurai.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-388,HIGH,56,0
CR-2026-00574,ANON-TN-79AB2A10B1,2025-06-14 19:04:02,32,Theni,131,Theni Rural,319,Theni West Bypass Hub,HEALTH_EMERGENCY,COMMERCIAL_GANJA,Anonymous observation reported near Theni West Bypass Hub locality in Theni.,MOBILE_APP,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-362,LOW,59,0
CR-2026-00575,ANON-TN-1D502CE158,2026-05-07 04:33:51,31,Virudhunagar,123,Virudhunagar South,305,Virudhunagar East Market,REHAB_NEED,COMMERCIAL_GANJA,Anonymous observation reported near Virudhunagar East Market locality in Virudhunagar.,MOBILE_APP,UNVERIFIED,PROCESSED,DUP-GRP-394,HIGH,80,0
CR-2026-00576,ANON-TN-A4659CEA07,2025-04-01 15:22:55,17,Chengalpattu,70,Chengalpattu West,172,Chengalpattu East Market,SUSPECTED_DISTRIBUTION,CHEMICAL_PRECURSORS,Anonymous observation reported near Chengalpattu East Market locality in Chengalpattu.,TELEGRAM_BOT,DISMISSED,PROCESSED,DUP-GRP-12,HIGH,76,0
CR-2026-00577,ANON-TN-B316D993F6,2026-02-24 07:20:51,3,Madurai,10,Madurai South,23,Madurai North Market,REHAB_NEED,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Madurai North Market locality in Madurai.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-20,HIGH,75,0
CR-2026-00578,ANON-TN-FB34C48EA0,2026-06-04 19:20:09,6,Tirunelveli,25,Tirunelveli East,55,Tirunelveli North Sector A,HEALTH_EMERGENCY,SYNTHETIC_MDMA,Anonymous observation reported near Tirunelveli North Sector A locality in Tirunelveli.,MOBILE_APP,CORROBORATED,PROCESSED,DUP-GRP-372,LOW,55,0
CR-2026-00579,ANON-TN-E9595FA4AC,2025-02-13 02:56:45,19,Cuddalore,76,Cuddalore South,194,Cuddalore West Sector A,COMMUNITY_CONCERN,UNKNOWN_CONTRABAND,Anonymous observation reported near Cuddalore West Sector A locality in Cuddalore.,WEB_PORTAL,DISMISSED,PROCESSED,DUP-GRP-283,HIGH,76,0
CR-2026-00580,ANON-TN-1758E8B6FB,2026-05-01 04:51:33,32,Theni,129,Theni East,311,Theni North Market,HEALTH_EMERGENCY,CHEMICAL_PRECURSORS,Anonymous observation reported near Theni North Market locality in Theni.,MOBILE_APP,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-197,HIGH,82,0
CR-2026-00581,ANON-TN-2E02F0BE39,2025-09-12 11:39:07,36,Ranipet,146,Ranipet East,358,Ranipet East Market,SUSPECTED_DISTRIBUTION,UNKNOWN_CONTRABAND,Anonymous observation reported near Ranipet East Market locality in Ranipet.,MOBILE_APP,UNVERIFIED,PROCESSED,DUP-GRP-219,LOW,78,0
CR-2026-00582,ANON-TN-9E3F73AE42,2024-11-03 00:53:14,12,Thanjavur,47,Thanjavur South,120,Thanjavur East Sector A,REHAB_NEED,COMMERCIAL_GANJA,Anonymous observation reported near Thanjavur East Sector A locality in Thanjavur.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-346,LOW,61,0
CR-2026-00583,ANON-TN-4D2B234E38,2025-10-30 05:24:45,10,Krishnagiri,41,Krishnagiri West,101,Krishnagiri West Sector A,REHAB_NEED,OPIOID_ANALOGUES,Anonymous observation reported near Krishnagiri West Sector A locality in Krishnagiri.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-9,LOW,71,0
CR-2026-00584,ANON-TN-3FF46921FE,2024-12-14 07:46:47,32,Theni,130,Theni West,314,Theni East Sector A,HEALTH_EMERGENCY,CHEMICAL_PRECURSORS,Anonymous observation reported near Theni East Sector A locality in Theni.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-146,MEDIUM,71,0
CR-2026-00585,ANON-TN-E31F6906CC,2024-11-12 04:20:46,31,Virudhunagar,122,Virudhunagar North,305,Virudhunagar East Market,SUSPECTED_DISTRIBUTION,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Virudhunagar East Market locality in Virudhunagar.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-377,HIGH,63,1
CR-2026-00586,ANON-TN-924E8144D3,2025-11-24 03:28:55,3,Madurai,12,Madurai West,31,Madurai West Market,SUSPECTED_DISTRIBUTION,SYNTHETIC_MDMA,Anonymous observation reported near Madurai West Market locality in Madurai.,TOLL_FREE_IVR,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-93,HIGH,55,0
CR-2026-00587,ANON-TN-1779AAF3C0,2026-02-28 16:29:04,24,Nilgiris,97,Nilgiris South,238,Nilgiris South Sector A,HEALTH_EMERGENCY,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Nilgiris South Sector A locality in Nilgiris.,MOBILE_APP,DISMISSED,PROCESSED,DUP-GRP-147,MEDIUM,64,0
CR-2026-00588,ANON-TN-4CD3ABA4ED,2026-07-04 23:50:01,23,Namakkal,94,Namakkal East,230,Namakkal South Market,SUSPECTED_DISTRIBUTION,OPIOID_ANALOGUES,Anonymous observation reported near Namakkal South Market locality in Namakkal.,MOBILE_APP,UNVERIFIED,PROCESSED,DUP-GRP-20,LOW,69,1
CR-2026-00589,ANON-TN-DC8237B73E,2026-08-17 06:22:50,10,Krishnagiri,39,Krishnagiri South,102,Krishnagiri West Market,COMMUNITY_CONCERN,UNKNOWN_CONTRABAND,Anonymous observation reported near Krishnagiri West Market locality in Krishnagiri.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-380,HIGH,55,0
CR-2026-00590,ANON-TN-CFB91F9019,2025-06-02 14:47:13,7,Tiruppur,26,Tiruppur North,63,Tiruppur North Sector A,REHAB_NEED,COMMERCIAL_GANJA,Anonymous observation reported near Tiruppur North Sector A locality in Tiruppur.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-116,MEDIUM,76,0
CR-2026-00591,ANON-TN-56FA44954B,2026-02-03 19:55:57,10,Krishnagiri,39,Krishnagiri South,94,Krishnagiri North Market,REHAB_NEED,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Krishnagiri North Market locality in Krishnagiri.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-168,MEDIUM,76,0
CR-2026-00592,ANON-TN-DB987D6FC1,2024-12-07 23:49:52,34,Nagapattinam,138,Nagapattinam East,334,Nagapattinam North Bypass Hub,REHAB_NEED,COMMERCIAL_GANJA,Anonymous observation reported near Nagapattinam North Bypass Hub locality in Nagapattinam.,MOBILE_APP,CORROBORATED,PROCESSED,DUP-GRP-6,MEDIUM,61,0
CR-2026-00593,ANON-TN-67CFC89448,2025-08-16 05:43:25,14,Kanniyakumari,58,Kanniyakumari Rural,139,Kanniyakumari East Sector A,SUSPECTED_DISTRIBUTION,UNKNOWN_CONTRABAND,Anonymous observation reported near Kanniyakumari East Sector A locality in Kanniyakumari.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-103,HIGH,89,0
CR-2026-00594,ANON-TN-D0D5E50A1A,2025-05-14 14:40:08,18,Tiruvallur,74,Tiruvallur East,178,Tiruvallur North Market,COMMUNITY_CONCERN,CHEMICAL_PRECURSORS,Anonymous observation reported near Tiruvallur North Market locality in Tiruvallur.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-57,LOW,74,0
CR-2026-00595,ANON-TN-062D06C2A7,2025-04-06 08:47:56,24,Nilgiris,99,Nilgiris West,243,Nilgiris West Sector A,SUSPECTED_DISTRIBUTION,UNKNOWN_CONTRABAND,Anonymous observation reported near Nilgiris West Sector A locality in Nilgiris.,WEB_PORTAL,CORROBORATED,PROCESSED,DUP-GRP-115,MEDIUM,70,0
CR-2026-00596,ANON-TN-FCFF920CED,2026-07-27 10:15:24,2,Coimbatore,7,Coimbatore South,15,Coimbatore North Sector A,COMMUNITY_CONCERN,OPIOID_ANALOGUES,Anonymous observation reported near Coimbatore North Sector A locality in Coimbatore.,TELEGRAM_BOT,DISMISSED,PROCESSED,DUP-GRP-149,HIGH,66,0
CR-2026-00597,ANON-TN-2B52FA1CD1,2025-06-23 13:53:42,31,Virudhunagar,124,Virudhunagar East,309,Virudhunagar Rural Market,REHAB_NEED,OPIOID_ANALOGUES,Anonymous observation reported near Virudhunagar Rural Market locality in Virudhunagar.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-48,HIGH,61,0
CR-2026-00598,ANON-TN-404369B3F1,2025-10-19 01:14:17,36,Ranipet,145,Ranipet South,356,Ranipet South Market,SUSPECTED_DISTRIBUTION,SYNTHETIC_MDMA,Anonymous observation reported near Ranipet South Market locality in Ranipet.,MOBILE_APP,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-355,LOW,89,0
CR-2026-00599,ANON-TN-4BF2E74E4F,2026-06-27 09:49:16,17,Chengalpattu,70,Chengalpattu West,172,Chengalpattu East Market,HEALTH_EMERGENCY,UNKNOWN_CONTRABAND,Anonymous observation reported near Chengalpattu East Market locality in Chengalpattu.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-111,LOW,63,0
CR-2026-00600,ANON-TN-16422602E2,2025-06-04 20:38:21,20,Viluppuram,80,Viluppuram North,204,Viluppuram East Sector A,REHAB_NEED,OPIOID_ANALOGUES,Anonymous observation reported near Viluppuram East Sector A locality in Viluppuram.,MOBILE_APP,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-367,MEDIUM,57,0
CR-2026-00601,ANON-TN-459B874B5E,2026-03-29 18:36:52,5,Tiruchirappalli,20,Tiruchirappalli East,48,Tiruchirappalli East Sector A,HEALTH_EMERGENCY,OPIOID_ANALOGUES,Anonymous observation reported near Tiruchirappalli East Sector A locality in Tiruchirappalli.,WEB_PORTAL,CORROBORATED,PROCESSED,DUP-GRP-268,MEDIUM,67,0
CR-2026-00602,ANON-TN-076600F833,2025-02-18 10:24:33,18,Tiruvallur,72,Tiruvallur North,181,Tiruvallur South Bypass Hub,HEALTH_EMERGENCY,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Tiruvallur South Bypass Hub locality in Tiruvallur.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-23,MEDIUM,66,0
CR-2026-00603,ANON-TN-78142E6891,2025-03-05 13:23:16,6,Tirunelveli,23,Tirunelveli North,56,Tirunelveli North Market,REHAB_NEED,OPIOID_ANALOGUES,Anonymous observation reported near Tirunelveli North Market locality in Tirunelveli.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-204,LOW,78,0
CR-2026-00604,ANON-TN-0C7AD7D386,2025-06-17 08:26:53,4,Salem,16,Salem West,38,Salem East Market,COMMUNITY_CONCERN,OPIOID_ANALOGUES,Anonymous observation reported near Salem East Market locality in Salem.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-246,HIGH,67,0
CR-2026-00605,ANON-TN-6C7284A616,2025-04-18 20:47:31,4,Salem,16,Salem West,36,Salem South Market,REHAB_NEED,SYNTHETIC_MDMA,Anonymous observation reported near Salem South Market locality in Salem.,MOBILE_APP,DISMISSED,PROCESSED,DUP-GRP-147,LOW,92,0
CR-2026-00606,ANON-TN-A3585DAD5A,2025-01-10 13:47:07,35,Mayiladuthurai,140,Mayiladuthurai North,351,Mayiladuthurai West Bypass Hub,SUSPECTED_DISTRIBUTION,CHEMICAL_PRECURSORS,Anonymous observation reported near Mayiladuthurai West Bypass Hub locality in Mayiladuthurai.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-270,MEDIUM,75,1
CR-2026-00607,ANON-TN-B7D60B4C51,2026-08-12 07:50:32,17,Chengalpattu,69,Chengalpattu East,170,Chengalpattu South Bypass Hub,SUSPECTED_DISTRIBUTION,OPIOID_ANALOGUES,Anonymous observation reported near Chengalpattu South Bypass Hub locality in Chengalpattu.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-246,MEDIUM,67,0
CR-2026-00608,ANON-TN-06667B68F9,2026-07-10 23:33:52,21,Kallakurichi,87,Kallakurichi Rural,210,Kallakurichi South Market,COMMUNITY_CONCERN,SYNTHETIC_MDMA,Anonymous observation reported near Kallakurichi South Market locality in Kallakurichi.,TOLL_FREE_IVR,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-40,MEDIUM,88,1
CR-2026-00609,ANON-TN-643E4BE708,2024-10-15 19:34:07,38,Tiruvannamalai,151,Tiruvannamalai South,374,Tiruvannamalai West Market,HEALTH_EMERGENCY,OPIOID_ANALOGUES,Anonymous observation reported near Tiruvannamalai West Market locality in Tiruvannamalai.,MOBILE_APP,CORROBORATED,PROCESSED,DUP-GRP-252,HIGH,57,0
CR-2026-00610,ANON-TN-F649BF1EC4,2025-02-10 18:26:24,26,Ariyalur,106,Ariyalur East,263,Ariyalur West Sector A,HEALTH_EMERGENCY,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Ariyalur West Sector A locality in Ariyalur.,MOBILE_APP,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-12,HIGH,64,0
CR-2026-00611,ANON-TN-4406D1E740,2025-02-06 20:03:09,34,Nagapattinam,137,Nagapattinam South,340,Nagapattinam West Sector A,REHAB_NEED,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Nagapattinam West Sector A locality in Nagapattinam.,TELEGRAM_BOT,DISMISSED,PROCESSED,DUP-GRP-117,MEDIUM,79,0
CR-2026-00612,ANON-TN-2B0FDD0712,2024-09-26 23:28:36,4,Salem,13,Salem North,35,Salem South Sector A,SUSPECTED_DISTRIBUTION,CHEMICAL_PRECURSORS,Anonymous observation reported near Salem South Sector A locality in Salem.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-259,MEDIUM,60,0
CR-2026-00613,ANON-TN-E56642DCD4,2024-10-02 23:24:56,31,Virudhunagar,122,Virudhunagar North,303,Virudhunagar South Market,SUSPECTED_DISTRIBUTION,SYNTHETIC_MDMA,Anonymous observation reported near Virudhunagar South Market locality in Virudhunagar.,WEB_PORTAL,CORROBORATED,PROCESSED,DUP-GRP-367,HIGH,82,0
CR-2026-00614,ANON-TN-199782A395,2026-04-24 16:40:56,7,Tiruppur,26,Tiruppur North,65,Tiruppur South Sector A,HEALTH_EMERGENCY,SYNTHETIC_MDMA,Anonymous observation reported near Tiruppur South Sector A locality in Tiruppur.,TELEGRAM_BOT,DISMISSED,PROCESSED,DUP-GRP-286,HIGH,89,0
CR-2026-00615,ANON-TN-A504CBB91D,2025-05-20 01:36:23,26,Ariyalur,104,Ariyalur North,258,Ariyalur South Sector A,REHAB_NEED,CHEMICAL_PRECURSORS,Anonymous observation reported near Ariyalur South Sector A locality in Ariyalur.,TOLL_FREE_IVR,UNVERIFIED,PROCESSED,DUP-GRP-82,HIGH,75,0
CR-2026-00616,ANON-TN-3DEA50D48E,2024-10-31 02:44:26,27,Perambalur,109,Perambalur South,267,Perambalur South Sector A,REHAB_NEED,UNKNOWN_CONTRABAND,Anonymous observation reported near Perambalur South Sector A locality in Perambalur.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-311,LOW,74,0
CR-2026-00617,ANON-TN-94B21A6124,2026-04-27 16:45:44,17,Chengalpattu,68,Chengalpattu South,168,Chengalpattu South Sector A,HEALTH_EMERGENCY,UNKNOWN_CONTRABAND,Anonymous observation reported near Chengalpattu South Sector A locality in Chengalpattu.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-161,HIGH,68,0
CR-2026-00618,ANON-TN-9245802155,2024-09-22 03:20:55,37,Tirupathur,147,Tirupathur North,361,Tirupathur South Sector A,COMMUNITY_CONCERN,UNKNOWN_CONTRABAND,Anonymous observation reported near Tirupathur South Sector A locality in Tirupathur.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-24,MEDIUM,64,0
CR-2026-00619,ANON-TN-38F150968E,2026-07-05 23:00:49,34,Nagapattinam,136,Nagapattinam North,333,Nagapattinam North Market,REHAB_NEED,SYNTHETIC_MDMA,Anonymous observation reported near Nagapattinam North Market locality in Nagapattinam.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-260,MEDIUM,82,0
CR-2026-00620,ANON-TN-0AF74E4736,2025-08-11 02:07:01,14,Kanniyakumari,54,Kanniyakumari North,137,Kanniyakumari South Sector A,HEALTH_EMERGENCY,OPIOID_ANALOGUES,Anonymous observation reported near Kanniyakumari South Sector A locality in Kanniyakumari.,WEB_PORTAL,CORROBORATED,PROCESSED,DUP-GRP-276,HIGH,62,0
CR-2026-00621,ANON-TN-610CA06667,2025-04-03 15:37:45,16,Kancheepuram,66,Kancheepuram Rural,160,Kancheepuram West Sector A,COMMUNITY_CONCERN,CHEMICAL_PRECURSORS,Anonymous observation reported near Kancheepuram West Sector A locality in Kancheepuram.,MOBILE_APP,CORROBORATED,PROCESSED,DUP-GRP-273,LOW,80,0
CR-2026-00622,ANON-TN-6684A9EC70,2026-02-09 02:13:47,8,Erode,29,Erode North,77,Erode West Sector A,COMMUNITY_CONCERN,OPIOID_ANALOGUES,Anonymous observation reported near Erode West Sector A locality in Erode.,TELEGRAM_BOT,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-247,MEDIUM,63,0
CR-2026-00623,ANON-TN-7BD62A08E3,2025-11-15 08:12:59,27,Perambalur,108,Perambalur North,265,Perambalur North Sector A,COMMUNITY_CONCERN,UNKNOWN_CONTRABAND,Anonymous observation reported near Perambalur North Sector A locality in Perambalur.,TOLL_FREE_IVR,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-27,MEDIUM,69,0
CR-2026-00624,ANON-TN-8713A567A8,2026-05-30 02:11:46,19,Cuddalore,76,Cuddalore South,188,Cuddalore South Sector A,SUSPECTED_DISTRIBUTION,SYNTHETIC_MDMA,Anonymous observation reported near Cuddalore South Sector A locality in Cuddalore.,MOBILE_APP,UNVERIFIED,PROCESSED,DUP-GRP-204,HIGH,75,1
CR-2026-00625,ANON-TN-2330750D4A,2026-06-08 10:45:03,20,Viluppuram,82,Viluppuram East,205,Viluppuram East Market,COMMUNITY_CONCERN,SYNTHETIC_MDMA,Anonymous observation reported near Viluppuram East Market locality in Viluppuram.,TOLL_FREE_IVR,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-111,LOW,55,0
CR-2026-00626,ANON-TN-A8BA193DE6,2026-06-18 19:13:13,15,Tenkasi,61,Tenkasi East,147,Tenkasi North Market,REHAB_NEED,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Tenkasi North Market locality in Tenkasi.,TELEGRAM_BOT,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-90,LOW,83,0
CR-2026-00627,ANON-TN-E4DACB1F79,2025-01-21 02:51:30,34,Nagapattinam,139,Nagapattinam West,342,Nagapattinam West Bypass Hub,REHAB_NEED,OPIOID_ANALOGUES,Anonymous observation reported near Nagapattinam West Bypass Hub locality in Nagapattinam.,TELEGRAM_BOT,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-151,MEDIUM,81,0
CR-2026-00628,ANON-TN-52F94E2447,2025-05-06 11:09:03,36,Ranipet,145,Ranipet South,353,Ranipet North Market,HEALTH_EMERGENCY,SYNTHETIC_MDMA,Anonymous observation reported near Ranipet North Market locality in Ranipet.,MOBILE_APP,DISMISSED,PROCESSED,DUP-GRP-110,HIGH,69,0
CR-2026-00629,ANON-TN-28F0011DFE,2026-03-27 20:54:22,25,Karur,103,Karur West,246,Karur North Market,COMMUNITY_CONCERN,COMMERCIAL_GANJA,Anonymous observation reported near Karur North Market locality in Karur.,MOBILE_APP,CORROBORATED,PROCESSED,DUP-GRP-26,LOW,88,1
CR-2026-00630,ANON-TN-A4277CEAE7,2026-08-08 21:16:22,13,Thoothukudi,50,Thoothukudi South,125,Thoothukudi South Sector A,HEALTH_EMERGENCY,SYNTHETIC_MDMA,Anonymous observation reported near Thoothukudi South Sector A locality in Thoothukudi.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-99,MEDIUM,67,0
CR-2026-00631,ANON-TN-7EF85E64AD,2024-11-24 11:07:06,23,Namakkal,93,Namakkal South,235,Namakkal West Market,COMMUNITY_CONCERN,UNKNOWN_CONTRABAND,Anonymous observation reported near Namakkal West Market locality in Namakkal.,TELEGRAM_BOT,DISMISSED,PROCESSED,DUP-GRP-85,MEDIUM,82,1
CR-2026-00632,ANON-TN-754A9C3ABC,2025-12-13 01:14:27,24,Nilgiris,99,Nilgiris West,236,Nilgiris North Sector A,COMMUNITY_CONCERN,UNKNOWN_CONTRABAND,Anonymous observation reported near Nilgiris North Sector A locality in Nilgiris.,WEB_PORTAL,DISMISSED,PROCESSED,DUP-GRP-276,MEDIUM,76,0
CR-2026-00633,ANON-TN-315CC7789E,2025-02-21 17:54:56,7,Tiruppur,27,Tiruppur South,65,Tiruppur South Sector A,REHAB_NEED,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Tiruppur South Sector A locality in Tiruppur.,WEB_PORTAL,CORROBORATED,PROCESSED,DUP-GRP-202,LOW,67,0
CR-2026-00634,ANON-TN-40FADA939D,2025-02-28 13:34:44,21,Kallakurichi,85,Kallakurichi East,211,Kallakurichi East Sector A,COMMUNITY_CONCERN,CHEMICAL_PRECURSORS,Anonymous observation reported near Kallakurichi East Sector A locality in Kallakurichi.,WEB_PORTAL,CORROBORATED,PROCESSED,DUP-GRP-332,LOW,70,0
CR-2026-00635,ANON-TN-5B3D02BFC1,2025-12-13 13:34:21,30,Ramanathapuram,120,Ramanathapuram East,299,Ramanathapuram West Bypass Hub,SUSPECTED_DISTRIBUTION,OPIOID_ANALOGUES,Anonymous observation reported near Ramanathapuram West Bypass Hub locality in Ramanathapuram.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-145,HIGH,79,0
CR-2026-00636,ANON-TN-8A4CDC58ED,2025-08-31 08:32:27,25,Karur,101,Karur South,248,Karur South Sector A,HEALTH_EMERGENCY,COMMERCIAL_GANJA,Anonymous observation reported near Karur South Sector A locality in Karur.,MOBILE_APP,CORROBORATED,PROCESSED,DUP-GRP-325,MEDIUM,92,1
CR-2026-00637,ANON-TN-1804BA2296,2025-12-26 13:02:45,19,Cuddalore,75,Cuddalore North,187,Cuddalore North Bypass Hub,HEALTH_EMERGENCY,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Cuddalore North Bypass Hub locality in Cuddalore.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-326,HIGH,62,0
