alert_id,district_id,district_name,created_at,alert_type,priority_level,status,trigger_summary,confidence_score
ALT-2026-00296,12,Thanjavur,2025-05-16 04:44:40,DATA_ANOMALY,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Thanjavur jurisdiction.,69
ALT-2026-00297,21,Kallakurichi,2026-04-01 16:32:12,HIGH_RISK_LOW_CONFIDENCE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Kallakurichi jurisdiction.,86
ALT-2026-00298,1,Chennai,2025-03-05 04:13:54,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Chennai jurisdiction.,88
ALT-2026-00299,12,Thanjavur,2024-12-18 02:53:56,CORRIDOR_SURGE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Thanjavur jurisdiction.,93
ALT-2026-00300,15,Tenkasi,2024-11-12 05:41:27,EMERGING_ZONE,HIGH,RESOLVED,Statistically significant pattern change observed in Tenkasi jurisdiction.,72
ALT-2026-00301,6,Tirunelveli,2026-01-26 22:35:03,EMERGING_ZONE,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Tirunelveli jurisdiction.,76
ALT-2026-00302,20,Viluppuram,2024-12-18 05:10:50,RAPID_INCREASE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Viluppuram jurisdiction.,69
ALT-2026-00303,29,Sivaganga,2025-12-02 10:27:21,CORRIDOR_SURGE,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Sivaganga jurisdiction.,91
ALT-2026-00304,21,Kallakurichi,2025-04-20 13:51:04,CORRIDOR_SURGE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Kallakurichi jurisdiction.,72
ALT-2026-00305,16,Kancheepuram,2026-01-03 19:38:34,RAPID_INCREASE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Kancheepuram jurisdiction.,71
ALT-2026-00306,6,Tirunelveli,2025-09-19 05:53:40,EMERGING_ZONE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tirunelveli jurisdiction.,91
ALT-2026-00307,3,Madurai,2026-02-13 06:58:50,NEW_SIGNAL,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Madurai jurisdiction.,90
ALT-2026-00308,22,Dharmapuri,2025-01-08 14:05:42,DATA_ANOMALY,HIGH,RESOLVED,Statistically significant pattern change observed in Dharmapuri jurisdiction.,80
ALT-2026-00309,11,Dindigul,2024-10-22 18:01:25,RAPID_INCREASE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Dindigul jurisdiction.,68
ALT-2026-00310,6,Tirunelveli,2026-04-24 05:24:26,EMERGING_ZONE,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Tirunelveli jurisdiction.,87
ALT-2026-00311,1,Chennai,2025-07-30 22:25:48,HIGH_RISK_LOW_CONFIDENCE,HIGH,RESOLVED,Statistically significant pattern change observed in Chennai jurisdiction.,95
ALT-2026-00312,22,Dharmapuri,2025-09-11 00:54:30,NEW_SIGNAL,MEDIUM,RESOLVED,Statistically significant pattern change observed in Dharmapuri jurisdiction.,92
ALT-2026-00313,31,Virudhunagar,2026-01-31 12:13:04,EMERGING_ZONE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Virudhunagar jurisdiction.,89
ALT-2026-00314,12,Thanjavur,2026-07-14 11:14:31,DATA_ANOMALY,HIGH,RESOLVED,Statistically significant pattern change observed in Thanjavur jurisdiction.,92
ALT-2026-00315,26,Ariyalur,2025-04-24 07:48:08,DATA_ANOMALY,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Ariyalur jurisdiction.,70
ALT-2026-00316,26,Ariyalur,2024-11-28 06:24:59,CORRIDOR_SURGE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Ariyalur jurisdiction.,68
ALT-2026-00317,19,Cuddalore,2025-08-29 11:20:03,NEW_SIGNAL,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Cuddalore jurisdiction.,77
ALT-2026-00318,7,Tiruppur,2025-03-05 05:27:43,DATA_ANOMALY,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tiruppur jurisdiction.,73
ALT-2026-00319,2,Coimbatore,2025-05-20 18:19:21,CORRIDOR_SURGE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Coimbatore jurisdiction.,78
ALT-2026-00320,21,Kallakurichi,2025-04-01 07:41:14,DATA_ANOMALY,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Kallakurichi jurisdiction.,89
ALT-2026-00321,10,Krishnagiri,2026-04-28 22:02:46,CORRIDOR_SURGE,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Krishnagiri jurisdiction.,85
ALT-2026-00322,28,Pudukkottai,2026-01-22 12:33:08,NEW_SIGNAL,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Pudukkottai jurisdiction.,76
ALT-2026-00323,26,Ariyalur,2025-01-25 06:47:52,CORRIDOR_SURGE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Ariyalur jurisdiction.,72
ALT-2026-00324,9,Vellore,2026-06-19 19:59:16,CORRIDOR_SURGE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Vellore jurisdiction.,85
ALT-2026-00325,35,Mayiladuthurai,2026-07-11 22:51:28,CORRIDOR_SURGE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Mayiladuthurai jurisdiction.,88
ALT-2026-00326,28,Pudukkottai,2024-10-31 16:01:13,DATA_ANOMALY,HIGH,RESOLVED,Statistically significant pattern change observed in Pudukkottai jurisdiction.,79
ALT-2026-00327,22,Dharmapuri,2025-01-30 05:21:37,RAPID_INCREASE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Dharmapuri jurisdiction.,67
ALT-2026-00328,6,Tirunelveli,2025-01-29 19:46:19,NEW_SIGNAL,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tirunelveli jurisdiction.,92
ALT-2026-00329,32,Theni,2025-11-26 07:06:59,EMERGING_ZONE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Theni jurisdiction.,87
ALT-2026-00330,19,Cuddalore,2025-09-16 09:01:18,HIGH_RISK_LOW_CONFIDENCE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Cuddalore jurisdiction.,83
ALT-2026-00331,16,Kancheepuram,2025-11-15 19:37:09,HIGH_RISK_LOW_CONFIDENCE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Kancheepuram jurisdiction.,86
ALT-2026-00332,14,Kanniyakumari,2026-01-04 21:02:27,DATA_ANOMALY,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Kanniyakumari jurisdiction.,73
ALT-2026-00333,15,Tenkasi,2025-04-13 11:20:38,RAPID_INCREASE,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Tenkasi jurisdiction.,65
ALT-2026-00334,5,Tiruchirappalli,2024-10-31 17:36:29,DATA_ANOMALY,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tiruchirappalli jurisdiction.,82
ALT-2026-00335,18,Tiruvallur,2026-05-25 12:50:16,EMERGING_ZONE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tiruvallur jurisdiction.,90
ALT-2026-00336,30,Ramanathapuram,2025-11-30 19:08:22,RAPID_INCREASE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Ramanathapuram jurisdiction.,84
ALT-2026-00337,16,Kancheepuram,2025-10-16 17:07:42,DATA_ANOMALY,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Kancheepuram jurisdiction.,65
ALT-2026-00338,2,Coimbatore,2025-08-25 22:55:47,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Coimbatore jurisdiction.,76
ALT-2026-00339,7,Tiruppur,2025-09-15 08:21:07,EMERGING_ZONE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Tiruppur jurisdiction.,78
ALT-2026-00340,4,Salem,2026-04-17 07:21:15,NEW_SIGNAL,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Salem jurisdiction.,76
ALT-2026-00341,2,Coimbatore,2025-06-28 20:37:13,CORRIDOR_SURGE,HIGH,RESOLVED,Statistically significant pattern change observed in Coimbatore jurisdiction.,77
ALT-2026-00342,1,Chennai,2025-08-27 12:21:20,EMERGING_ZONE,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Chennai jurisdiction.,80
ALT-2026-00343,4,Salem,2026-04-12 19:43:51,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Salem jurisdiction.,80
ALT-2026-00344,31,Virudhunagar,2026-02-21 19:50:26,RAPID_INCREASE,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Virudhunagar jurisdiction.,89
ALT-2026-00345,1,Chennai,2026-06-21 23:43:21,DATA_ANOMALY,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Chennai jurisdiction.,86
ALT-2026-00346,3,Madurai,2024-10-19 01:19:58,CORRIDOR_SURGE,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Madurai jurisdiction.,85
ALT-2026-00347,23,Namakkal,2025-07-11 17:55:44,NEW_SIGNAL,ADVISORY,RESOLVED,Statistically significant pattern change observed in Namakkal jurisdiction.,96
ALT-2026-00348,29,Sivaganga,2026-05-08 11:39:34,DATA_ANOMALY,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Sivaganga jurisdiction.,72
ALT-2026-00349,13,Thoothukudi,2026-05-02 03:52:04,EMERGING_ZONE,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Thoothukudi jurisdiction.,80
ALT-2026-00350,15,Tenkasi,2025-04-27 10:54:40,RAPID_INCREASE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tenkasi jurisdiction.,85
ALT-2026-00351,32,Theni,2025-04-30 04:20:19,CORRIDOR_SURGE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Theni jurisdiction.,82
ALT-2026-00352,9,Vellore,2026-02-13 07:23:10,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Vellore jurisdiction.,84
ALT-2026-00353,3,Madurai,2025-03-23 18:00:01,CORRIDOR_SURGE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Madurai jurisdiction.,92
ALT-2026-00354,11,Dindigul,2025-09-06 07:48:57,EMERGING_ZONE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Dindigul jurisdiction.,71
ALT-2026-00355,29,Sivaganga,2024-09-21 15:10:18,HIGH_RISK_LOW_CONFIDENCE,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Sivaganga jurisdiction.,79
ALT-2026-00356,34,Nagapattinam,2026-02-11 09:06:53,EMERGING_ZONE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Nagapattinam jurisdiction.,75
ALT-2026-00357,10,Krishnagiri,2025-02-09 21:18:28,RAPID_INCREASE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Krishnagiri jurisdiction.,69
ALT-2026-00358,5,Tiruchirappalli,2026-04-24 13:41:13,NEW_SIGNAL,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tiruchirappalli jurisdiction.,87
ALT-2026-00359,34,Nagapattinam,2026-01-01 02:43:16,NEW_SIGNAL,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Nagapattinam jurisdiction.,95
ALT-2026-00360,20,Viluppuram,2026-05-01 18:46:52,CORRIDOR_SURGE,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Viluppuram jurisdiction.,83
ALT-2026-00361,14,Kanniyakumari,2025-06-19 21:46:49,RAPID_INCREASE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Kanniyakumari jurisdiction.,65
ALT-2026-00362,22,Dharmapuri,2024-11-13 02:55:30,EMERGING_ZONE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Dharmapuri jurisdiction.,84
ALT-2026-00363,34,Nagapattinam,2025-02-27 04:08:30,DATA_ANOMALY,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Nagapattinam jurisdiction.,76
ALT-2026-00364,20,Viluppuram,2025-04-25 00:43:34,NEW_SIGNAL,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Viluppuram jurisdiction.,72
ALT-2026-00365,24,Nilgiris,2025-10-14 00:24:21,EMERGING_ZONE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Nilgiris jurisdiction.,82
ALT-2026-00366,3,Madurai,2025-12-14 18:01:26,RAPID_INCREASE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Madurai jurisdiction.,70
ALT-2026-00367,8,Erode,2025-01-14 21:23:28,CORRIDOR_SURGE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Erode jurisdiction.,74
ALT-2026-00368,22,Dharmapuri,2025-09-10 11:09:50,CORRIDOR_SURGE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Dharmapuri jurisdiction.,85
ALT-2026-00369,1,Chennai,2026-01-20 23:26:13,HIGH_RISK_LOW_CONFIDENCE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Chennai jurisdiction.,69
ALT-2026-00370,20,Viluppuram,2026-06-18 07:17:38,NEW_SIGNAL,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Viluppuram jurisdiction.,73
ALT-2026-00371,12,Thanjavur,2025-07-25 02:12:43,NEW_SIGNAL,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Thanjavur jurisdiction.,76
ALT-2026-00372,16,Kancheepuram,2025-04-16 10:11:08,RAPID_INCREASE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Kancheepuram jurisdiction.,80
ALT-2026-00373,21,Kallakurichi,2026-05-23 09:51:16,HIGH_RISK_LOW_CONFIDENCE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Kallakurichi jurisdiction.,67
ALT-2026-00374,17,Chengalpattu,2025-10-16 10:40:22,CORRIDOR_SURGE,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Chengalpattu jurisdiction.,87
ALT-2026-00375,4,Salem,2025-11-17 10:11:11,HIGH_RISK_LOW_CONFIDENCE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Salem jurisdiction.,74
ALT-2026-00376,4,Salem,2026-04-14 18:31:37,CORRIDOR_SURGE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Salem jurisdiction.,78
ALT-2026-00377,27,Perambalur,2024-12-17 09:41:44,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Perambalur jurisdiction.,80
ALT-2026-00378,30,Ramanathapuram,2025-02-26 12:48:27,HIGH_RISK_LOW_CONFIDENCE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Ramanathapuram jurisdiction.,86
ALT-2026-00379,20,Viluppuram,2026-01-09 08:10:51,RAPID_INCREASE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Viluppuram jurisdiction.,71
ALT-2026-00380,4,Salem,2026-06-08 14:10:40,EMERGING_ZONE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Salem jurisdiction.,86
ALT-2026-00381,7,Tiruppur,2025-06-02 19:32:51,CORRIDOR_SURGE,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Tiruppur jurisdiction.,73
ALT-2026-00382,15,Tenkasi,2025-04-29 15:18:14,RAPID_INCREASE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Tenkasi jurisdiction.,92
ALT-2026-00383,19,Cuddalore,2026-01-07 04:52:33,NEW_SIGNAL,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Cuddalore jurisdiction.,93
ALT-2026-00384,2,Coimbatore,2026-07-06 13:54:32,NEW_SIGNAL,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Coimbatore jurisdiction.,76
ALT-2026-00385,38,Tiruvannamalai,2024-10-20 18:30:08,HIGH_RISK_LOW_CONFIDENCE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Tiruvannamalai jurisdiction.,71
ALT-2026-00386,11,Dindigul,2025-01-07 03:22:47,DATA_ANOMALY,CRITICAL,RESOLVED,Statistically significant pattern change observed in Dindigul jurisdiction.,81
ALT-2026-00387,28,Pudukkottai,2025-10-15 04:17:51,DATA_ANOMALY,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Pudukkottai jurisdiction.,91
ALT-2026-00388,1,Chennai,2026-05-15 23:54:37,NEW_SIGNAL,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Chennai jurisdiction.,78
ALT-2026-00389,10,Krishnagiri,2025-03-10 09:47:33,NEW_SIGNAL,CRITICAL,RESOLVED,Statistically significant pattern change observed in Krishnagiri jurisdiction.,85
ALT-2026-00390,18,Tiruvallur,2025-05-28 10:21:26,RAPID_INCREASE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Tiruvallur jurisdiction.,68
ALT-2026-00391,18,Tiruvallur,2025-08-20 13:04:13,RAPID_INCREASE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tiruvallur jurisdiction.,87
ALT-2026-00392,36,Ranipet,2025-10-06 03:15:13,EMERGING_ZONE,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Ranipet jurisdiction.,73
ALT-2026-00393,9,Vellore,2026-05-23 20:28:20,DATA_ANOMALY,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Vellore jurisdiction.,86
ALT-2026-00394,29,Sivaganga,2025-11-25 14:51:30,HIGH_RISK_LOW_CONFIDENCE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Sivaganga jurisdiction.,87
ALT-2026-00395,19,Cuddalore,2025-06-17 03:58:10,NEW_SIGNAL,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Cuddalore jurisdiction.,96
ALT-2026-00396,27,Perambalur,2026-04-08 04:36:04,EMERGING_ZONE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Perambalur jurisdiction.,95
ALT-2026-00397,10,Krishnagiri,2025-02-25 02:44:11,CORRIDOR_SURGE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Krishnagiri jurisdiction.,79
ALT-2026-00398,33,Thiruvarur,2024-12-17 09:38:19,CORRIDOR_SURGE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Thiruvarur jurisdiction.,91
ALT-2026-00399,27,Perambalur,2025-02-06 02:47:21,EMERGING_ZONE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Perambalur jurisdiction.,73
ALT-2026-00400,27,Perambalur,2025-03-04 10:47:11,HIGH_RISK_LOW_CONFIDENCE,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Perambalur jurisdiction.,96
ALT-2026-00401,22,Dharmapuri,2025-02-26 21:33:41,DATA_ANOMALY,MEDIUM,RESOLVED,Statistically significant pattern change observed in Dharmapuri jurisdiction.,82
ALT-2026-00402,16,Kancheepuram,2024-11-11 14:19:02,EMERGING_ZONE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Kancheepuram jurisdiction.,94
ALT-2026-00403,12,Thanjavur,2025-04-18 15:39:10,CORRIDOR_SURGE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Thanjavur jurisdiction.,74
ALT-2026-00404,38,Tiruvannamalai,2026-08-09 21:41:03,EMERGING_ZONE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tiruvannamalai jurisdiction.,72
ALT-2026-00405,2,Coimbatore,2026-05-18 03:38:34,RAPID_INCREASE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Coimbatore jurisdiction.,89
ALT-2026-00406,2,Coimbatore,2025-03-18 23:21:13,DATA_ANOMALY,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Coimbatore jurisdiction.,94
ALT-2026-00407,28,Pudukkottai,2024-10-03 04:29:23,NEW_SIGNAL,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Pudukkottai jurisdiction.,91
ALT-2026-00408,20,Viluppuram,2025-07-04 08:02:22,RAPID_INCREASE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Viluppuram jurisdiction.,90
ALT-2026-00409,13,Thoothukudi,2025-04-23 12:34:13,CORRIDOR_SURGE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Thoothukudi jurisdiction.,81
ALT-2026-00410,9,Vellore,2026-05-21 11:34:18,EMERGING_ZONE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Vellore jurisdiction.,74
ALT-2026-00411,15,Tenkasi,2025-08-28 23:03:16,RAPID_INCREASE,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Tenkasi jurisdiction.,75
ALT-2026-00412,17,Chengalpattu,2026-01-19 01:05:07,EMERGING_ZONE,HIGH,RESOLVED,Statistically significant pattern change observed in Chengalpattu jurisdiction.,84
ALT-2026-00413,10,Krishnagiri,2025-10-02 16:56:35,NEW_SIGNAL,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Krishnagiri jurisdiction.,73
ALT-2026-00414,38,Tiruvannamalai,2024-12-30 02:59:10,DATA_ANOMALY,ADVISORY,RESOLVED,Statistically significant pattern change observed in Tiruvannamalai jurisdiction.,92
ALT-2026-00415,30,Ramanathapuram,2024-12-03 21:02:59,RAPID_INCREASE,HIGH,RESOLVED,Statistically significant pattern change observed in Ramanathapuram jurisdiction.,74
ALT-2026-00416,37,Tirupathur,2026-04-17 13:25:39,CORRIDOR_SURGE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tirupathur jurisdiction.,81
ALT-2026-00417,7,Tiruppur,2024-10-10 02:30:31,RAPID_INCREASE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Tiruppur jurisdiction.,92
ALT-2026-00418,22,Dharmapuri,2025-05-08 15:44:42,NEW_SIGNAL,MEDIUM,RESOLVED,Statistically significant pattern change observed in Dharmapuri jurisdiction.,78
ALT-2026-00419,13,Thoothukudi,2026-03-04 06:03:08,NEW_SIGNAL,CRITICAL,RESOLVED,Statistically significant pattern change observed in Thoothukudi jurisdiction.,90
ALT-2026-00420,24,Nilgiris,2026-07-14 07:59:41,DATA_ANOMALY,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Nilgiris jurisdiction.,72
ALT-2026-00421,5,Tiruchirappalli,2026-02-19 07:53:53,RAPID_INCREASE,HIGH,RESOLVED,Statistically significant pattern change observed in Tiruchirappalli jurisdiction.,96
ALT-2026-00422,17,Chengalpattu,2025-06-22 16:35:32,RAPID_INCREASE,HIGH,RESOLVED,Statistically significant pattern change observed in Chengalpattu jurisdiction.,83
ALT-2026-00423,24,Nilgiris,2026-02-04 22:03:55,HIGH_RISK_LOW_CONFIDENCE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Nilgiris jurisdiction.,84
ALT-2026-00424,25,Karur,2025-10-17 17:21:51,DATA_ANOMALY,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Karur jurisdiction.,94
ALT-2026-00425,11,Dindigul,2024-10-24 16:41:07,CORRIDOR_SURGE,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Dindigul jurisdiction.,78
ALT-2026-00426,23,Namakkal,2026-04-28 07:33:06,RAPID_INCREASE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Namakkal jurisdiction.,92
ALT-2026-00427,17,Chengalpattu,2025-05-31 13:45:35,DATA_ANOMALY,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Chengalpattu jurisdiction.,80
ALT-2026-00428,3,Madurai,2026-05-01 06:43:28,EMERGING_ZONE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Madurai jurisdiction.,89
ALT-2026-00429,22,Dharmapuri,2025-03-30 02:35:59,RAPID_INCREASE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Dharmapuri jurisdiction.,74
ALT-2026-00430,18,Tiruvallur,2025-07-15 13:57:26,CORRIDOR_SURGE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Tiruvallur jurisdiction.,87
ALT-2026-00431,17,Chengalpattu,2025-04-07 20:47:33,CORRIDOR_SURGE,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Chengalpattu jurisdiction.,91
ALT-2026-00432,14,Kanniyakumari,2025-01-05 10:30:21,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Kanniyakumari jurisdiction.,88
ALT-2026-00433,32,Theni,2025-04-02 07:52:03,NEW_SIGNAL,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Theni jurisdiction.,67
ALT-2026-00434,13,Thoothukudi,2026-01-03 22:33:53,RAPID_INCREASE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Thoothukudi jurisdiction.,84
ALT-2026-00435,31,Virudhunagar,2026-02-09 12:49:49,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Virudhunagar jurisdiction.,74
ALT-2026-00436,29,Sivaganga,2025-01-18 18:42:23,CORRIDOR_SURGE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Sivaganga jurisdiction.,86
ALT-2026-00437,29,Sivaganga,2025-01-31 06:11:39,CORRIDOR_SURGE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Sivaganga jurisdiction.,68
ALT-2026-00438,23,Namakkal,2025-10-01 06:54:31,RAPID_INCREASE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Namakkal jurisdiction.,67
ALT-2026-00439,4,Salem,2024-10-16 00:09:29,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Salem jurisdiction.,71
ALT-2026-00440,25,Karur,2024-10-12 21:48:03,CORRIDOR_SURGE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Karur jurisdiction.,65
ALT-2026-00441,1,Chennai,2026-05-18 03:15:09,DATA_ANOMALY,MEDIUM,RESOLVED,Statistically significant pattern change observed in Chennai jurisdiction.,87
ALT-2026-00442,15,Tenkasi,2026-04-06 13:07:32,EMERGING_ZONE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Tenkasi jurisdiction.,77
ALT-2026-00443,11,Dindigul,2025-03-18 18:11:00,NEW_SIGNAL,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Dindigul jurisdiction.,86
