health_record_id,reporting_period,district_id,district_name,facility_type,aggregate_signal_type,primary_category,aggregate_patient_count,confidence_score
HR-2026-00298,2024-12-13 17:10:59,4,Salem,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,COMMERCIAL_GANJA,1,73
HR-2026-00299,2025-05-03 15:50:32,1,Chennai,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,UNKNOWN_CONTRABAND,10,86
HR-2026-00300,2025-11-26 21:45:21,3,Madurai,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,COMMERCIAL_GANJA,7,86
HR-2026-00301,2025-02-22 02:29:15,38,Tiruvannamalai,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,15,91
HR-2026-00302,2025-09-08 04:35:41,21,Kallakurichi,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,2,85
HR-2026-00303,2026-03-03 03:56:53,28,Pudukkottai,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,UNKNOWN_CONTRABAND,10,72
HR-2026-00304,2026-06-08 01:45:49,34,Nagapattinam,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,9,82
HR-2026-00305,2024-11-07 09:46:48,7,Tiruppur,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,OPIOID_ANALOGUES,9,71
HR-2026-00306,2025-01-05 07:31:21,20,Viluppuram,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,OPIOID_ANALOGUES,6,76
HR-2026-00307,2024-12-26 04:13:01,24,Nilgiris,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,UNKNOWN_CONTRABAND,3,88
HR-2026-00308,2026-06-23 17:43:51,16,Kancheepuram,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,COMMERCIAL_GANJA,2,88
HR-2026-00309,2026-06-07 04:09:09,26,Ariyalur,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,11,94
HR-2026-00310,2025-08-17 02:18:09,10,Krishnagiri,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,SYNTHETIC_MDMA,7,81
HR-2026-00311,2025-04-05 13:12:30,27,Perambalur,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,UNKNOWN_CONTRABAND,7,90
HR-2026-00312,2026-02-19 18:10:28,28,Pudukkottai,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,SYNTHETIC_MDMA,12,86
HR-2026-00313,2026-04-23 09:15:01,2,Coimbatore,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,SYNTHETIC_MDMA,3,90
HR-2026-00314,2024-12-15 11:48:11,29,Sivaganga,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,SYNTHETIC_MDMA,5,71
HR-2026-00315,2024-12-04 17:30:12,24,Nilgiris,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,OPIOID_ANALOGUES,8,81
HR-2026-00316,2025-12-05 04:12:00,7,Tiruppur,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,PRESCRIPTION_NARCOTICS,5,86
HR-2026-00317,2025-04-01 22:42:24,16,Kancheepuram,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,SYNTHETIC_MDMA,8,90
HR-2026-00318,2025-11-18 13:28:17,17,Chengalpattu,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,1,82
HR-2026-00319,2026-02-27 20:07:51,32,Theni,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,CHEMICAL_PRECURSORS,13,79
HR-2026-00320,2026-05-16 16:04:22,11,Dindigul,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,COMMERCIAL_GANJA,4,80
HR-2026-00321,2024-11-18 04:52:16,27,Perambalur,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,7,91
HR-2026-00322,2025-05-17 02:31:48,27,Perambalur,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,10,77
HR-2026-00323,2024-09-26 13:19:00,22,Dharmapuri,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,UNKNOWN_CONTRABAND,1,73
HR-2026-00324,2024-12-15 17:34:09,36,Ranipet,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,8,74
HR-2026-00325,2026-05-26 09:03:02,20,Viluppuram,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,SYNTHETIC_MDMA,15,78
HR-2026-00326,2026-03-29 08:10:36,6,Tirunelveli,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,SYNTHETIC_MDMA,13,78
HR-2026-00327,2025-07-14 10:22:33,23,Namakkal,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,OPIOID_ANALOGUES,6,84
HR-2026-00328,2026-06-04 10:09:18,31,Virudhunagar,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,OPIOID_ANALOGUES,2,73
HR-2026-00329,2026-04-05 12:33:07,18,Tiruvallur,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,SYNTHETIC_MDMA,11,72
HR-2026-00330,2025-09-29 04:11:57,35,Mayiladuthurai,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,2,78
HR-2026-00331,2025-11-28 02:27:04,17,Chengalpattu,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,SYNTHETIC_MDMA,3,90
HR-2026-00332,2026-07-31 03:44:03,14,Kanniyakumari,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,OPIOID_ANALOGUES,15,73
HR-2026-00333,2025-04-18 23:46:54,7,Tiruppur,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,SYNTHETIC_MDMA,15,78
HR-2026-00334,2025-08-11 10:20:44,10,Krishnagiri,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,CHEMICAL_PRECURSORS,12,70
HR-2026-00335,2025-11-10 07:38:40,37,Tirupathur,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,COMMERCIAL_GANJA,6,76
HR-2026-00336,2025-04-16 19:34:06,13,Thoothukudi,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,COMMERCIAL_GANJA,15,86
HR-2026-00337,2026-05-10 21:55:14,35,Mayiladuthurai,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,4,87
HR-2026-00338,2025-09-19 09:41:38,21,Kallakurichi,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,UNKNOWN_CONTRABAND,12,76
HR-2026-00339,2026-07-12 06:02:41,37,Tirupathur,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,UNKNOWN_CONTRABAND,2,80
HR-2026-00340,2025-01-11 21:10:14,26,Ariyalur,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,UNKNOWN_CONTRABAND,14,73
HR-2026-00341,2024-12-30 21:51:47,11,Dindigul,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,9,71
HR-2026-00342,2025-05-14 06:14:51,13,Thoothukudi,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,9,92
HR-2026-00343,2024-10-13 14:09:22,22,Dharmapuri,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,SYNTHETIC_MDMA,2,70
HR-2026-00344,2025-04-21 07:01:10,13,Thoothukudi,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,OPIOID_ANALOGUES,13,84
HR-2026-00345,2026-05-02 00:12:56,19,Cuddalore,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,OPIOID_ANALOGUES,8,72
HR-2026-00346,2024-10-31 04:29:18,32,Theni,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,OPIOID_ANALOGUES,7,84
HR-2026-00347,2025-06-07 18:49:53,32,Theni,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,PRESCRIPTION_NARCOTICS,2,85
HR-2026-00348,2025-11-16 19:28:23,27,Perambalur,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,UNKNOWN_CONTRABAND,13,72
HR-2026-00349,2026-01-18 08:05:52,3,Madurai,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,OPIOID_ANALOGUES,3,94
HR-2026-00350,2025-11-30 05:34:20,3,Madurai,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,PRESCRIPTION_NARCOTICS,4,85
HR-2026-00351,2026-01-14 00:33:30,5,Tiruchirappalli,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,CHEMICAL_PRECURSORS,5,90
HR-2026-00352,2026-07-19 20:42:20,30,Ramanathapuram,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,PRESCRIPTION_NARCOTICS,9,78
HR-2026-00353,2026-06-08 14:11:16,23,Namakkal,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,4,93
HR-2026-00354,2026-06-27 00:24:22,7,Tiruppur,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,UNKNOWN_CONTRABAND,14,90
HR-2026-00355,2026-06-01 22:29:41,10,Krishnagiri,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,SYNTHETIC_MDMA,9,89
HR-2026-00356,2026-05-19 05:57:51,33,Thiruvarur,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,5,93
HR-2026-00357,2025-10-02 11:56:16,5,Tiruchirappalli,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,6,72
HR-2026-00358,2026-06-14 13:22:01,29,Sivaganga,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,COMMERCIAL_GANJA,12,79
HR-2026-00359,2025-03-26 02:58:07,5,Tiruchirappalli,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,10,77
HR-2026-00360,2025-10-19 10:34:00,7,Tiruppur,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,SYNTHETIC_MDMA,1,83
HR-2026-00361,2026-08-17 16:14:06,18,Tiruvallur,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,UNKNOWN_CONTRABAND,7,83
HR-2026-00362,2026-01-03 04:50:04,30,Ramanathapuram,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,SYNTHETIC_MDMA,3,94
HR-2026-00363,2025-08-10 22:58:48,27,Perambalur,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,SYNTHETIC_MDMA,11,92
HR-2026-00364,2025-07-03 11:40:55,14,Kanniyakumari,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,UNKNOWN_CONTRABAND,15,89
HR-2026-00365,2026-07-08 17:57:38,30,Ramanathapuram,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,CHEMICAL_PRECURSORS,4,70
HR-2026-00366,2026-01-31 19:18:37,22,Dharmapuri,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,SYNTHETIC_MDMA,14,86
HR-2026-00367,2026-08-19 01:37:30,29,Sivaganga,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,SYNTHETIC_MDMA,13,70
HR-2026-00368,2025-05-07 10:27:30,11,Dindigul,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,14,83
HR-2026-00369,2026-04-05 08:25:02,4,Salem,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,OPIOID_ANALOGUES,6,75
HR-2026-00370,2024-09-23 10:15:52,27,Perambalur,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,UNKNOWN_CONTRABAND,12,92
HR-2026-00371,2025-07-10 09:20:10,10,Krishnagiri,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,OPIOID_ANALOGUES,2,85
HR-2026-00372,2025-08-25 06:31:33,13,Thoothukudi,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,COMMERCIAL_GANJA,1,80
HR-2026-00373,2025-04-16 03:28:13,20,Viluppuram,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,PRESCRIPTION_NARCOTICS,3,93
HR-2026-00374,2025-04-06 20:29:45,34,Nagapattinam,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,CHEMICAL_PRECURSORS,15,71
HR-2026-00375,2024-12-19 20:15:54,34,Nagapattinam,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,9,80
HR-2026-00376,2024-10-05 18:02:36,9,Vellore,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,OPIOID_ANALOGUES,2,81
HR-2026-00377,2026-05-01 07:00:27,21,Kallakurichi,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,UNKNOWN_CONTRABAND,11,87
HR-2026-00378,2025-12-05 17:20:02,5,Tiruchirappalli,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,OPIOID_ANALOGUES,6,70
HR-2026-00379,2025-12-14 23:23:23,37,Tirupathur,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,COMMERCIAL_GANJA,8,93
HR-2026-00380,2026-02-13 01:48:17,10,Krishnagiri,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,UNKNOWN_CONTRABAND,14,74
HR-2026-00381,2025-05-16 03:11:11,15,Tenkasi,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,4,74
HR-2026-00382,2026-05-17 07:51:14,5,Tiruchirappalli,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,UNKNOWN_CONTRABAND,6,71
HR-2026-00383,2026-01-16 18:39:16,16,Kancheepuram,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,CHEMICAL_PRECURSORS,12,92
HR-2026-00384,2026-04-01 13:14:30,31,Virudhunagar,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,CHEMICAL_PRECURSORS,14,90
HR-2026-00385,2026-08-09 20:52:48,24,Nilgiris,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,COMMERCIAL_GANJA,5,86
HR-2026-00386,2026-04-28 12:38:15,23,Namakkal,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,UNKNOWN_CONTRABAND,15,89
HR-2026-00387,2025-05-25 23:06:58,28,Pudukkottai,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,4,70
HR-2026-00388,2025-02-16 01:04:34,38,Tiruvannamalai,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,7,74
HR-2026-00389,2025-10-01 05:12:19,30,Ramanathapuram,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,OPIOID_ANALOGUES,13,89
HR-2026-00390,2025-02-07 01:10:26,19,Cuddalore,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,1,87
HR-2026-00391,2025-03-08 15:36:18,30,Ramanathapuram,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,CHEMICAL_PRECURSORS,8,92
HR-2026-00392,2025-05-17 19:53:53,22,Dharmapuri,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,OPIOID_ANALOGUES,10,92
HR-2026-00393,2025-09-15 09:36:00,9,Vellore,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,COMMERCIAL_GANJA,10,76
HR-2026-00394,2026-02-12 23:46:27,27,Perambalur,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,COMMERCIAL_GANJA,15,92
HR-2026-00395,2025-06-14 17:54:01,38,Tiruvannamalai,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,OPIOID_ANALOGUES,12,74
HR-2026-00396,2024-10-10 20:11:47,35,Mayiladuthurai,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,SYNTHETIC_MDMA,4,88
HR-2026-00397,2025-11-11 18:18:35,20,Viluppuram,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,CHEMICAL_PRECURSORS,2,78
HR-2026-00398,2026-05-16 10:19:36,10,Krishnagiri,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,PRESCRIPTION_NARCOTICS,1,73
HR-2026-00399,2026-02-04 09:32:21,30,Ramanathapuram,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,OPIOID_ANALOGUES,10,75
HR-2026-00400,2025-12-23 18:35:40,20,Viluppuram,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,OPIOID_ANALOGUES,12,82
HR-2026-00401,2024-10-27 13:41:48,20,Viluppuram,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,COMMERCIAL_GANJA,14,84
HR-2026-00402,2025-08-13 00:48:04,22,Dharmapuri,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,COMMERCIAL_GANJA,7,78
HR-2026-00403,2025-11-26 01:17:48,23,Namakkal,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,OPIOID_ANALOGUES,11,76
HR-2026-00404,2025-08-20 23:12:24,9,Vellore,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,SYNTHETIC_MDMA,1,71
HR-2026-00405,2024-12-24 08:36:02,17,Chengalpattu,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,13,92
HR-2026-00406,2025-06-05 01:40:29,33,Thiruvarur,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,15,90
HR-2026-00407,2026-03-22 20:00:48,13,Thoothukudi,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,COMMERCIAL_GANJA,9,75
HR-2026-00408,2026-06-02 14:39:57,30,Ramanathapuram,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,CHEMICAL_PRECURSORS,15,71
HR-2026-00409,2026-02-17 00:31:47,12,Thanjavur,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,SYNTHETIC_MDMA,12,92
HR-2026-00410,2025-06-30 06:08:58,25,Karur,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,PRESCRIPTION_NARCOTICS,14,88
HR-2026-00411,2025-11-28 00:12:46,38,Tiruvannamalai,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,12,76
HR-2026-00412,2026-07-28 04:07:42,13,Thoothukudi,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,OPIOID_ANALOGUES,8,81
HR-2026-00413,2026-05-04 14:11:48,22,Dharmapuri,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,8,81
HR-2026-00414,2025-04-11 18:47:41,28,Pudukkottai,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,10,78
HR-2026-00415,2024-11-05 19:03:37,30,Ramanathapuram,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,SYNTHETIC_MDMA,1,89
HR-2026-00416,2025-12-10 16:17:55,2,Coimbatore,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,UNKNOWN_CONTRABAND,3,72
HR-2026-00417,2024-10-29 02:51:19,37,Tirupathur,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,COMMERCIAL_GANJA,15,70
HR-2026-00418,2026-05-08 16:52:08,37,Tirupathur,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,OPIOID_ANALOGUES,10,91
HR-2026-00419,2026-02-20 04:27:34,33,Thiruvarur,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,SYNTHETIC_MDMA,1,82
HR-2026-00420,2026-06-02 22:54:26,28,Pudukkottai,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,UNKNOWN_CONTRABAND,9,76
HR-2026-00421,2025-04-29 22:35:48,22,Dharmapuri,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,SYNTHETIC_MDMA,1,86
HR-2026-00422,2025-12-07 15:54:31,25,Karur,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,OPIOID_ANALOGUES,13,79
HR-2026-00423,2024-10-24 04:18:41,30,Ramanathapuram,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,OPIOID_ANALOGUES,7,80
HR-2026-00424,2026-01-03 14:48:43,36,Ranipet,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,COMMERCIAL_GANJA,14,80
HR-2026-00425,2025-07-15 21:56:50,30,Ramanathapuram,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,OPIOID_ANALOGUES,13,87
HR-2026-00426,2024-11-12 23:43:43,35,Mayiladuthurai,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,SYNTHETIC_MDMA,9,70
HR-2026-00427,2025-07-19 18:43:02,34,Nagapattinam,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,SYNTHETIC_MDMA,7,79
HR-2026-00428,2024-09-24 05:49:41,33,Thiruvarur,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,SYNTHETIC_MDMA,1,86
HR-2026-00429,2024-11-12 18:46:47,3,Madurai,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,COMMERCIAL_GANJA,6,84
HR-2026-00430,2025-09-14 22:23:08,28,Pudukkottai,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,SYNTHETIC_MDMA,1,77
HR-2026-00431,2024-11-26 20:52:24,32,Theni,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,COMMERCIAL_GANJA,11,82
HR-2026-00432,2026-04-12 03:47:56,34,Nagapattinam,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,UNKNOWN_CONTRABAND,12,91
HR-2026-00433,2025-04-17 06:07:36,32,Theni,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,UNKNOWN_CONTRABAND,5,70
HR-2026-00434,2025-07-26 12:23:05,29,Sivaganga,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,UNKNOWN_CONTRABAND,14,72
HR-2026-00435,2025-10-09 15:04:34,24,Nilgiris,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,UNKNOWN_CONTRABAND,4,72
HR-2026-00436,2025-02-24 21:27:15,7,Tiruppur,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,COMMERCIAL_GANJA,7,80
HR-2026-00437,2025-06-26 02:22:50,21,Kallakurichi,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,COMMERCIAL_GANJA,8,93
HR-2026-00438,2025-11-25 00:34:23,15,Tenkasi,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,COMMERCIAL_GANJA,5,94
HR-2026-00439,2025-12-09 11:22:08,10,Krishnagiri,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,COMMERCIAL_GANJA,8,81
HR-2026-00440,2025-03-17 13:23:03,17,Chengalpattu,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,CHEMICAL_PRECURSORS,9,84
HR-2026-00441,2026-06-08 07:50:03,15,Tenkasi,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,PRESCRIPTION_NARCOTICS,2,81
HR-2026-00442,2024-12-02 23:27:40,19,Cuddalore,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,COMMERCIAL_GANJA,3,80
HR-2026-00443,2024-11-10 07:58:57,19,Cuddalore,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,UNKNOWN_CONTRABAND,8,80
HR-2026-00444,2024-12-18 23:03:15,35,Mayiladuthurai,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,PRESCRIPTION_NARCOTICS,3,80
HR-2026-00445,2025-08-03 22:20:49,32,Theni,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,UNKNOWN_CONTRABAND,2,92
HR-2026-00446,2026-04-11 05:57:52,9,Vellore,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,OPIOID_ANALOGUES,5,76
