outcome_id,ticket_id,resolved_at,operational_outcome,feedback_to_intelligence_model,outcome_confidence
OUT-2026-00386,TCK-2026-00386,2025-06-07 09:20:56,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,92
OUT-2026-00387,TCK-2026-00387,2026-03-11 04:11:27,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,82
OUT-2026-00388,TCK-2026-00388,2026-08-02 17:53:03,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,91
OUT-2026-00389,TCK-2026-00389,2026-08-08 18:08:50,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,87
OUT-2026-00390,TCK-2026-00390,2025-06-03 05:47:07,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,99
OUT-2026-00391,TCK-2026-00391,2025-11-12 01:18:15,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,97
OUT-2026-00392,TCK-2026-00392,2026-05-03 04:53:05,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,90
OUT-2026-00393,TCK-2026-00393,2026-08-17 05:11:36,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,78
OUT-2026-00394,TCK-2026-00394,2026-03-12 04:30:27,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,84
OUT-2026-00395,TCK-2026-00395,2026-06-20 11:58:58,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,89
OUT-2026-00396,TCK-2026-00396,2026-02-16 19:37:54,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,88
OUT-2026-00397,TCK-2026-00397,2025-05-08 12:15:00,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,89
OUT-2026-00398,TCK-2026-00398,2025-09-21 08:07:15,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,90
OUT-2026-00399,TCK-2026-00399,2026-02-12 11:04:49,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,97
OUT-2026-00400,TCK-2026-00400,2025-05-04 01:05:57,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,83
OUT-2026-00401,TCK-2026-00401,2026-05-24 11:00:55,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,88
OUT-2026-00402,TCK-2026-00402,2025-10-19 18:06:01,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,77
OUT-2026-00403,TCK-2026-00403,2025-09-09 02:46:29,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,79
OUT-2026-00404,TCK-2026-00404,2025-05-03 16:55:22,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,77
OUT-2026-00405,TCK-2026-00405,2026-05-26 16:14:56,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,78
OUT-2026-00406,TCK-2026-00406,2025-07-26 17:06:36,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,99
OUT-2026-00407,TCK-2026-00407,2026-08-15 10:33:30,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,78
OUT-2026-00408,TCK-2026-00408,2025-06-30 04:50:56,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,90
OUT-2026-00409,TCK-2026-00409,2026-06-12 13:45:24,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,75
OUT-2026-00410,TCK-2026-00410,2025-07-19 10:03:28,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,98
OUT-2026-00411,TCK-2026-00411,2026-04-13 00:45:54,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,75
OUT-2026-00412,TCK-2026-00412,2026-05-16 19:16:20,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,89
OUT-2026-00413,TCK-2026-00413,2025-09-02 10:12:22,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,81
OUT-2026-00414,TCK-2026-00414,2026-03-25 09:11:48,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,82
OUT-2026-00415,TCK-2026-00415,2026-02-21 23:45:09,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,79
OUT-2026-00416,TCK-2026-00416,2025-04-24 22:24:35,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,98
OUT-2026-00417,TCK-2026-00417,2025-04-26 21:35:40,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,77
OUT-2026-00418,TCK-2026-00418,2026-01-29 03:01:19,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,75
OUT-2026-00419,TCK-2026-00419,2025-12-02 08:20:40,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,94
OUT-2026-00420,TCK-2026-00420,2025-08-17 12:28:40,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,89
OUT-2026-00421,TCK-2026-00421,2026-03-09 14:08:15,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,92
OUT-2026-00422,TCK-2026-00422,2025-05-24 20:54:02,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,86
OUT-2026-00423,TCK-2026-00423,2025-04-27 19:12:07,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,78
OUT-2026-00424,TCK-2026-00424,2025-06-13 12:34:55,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,84
OUT-2026-00425,TCK-2026-00425,2025-04-15 22:55:33,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,97
OUT-2026-00426,TCK-2026-00426,2026-03-28 16:34:40,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,83
OUT-2026-00427,TCK-2026-00427,2025-09-08 21:06:57,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,95
OUT-2026-00428,TCK-2026-00428,2025-10-07 16:44:29,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,98
OUT-2026-00429,TCK-2026-00429,2025-10-17 04:53:22,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,81
OUT-2026-00430,TCK-2026-00430,2025-04-23 11:38:36,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,76
OUT-2026-00431,TCK-2026-00431,2026-01-04 07:25:14,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,81
OUT-2026-00432,TCK-2026-00432,2026-08-08 15:33:42,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,82
OUT-2026-00433,TCK-2026-00433,2025-06-30 14:45:30,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,90
OUT-2026-00434,TCK-2026-00434,2025-12-10 09:48:12,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,81
OUT-2026-00435,TCK-2026-00435,2026-06-24 01:09:28,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,85
OUT-2026-00436,TCK-2026-00436,2025-09-04 22:48:12,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,98
OUT-2026-00437,TCK-2026-00437,2025-07-22 16:00:23,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,91
OUT-2026-00438,TCK-2026-00438,2026-03-03 22:57:29,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,93
OUT-2026-00439,TCK-2026-00439,2025-08-04 03:13:26,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,88
OUT-2026-00440,TCK-2026-00440,2025-09-09 23:19:03,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,99
OUT-2026-00441,TCK-2026-00441,2026-06-15 19:12:53,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,83
OUT-2026-00442,TCK-2026-00442,2026-03-26 13:27:51,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,77
OUT-2026-00443,TCK-2026-00443,2025-05-13 23:39:41,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,94
OUT-2026-00444,TCK-2026-00444,2025-04-15 04:53:01,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,85
OUT-2026-00445,TCK-2026-00445,2025-06-18 00:31:28,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,98
OUT-2026-00446,TCK-2026-00446,2025-12-27 12:54:39,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,86
OUT-2026-00447,TCK-2026-00447,2026-02-05 15:32:27,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,84
OUT-2026-00448,TCK-2026-00448,2025-05-27 00:32:25,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,80
OUT-2026-00449,TCK-2026-00449,2025-05-28 02:57:05,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,91
OUT-2026-00450,TCK-2026-00450,2026-03-16 14:57:12,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,94
OUT-2026-00451,TCK-2026-00451,2025-09-11 16:57:41,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,78
OUT-2026-00452,TCK-2026-00452,2025-04-20 02:56:37,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,91
OUT-2026-00453,TCK-2026-00453,2026-04-21 09:12:33,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,75
OUT-2026-00454,TCK-2026-00454,2026-07-09 17:01:36,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,79
OUT-2026-00455,TCK-2026-00455,2026-03-18 10:54:46,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,96
OUT-2026-00456,TCK-2026-00456,2026-08-02 11:21:30,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,80
OUT-2026-00457,TCK-2026-00457,2025-04-28 01:56:29,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,86
OUT-2026-00458,TCK-2026-00458,2026-08-16 11:31:20,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,78
OUT-2026-00459,TCK-2026-00459,2025-09-16 02:45:24,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,76
OUT-2026-00460,TCK-2026-00460,2026-02-20 20:29:47,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,89
OUT-2026-00461,TCK-2026-00461,2026-04-16 22:56:55,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,91
OUT-2026-00462,TCK-2026-00462,2025-09-24 16:10:58,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,95
OUT-2026-00463,TCK-2026-00463,2026-01-01 21:59:27,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,97
OUT-2026-00464,TCK-2026-00464,2026-03-26 08:57:17,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,77
OUT-2026-00465,TCK-2026-00465,2025-11-23 15:40:42,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,87
OUT-2026-00466,TCK-2026-00466,2025-08-08 01:22:13,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,96
OUT-2026-00467,TCK-2026-00467,2026-07-18 00:56:03,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,78
OUT-2026-00468,TCK-2026-00468,2025-10-25 07:33:29,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,86
OUT-2026-00469,TCK-2026-00469,2025-12-16 00:36:20,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,80
OUT-2026-00470,TCK-2026-00470,2026-05-31 13:29:00,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,80
OUT-2026-00471,TCK-2026-00471,2025-08-26 03:20:52,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,87
OUT-2026-00472,TCK-2026-00472,2025-11-24 07:12:10,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,79
OUT-2026-00473,TCK-2026-00473,2025-09-21 03:15:36,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,78
OUT-2026-00474,TCK-2026-00474,2025-11-16 06:39:14,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,77
OUT-2026-00475,TCK-2026-00475,2026-01-11 14:40:21,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,83
OUT-2026-00476,TCK-2026-00476,2026-03-02 09:14:35,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,95
OUT-2026-00477,TCK-2026-00477,2026-04-09 13:28:09,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,82
OUT-2026-00478,TCK-2026-00478,2025-04-21 10:36:18,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,93
OUT-2026-00479,TCK-2026-00479,2026-01-25 10:21:38,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,86
OUT-2026-00480,TCK-2026-00480,2025-07-16 23:55:22,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,87
OUT-2026-00481,TCK-2026-00481,2026-01-31 05:58:40,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,93
OUT-2026-00482,TCK-2026-00482,2025-04-25 11:34:57,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,84
OUT-2026-00483,TCK-2026-00483,2026-06-12 04:32:46,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,82
OUT-2026-00484,TCK-2026-00484,2025-08-04 08:35:39,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,76
OUT-2026-00485,TCK-2026-00485,2026-05-02 22:13:50,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,78
OUT-2026-00486,TCK-2026-00486,2025-09-16 15:58:25,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,92
OUT-2026-00487,TCK-2026-00487,2025-11-24 05:07:42,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,78
OUT-2026-00488,TCK-2026-00488,2025-07-21 08:54:37,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,81
OUT-2026-00489,TCK-2026-00489,2025-07-29 20:32:01,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,75
OUT-2026-00490,TCK-2026-00490,2026-01-17 04:19:47,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,87
OUT-2026-00491,TCK-2026-00491,2025-06-13 05:40:42,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,99
OUT-2026-00492,TCK-2026-00492,2026-01-10 08:05:52,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,92
OUT-2026-00493,TCK-2026-00493,2026-07-05 21:34:29,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,80
OUT-2026-00494,TCK-2026-00494,2026-08-13 12:30:26,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,98
OUT-2026-00495,TCK-2026-00495,2026-08-19 14:55:12,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,92
OUT-2026-00496,TCK-2026-00496,2026-01-22 04:53:08,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,76
OUT-2026-00497,TCK-2026-00497,2025-04-14 14:04:39,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,78
OUT-2026-00498,TCK-2026-00498,2026-05-24 04:42:09,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,88
OUT-2026-00499,TCK-2026-00499,2026-04-04 17:41:06,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,88
OUT-2026-00500,TCK-2026-00500,2025-12-17 21:46:24,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,76
OUT-2026-00501,TCK-2026-00501,2025-09-17 20:55:11,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,89
OUT-2026-00502,TCK-2026-00502,2025-10-02 16:56:53,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,89
OUT-2026-00503,TCK-2026-00503,2026-03-07 06:28:32,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,77
OUT-2026-00504,TCK-2026-00504,2026-07-03 21:58:18,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,75
OUT-2026-00505,TCK-2026-00505,2026-06-18 13:10:12,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,78
OUT-2026-00506,TCK-2026-00506,2026-01-12 05:30:48,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,77
OUT-2026-00507,TCK-2026-00507,2026-06-19 01:31:14,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,93
OUT-2026-00508,TCK-2026-00508,2026-02-20 21:46:14,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,94
OUT-2026-00509,TCK-2026-00509,2026-03-21 03:28:22,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,77
OUT-2026-00510,TCK-2026-00510,2025-09-19 17:52:34,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,79
OUT-2026-00511,TCK-2026-00511,2026-06-08 16:20:45,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,95
OUT-2026-00512,TCK-2026-00512,2026-05-28 09:09:11,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,93
OUT-2026-00513,TCK-2026-00513,2026-07-13 11:28:34,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,81
OUT-2026-00514,TCK-2026-00514,2026-06-25 18:41:10,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,75
OUT-2026-00515,TCK-2026-00515,2025-04-21 13:40:34,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,93
OUT-2026-00516,TCK-2026-00516,2026-01-14 21:01:47,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,95
OUT-2026-00517,TCK-2026-00517,2026-06-14 12:23:56,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,82
OUT-2026-00518,TCK-2026-00518,2026-03-24 01:38:46,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,79
OUT-2026-00519,TCK-2026-00519,2025-07-21 15:22:02,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,87
OUT-2026-00520,TCK-2026-00520,2025-04-21 15:16:06,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,94
OUT-2026-00521,TCK-2026-00521,2025-05-17 07:27:48,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,78
OUT-2026-00522,TCK-2026-00522,2025-08-07 17:18:58,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,84
OUT-2026-00523,TCK-2026-00523,2025-05-06 03:43:11,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,99
OUT-2026-00524,TCK-2026-00524,2026-06-26 17:28:18,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,99
OUT-2026-00525,TCK-2026-00525,2025-07-03 21:24:56,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,88
OUT-2026-00526,TCK-2026-00526,2025-08-26 09:49:50,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,84
OUT-2026-00527,TCK-2026-00527,2025-05-26 10:50:40,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,98
OUT-2026-00528,TCK-2026-00528,2026-06-12 20:33:37,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,84
OUT-2026-00529,TCK-2026-00529,2025-05-22 09:15:27,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,83
OUT-2026-00530,TCK-2026-00530,2026-04-13 06:39:48,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,83
OUT-2026-00531,TCK-2026-00531,2026-04-29 00:25:28,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,91
OUT-2026-00532,TCK-2026-00532,2025-04-19 04:07:38,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,81
OUT-2026-00533,TCK-2026-00533,2026-03-04 00:51:49,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,93
OUT-2026-00534,TCK-2026-00534,2026-08-08 05:04:44,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,83
OUT-2026-00535,TCK-2026-00535,2025-09-09 17:24:12,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,91
OUT-2026-00536,TCK-2026-00536,2025-12-04 22:37:33,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,91
OUT-2026-00537,TCK-2026-00537,2026-03-07 11:48:17,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,98
OUT-2026-00538,TCK-2026-00538,2025-12-20 13:29:11,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,87
OUT-2026-00539,TCK-2026-00539,2025-12-10 16:08:42,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,84
OUT-2026-00540,TCK-2026-00540,2025-05-13 18:42:48,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,79
OUT-2026-00541,TCK-2026-00541,2025-08-08 18:53:14,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,82
OUT-2026-00542,TCK-2026-00542,2026-06-21 09:57:58,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,95
OUT-2026-00543,TCK-2026-00543,2025-07-22 21:03:21,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,89
OUT-2026-00544,TCK-2026-00544,2025-05-21 02:20:57,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,97
OUT-2026-00545,TCK-2026-00545,2026-01-11 03:33:50,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,95
OUT-2026-00546,TCK-2026-00546,2025-08-04 19:47:44,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,82
OUT-2026-00547,TCK-2026-00547,2026-04-27 13:43:02,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,85
OUT-2026-00548,TCK-2026-00548,2025-07-10 09:11:20,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,85
OUT-2026-00549,TCK-2026-00549,2026-06-08 19:47:20,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,86
OUT-2026-00550,TCK-2026-00550,2026-03-26 10:40:28,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,83
OUT-2026-00551,TCK-2026-00551,2026-03-13 14:36:58,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,91
OUT-2026-00552,TCK-2026-00552,2026-04-12 14:38:56,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,83
OUT-2026-00553,TCK-2026-00553,2025-09-03 17:47:51,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,82
OUT-2026-00554,TCK-2026-00554,2026-03-22 18:45:10,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,76
OUT-2026-00555,TCK-2026-00555,2025-12-16 20:22:49,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,98
OUT-2026-00556,TCK-2026-00556,2026-04-29 03:29:27,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,86
OUT-2026-00557,TCK-2026-00557,2026-04-07 11:01:19,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,94
OUT-2026-00558,TCK-2026-00558,2026-08-17 17:41:26,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,97
OUT-2026-00559,TCK-2026-00559,2026-06-02 03:47:21,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,93
OUT-2026-00560,TCK-2026-00560,2025-06-27 04:23:25,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,93
OUT-2026-00561,TCK-2026-00561,2025-11-14 17:14:57,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,84
OUT-2026-00562,TCK-2026-00562,2026-07-22 19:41:52,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,93
OUT-2026-00563,TCK-2026-00563,2025-08-04 15:52:53,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,87
OUT-2026-00564,TCK-2026-00564,2026-08-09 16:53:18,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,77
OUT-2026-00565,TCK-2026-00565,2025-12-29 00:50:48,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,88
OUT-2026-00566,TCK-2026-00566,2026-07-03 16:52:17,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,96
OUT-2026-00567,TCK-2026-00567,2026-01-28 23:16:12,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,81
OUT-2026-00568,TCK-2026-00568,2026-06-01 03:05:57,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,77
OUT-2026-00569,TCK-2026-00569,2025-06-03 17:18:15,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,78
OUT-2026-00570,TCK-2026-00570,2026-02-15 09:37:36,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,99
OUT-2026-00571,TCK-2026-00571,2025-12-01 21:34:41,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,83
OUT-2026-00572,TCK-2026-00572,2026-02-26 02:45:23,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,86
OUT-2026-00573,TCK-2026-00573,2026-06-25 22:42:23,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,85
OUT-2026-00574,TCK-2026-00574,2026-04-21 07:47:03,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,93
OUT-2026-00575,TCK-2026-00575,2026-06-15 19:27:58,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,81
OUT-2026-00576,TCK-2026-00576,2026-04-22 13:54:05,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,76
OUT-2026-00577,TCK-2026-00577,2025-08-18 13:05:58,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,91
OUT-2026-00578,TCK-2026-00578,2026-08-12 23:31:14,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,82
