fir_number,station_id,station_name,district_id,district_name,fir_date,offense_section,drug_category,quantity_band,investigation_status,confidence_score
FIR-MDU-2025-0234,11,Madurai Town PS 2,3,Madurai,2025-09-13 22:11:41,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,96
FIR-SLM-2025-0235,14,Salem Town PS 1,4,Salem,2025-06-13 20:01:12,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,95
FIR-MDU-2026-0236,11,Madurai Town PS 2,3,Madurai,2026-03-06 21:34:26,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,97
FIR-ARI-2026-0237,113,Ariyalur Town PS 4,26,Ariyalur,2024-11-08 09:49:23,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,SMALL_QUANTITY,UNDER_INVESTIGATION,88
FIR-CBE-2026-0238,4,Coimbatore Town PS 1,2,Coimbatore,2024-10-17 20:37:08,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,SMALL_QUANTITY,UNDER_INVESTIGATION,98
FIR-SLM-2025-0239,16,Salem Town PS 3,4,Salem,2026-07-08 19:33:52,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,96
FIR-TLR-2026-0240,75,Tiruvallur Town PS 1,18,Tiruvallur,2025-09-04 08:19:24,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,SMALL_QUANTITY,UNDER_INVESTIGATION,85
FIR-KKI-2026-0241,55,Kanniyakumari Town PS 2,14,Kanniyakumari,2026-07-22 04:18:00,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,96
FIR-SLM-2026-0242,14,Salem Town PS 1,4,Salem,2025-01-12 21:02:49,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,SMALL_QUANTITY,UNDER_INVESTIGATION,98
FIR-TPR-2025-0243,30,Tiruppur Town PS 3,7,Tiruppur,2025-02-22 20:29:42,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,SMALL_QUANTITY,CHARGESHEET_FILED,96
FIR-VEL-2025-0244,36,Vellore Town PS 3,9,Vellore,2025-09-28 15:09:43,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,SMALL_QUANTITY,UNDER_INVESTIGATION,95
FIR-RMD-2026-0245,130,Ramanathapuram Town PS 4,30,Ramanathapuram,2024-11-03 14:15:33,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,SMALL_QUANTITY,PENDING_TRIAL,93
FIR-PDK-2026-0246,118,Pudukkottai Town PS 1,28,Pudukkottai,2026-04-23 20:47:37,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,COMMERCIAL_QUANTITY,CHARGESHEET_FILED,97
FIR-TNJ-2025-0247,44,Thanjavur Town PS 1,12,Thanjavur,2026-03-29 15:34:10,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,SMALL_QUANTITY,PENDING_TRIAL,97
FIR-TPJ-2026-0248,18,Tiruchirappalli Town PS 1,5,Tiruchirappalli,2025-11-12 22:33:46,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,98
FIR-TPR-2025-0249,29,Tiruppur Town PS 2,7,Tiruppur,2025-06-29 13:52:35,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,COMMERCIAL_QUANTITY,CHARGESHEET_FILED,89
FIR-MYD-2025-0250,154,Mayiladuthurai Town PS 4,35,Mayiladuthurai,2025-03-10 04:15:09,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,SMALL_QUANTITY,PENDING_TRIAL,92
FIR-DGL-2026-0251,42,Dindigul Town PS 3,11,Dindigul,2026-08-05 15:23:35,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,95
FIR-CHN-2026-0252,3,Chennai Town PS 3,1,Chennai,2025-06-10 00:46:40,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,SMALL_QUANTITY,UNDER_INVESTIGATION,96
FIR-THI-2026-0253,140,Theni Town PS 3,32,Theni,2026-07-15 20:57:24,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,88
FIR-NGP-2026-0254,150,Nagapattinam Town PS 4,34,Nagapattinam,2025-02-17 13:17:12,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,COMMERCIAL_QUANTITY,CHARGESHEET_FILED,99
FIR-TVR-2026-0255,145,Thiruvarur Town PS 5,33,Thiruvarur,2025-01-10 11:07:40,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,SMALL_QUANTITY,UNDER_INVESTIGATION,94
FIR-KRI-2025-0256,38,Krishnagiri Town PS 2,10,Krishnagiri,2025-01-02 04:30:20,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,94
FIR-THI-2026-0257,139,Theni Town PS 2,32,Theni,2026-01-23 02:36:52,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,SMALL_QUANTITY,PENDING_TRIAL,94
FIR-CGL-2025-0258,72,Chengalpattu Town PS 3,17,Chengalpattu,2026-01-07 04:01:11,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,92
FIR-DPI-2026-0259,97,Dharmapuri Town PS 5,22,Dharmapuri,2026-02-25 14:12:17,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,COMMERCIAL_QUANTITY,PENDING_TRIAL,87
FIR-MYD-2026-0260,154,Mayiladuthurai Town PS 4,35,Mayiladuthurai,2025-09-18 00:12:30,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,INTERMEDIATE_QUANTITY,PENDING_TRIAL,87
FIR-TNJ-2025-0261,47,Thanjavur Town PS 4,12,Thanjavur,2026-04-29 08:03:56,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,SMALL_QUANTITY,UNDER_INVESTIGATION,85
FIR-CUD-2026-0262,81,Cuddalore Town PS 4,19,Cuddalore,2025-07-12 02:12:37,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,SMALL_QUANTITY,UNDER_INVESTIGATION,97
FIR-NIL-2025-0263,106,Nilgiris Town PS 4,24,Nilgiris,2025-10-13 05:14:54,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,SMALL_QUANTITY,UNDER_INVESTIGATION,91
FIR-THI-2025-0264,139,Theni Town PS 2,32,Theni,2025-08-05 19:18:56,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,COMMERCIAL_QUANTITY,PENDING_TRIAL,88
FIR-RMD-2025-0265,128,Ramanathapuram Town PS 2,30,Ramanathapuram,2025-11-26 02:26:16,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,SMALL_QUANTITY,UNDER_INVESTIGATION,86
FIR-NIL-2026-0266,106,Nilgiris Town PS 4,24,Nilgiris,2025-02-05 16:29:19,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,COMMERCIAL_QUANTITY,PENDING_TRIAL,97
FIR-TVM-2026-0267,167,Tiruvannamalai Town PS 3,38,Tiruvannamalai,2025-02-04 16:51:50,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,SMALL_QUANTITY,CHARGESHEET_FILED,90
FIR-TSI-2025-0268,62,Tenkasi Town PS 3,15,Tenkasi,2024-10-20 15:34:37,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,SMALL_QUANTITY,UNDER_INVESTIGATION,89
FIR-MYD-2025-0269,152,Mayiladuthurai Town PS 2,35,Mayiladuthurai,2026-07-29 22:57:43,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,99
FIR-THI-2025-0270,139,Theni Town PS 2,32,Theni,2025-11-11 15:10:36,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,94
FIR-THI-2025-0271,138,Theni Town PS 1,32,Theni,2026-04-06 20:34:18,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,COMMERCIAL_QUANTITY,CHARGESHEET_FILED,89
FIR-DPI-2026-0272,97,Dharmapuri Town PS 5,22,Dharmapuri,2025-09-17 06:20:41,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,SMALL_QUANTITY,UNDER_INVESTIGATION,95
FIR-TLR-2026-0273,77,Tiruvallur Town PS 3,18,Tiruvallur,2025-08-12 17:46:12,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,SMALL_QUANTITY,PENDING_TRIAL,91
FIR-THI-2025-0274,139,Theni Town PS 2,32,Theni,2026-04-02 16:01:00,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,SMALL_QUANTITY,CHARGESHEET_FILED,88
FIR-TVR-2026-0275,141,Thiruvarur Town PS 1,33,Thiruvarur,2026-07-26 09:02:44,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,COMMERCIAL_QUANTITY,PENDING_TRIAL,99
FIR-KRI-2026-0276,37,Krishnagiri Town PS 1,10,Krishnagiri,2024-10-20 18:46:30,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,94
FIR-KRR-2025-0277,109,Karur Town PS 3,25,Karur,2025-08-25 02:01:00,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,SMALL_QUANTITY,PENDING_TRIAL,99
FIR-NMK-2026-0278,100,Namakkal Town PS 3,23,Namakkal,2025-12-11 19:13:15,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,94
FIR-TLR-2025-0279,77,Tiruvallur Town PS 3,18,Tiruvallur,2026-06-09 15:07:05,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,SMALL_QUANTITY,UNDER_INVESTIGATION,87
FIR-ERD-2025-0280,31,Erode Town PS 1,8,Erode,2025-02-24 00:54:32,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,93
FIR-RMD-2025-0281,130,Ramanathapuram Town PS 4,30,Ramanathapuram,2025-03-05 02:55:59,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,98
FIR-NMK-2025-0282,98,Namakkal Town PS 1,23,Namakkal,2026-01-09 04:04:11,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,95
FIR-RNP-2026-0283,160,Ranipet Town PS 5,36,Ranipet,2024-11-08 04:58:12,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,SMALL_QUANTITY,UNDER_INVESTIGATION,85
FIR-VLP-2026-0284,84,Viluppuram Town PS 1,20,Viluppuram,2026-03-06 02:51:27,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,COMMERCIAL_QUANTITY,CHARGESHEET_FILED,92
FIR-DGL-2026-0285,41,Dindigul Town PS 2,11,Dindigul,2025-07-16 03:30:55,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,97
FIR-PDK-2026-0286,122,Pudukkottai Town PS 5,28,Pudukkottai,2026-02-12 12:31:58,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,92
FIR-PDK-2025-0287,122,Pudukkottai Town PS 5,28,Pudukkottai,2024-11-30 14:15:46,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,SMALL_QUANTITY,PENDING_TRIAL,99
FIR-CHN-2026-0288,1,Chennai Town PS 1,1,Chennai,2026-05-23 17:56:10,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,INTERMEDIATE_QUANTITY,PENDING_TRIAL,97
FIR-NMK-2025-0289,98,Namakkal Town PS 1,23,Namakkal,2026-06-21 10:19:01,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,98
FIR-SLM-2025-0290,15,Salem Town PS 2,4,Salem,2025-04-03 05:15:32,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,94
FIR-PBL-2025-0291,116,Perambalur Town PS 3,27,Perambalur,2024-09-22 08:10:27,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,SMALL_QUANTITY,UNDER_INVESTIGATION,93
FIR-VEL-2025-0292,36,Vellore Town PS 3,9,Vellore,2026-03-18 19:59:58,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,SMALL_QUANTITY,PENDING_TRIAL,94
FIR-SVG-2026-0293,125,Sivaganga Town PS 3,29,Sivaganga,2025-10-11 23:11:53,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,85
FIR-PBL-2026-0294,116,Perambalur Town PS 3,27,Perambalur,2025-03-26 20:51:47,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,COMMERCIAL_QUANTITY,PENDING_TRIAL,90
FIR-MYD-2026-0295,154,Mayiladuthurai Town PS 4,35,Mayiladuthurai,2026-07-22 13:29:39,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,87
FIR-NIL-2025-0296,103,Nilgiris Town PS 1,24,Nilgiris,2026-03-09 23:37:57,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,SMALL_QUANTITY,UNDER_INVESTIGATION,95
FIR-ERD-2026-0297,31,Erode Town PS 1,8,Erode,2024-09-22 04:07:28,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,85
FIR-KRR-2026-0298,109,Karur Town PS 3,25,Karur,2025-06-21 14:16:39,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,COMMERCIAL_QUANTITY,PENDING_TRIAL,92
FIR-RMD-2025-0299,131,Ramanathapuram Town PS 5,30,Ramanathapuram,2025-02-28 05:01:11,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,89
FIR-KLK-2025-0300,88,Kallakurichi Town PS 2,21,Kallakurichi,2025-08-05 10:34:14,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,SMALL_QUANTITY,CHARGESHEET_FILED,98
FIR-TNJ-2025-0301,47,Thanjavur Town PS 4,12,Thanjavur,2025-02-03 14:10:50,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,98
FIR-THI-2026-0302,138,Theni Town PS 1,32,Theni,2026-05-19 02:10:12,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,SMALL_QUANTITY,CHARGESHEET_FILED,87
FIR-CBE-2026-0303,7,Coimbatore Town PS 4,2,Coimbatore,2025-05-18 03:41:33,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,SMALL_QUANTITY,CHARGESHEET_FILED,90
FIR-TVM-2026-0304,167,Tiruvannamalai Town PS 3,38,Tiruvannamalai,2026-04-21 21:12:32,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,SMALL_QUANTITY,UNDER_INVESTIGATION,90
FIR-TIN-2026-0305,25,Tirunelveli Town PS 2,6,Tirunelveli,2026-05-22 14:46:50,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,SMALL_QUANTITY,CHARGESHEET_FILED,88
FIR-TPR_N-2025-0306,161,Tirupathur Town PS 1,37,Tirupathur,2026-02-10 12:10:30,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,COMMERCIAL_QUANTITY,PENDING_TRIAL,90
FIR-TLR-2025-0307,76,Tiruvallur Town PS 2,18,Tiruvallur,2025-01-04 18:48:51,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,SMALL_QUANTITY,PENDING_TRIAL,91
FIR-TIN-2025-0308,27,Tirunelveli Town PS 4,6,Tirunelveli,2024-10-04 00:53:49,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,95
FIR-KCP-2026-0309,65,Kancheepuram Town PS 1,16,Kancheepuram,2025-09-10 06:01:41,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,SMALL_QUANTITY,CHARGESHEET_FILED,94
FIR-CHN-2025-0310,2,Chennai Town PS 2,1,Chennai,2025-07-25 13:22:11,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,99
FIR-CBE-2025-0311,7,Coimbatore Town PS 4,2,Coimbatore,2026-01-29 04:51:00,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,COMMERCIAL_QUANTITY,CHARGESHEET_FILED,90
FIR-VEL-2025-0312,35,Vellore Town PS 2,9,Vellore,2025-12-07 22:07:41,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,SMALL_QUANTITY,UNDER_INVESTIGATION,92
FIR-CBE-2026-0313,4,Coimbatore Town PS 1,2,Coimbatore,2025-06-09 04:39:56,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,94
FIR-TPR_N-2025-0314,163,Tirupathur Town PS 3,37,Tirupathur,2024-11-07 23:31:17,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,SMALL_QUANTITY,PENDING_TRIAL,96
FIR-MYD-2025-0315,151,Mayiladuthurai Town PS 1,35,Mayiladuthurai,2026-06-11 19:36:36,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,COMMERCIAL_QUANTITY,PENDING_TRIAL,91
FIR-NMK-2026-0316,100,Namakkal Town PS 3,23,Namakkal,2025-11-30 16:23:11,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,99
FIR-TPR_N-2026-0317,162,Tirupathur Town PS 2,37,Tirupathur,2026-02-21 18:53:49,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,SMALL_QUANTITY,CHARGESHEET_FILED,85
FIR-KCP-2026-0318,69,Kancheepuram Town PS 5,16,Kancheepuram,2026-07-07 02:56:44,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,SMALL_QUANTITY,PENDING_TRIAL,94
FIR-TSI-2025-0319,63,Tenkasi Town PS 4,15,Tenkasi,2024-09-21 09:42:03,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,93
FIR-TLR-2025-0320,76,Tiruvallur Town PS 2,18,Tiruvallur,2024-10-14 19:06:56,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,96
FIR-SVG-2026-0321,125,Sivaganga Town PS 3,29,Sivaganga,2025-06-28 12:52:58,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,INTERMEDIATE_QUANTITY,PENDING_TRIAL,95
FIR-NMK-2026-0322,101,Namakkal Town PS 4,23,Namakkal,2024-12-08 05:11:38,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,COMMERCIAL_QUANTITY,PENDING_TRIAL,98
FIR-NGP-2025-0323,150,Nagapattinam Town PS 4,34,Nagapattinam,2025-10-23 09:38:41,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,COMMERCIAL_QUANTITY,CHARGESHEET_FILED,93
FIR-PDK-2025-0324,119,Pudukkottai Town PS 2,28,Pudukkottai,2024-11-25 14:59:45,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,COMMERCIAL_QUANTITY,PENDING_TRIAL,87
FIR-THI-2026-0325,139,Theni Town PS 2,32,Theni,2024-12-07 14:16:20,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,89
FIR-TPR-2026-0326,30,Tiruppur Town PS 3,7,Tiruppur,2025-01-10 13:48:13,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,SMALL_QUANTITY,PENDING_TRIAL,88
FIR-TUT-2025-0327,50,Thoothukudi Town PS 3,13,Thoothukudi,2025-03-21 09:35:58,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,87
FIR-TIN-2025-0328,24,Tirunelveli Town PS 1,6,Tirunelveli,2026-01-18 21:57:42,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,COMMERCIAL_QUANTITY,CHARGESHEET_FILED,88
FIR-TPJ-2025-0329,18,Tiruchirappalli Town PS 1,5,Tiruchirappalli,2025-08-17 06:01:26,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,SMALL_QUANTITY,UNDER_INVESTIGATION,96
FIR-PDK-2026-0330,120,Pudukkottai Town PS 3,28,Pudukkottai,2025-01-07 22:29:19,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,INTERMEDIATE_QUANTITY,PENDING_TRIAL,97
FIR-VEL-2026-0331,36,Vellore Town PS 3,9,Vellore,2025-10-15 14:13:10,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,SMALL_QUANTITY,PENDING_TRIAL,88
FIR-CHN-2025-0332,3,Chennai Town PS 3,1,Chennai,2024-10-09 15:23:32,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,COMMERCIAL_QUANTITY,CHARGESHEET_FILED,87
FIR-RMD-2026-0333,130,Ramanathapuram Town PS 4,30,Ramanathapuram,2024-12-07 17:30:12,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,SMALL_QUANTITY,PENDING_TRIAL,87
FIR-CGL-2026-0334,72,Chengalpattu Town PS 3,17,Chengalpattu,2026-07-22 06:08:21,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,94
FIR-TUT-2026-0335,52,Thoothukudi Town PS 5,13,Thoothukudi,2025-11-11 19:12:21,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,99
FIR-KCP-2026-0336,66,Kancheepuram Town PS 2,16,Kancheepuram,2025-12-10 12:46:54,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,95
FIR-KCP-2025-0337,67,Kancheepuram Town PS 3,16,Kancheepuram,2026-08-15 12:52:50,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,95
FIR-PBL-2026-0338,117,Perambalur Town PS 4,27,Perambalur,2025-09-06 10:12:33,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,INTERMEDIATE_QUANTITY,PENDING_TRIAL,86
FIR-RMD-2026-0339,129,Ramanathapuram Town PS 3,30,Ramanathapuram,2025-04-04 08:32:50,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,SMALL_QUANTITY,UNDER_INVESTIGATION,97
FIR-TPJ-2026-0340,20,Tiruchirappalli Town PS 3,5,Tiruchirappalli,2024-12-20 18:37:55,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,INTERMEDIATE_QUANTITY,PENDING_TRIAL,92
FIR-SLM-2025-0341,17,Salem Town PS 4,4,Salem,2026-01-08 11:56:02,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,94
FIR-TPR-2025-0342,29,Tiruppur Town PS 2,7,Tiruppur,2025-12-20 11:54:08,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,COMMERCIAL_QUANTITY,CHARGESHEET_FILED,92
FIR-VRD-2026-0343,136,Virudhunagar Town PS 5,31,Virudhunagar,2025-03-12 04:29:23,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,87
FIR-TIN-2026-0344,25,Tirunelveli Town PS 2,6,Tirunelveli,2025-01-03 08:12:26,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,SMALL_QUANTITY,UNDER_INVESTIGATION,99
FIR-TPR_N-2026-0345,163,Tirupathur Town PS 3,37,Tirupathur,2026-02-20 18:46:52,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,99
FIR-VEL-2025-0346,35,Vellore Town PS 2,9,Vellore,2025-08-02 23:07:28,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,88
FIR-CGL-2026-0347,71,Chengalpattu Town PS 2,17,Chengalpattu,2026-04-23 10:24:03,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,91
FIR-TNJ-2025-0348,46,Thanjavur Town PS 3,12,Thanjavur,2026-03-11 07:34:36,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,INTERMEDIATE_QUANTITY,PENDING_TRIAL,95
FIR-CBE-2026-0349,9,Coimbatore Town PS 6,2,Coimbatore,2024-10-29 23:45:08,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,89
FIR-SLM-2025-0350,14,Salem Town PS 1,4,Salem,2025-02-15 19:02:37,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,96
